record_id,title,year,search_source,screen_decision_codex,screen_decision_gemini,screen_confidence_codex,screen_confidence_gemini,exclude_code_codex,exclude_code_gemini,rationale_codex,rationale_gemini,screen_consensus,oauth_auth_method_codex,oauth_auth_method_gemini,human1_decision,human2_decision,adjudicated_final_decision,exclude_code,decision_rationale,adjudicator_id,screening_tier,codex_retry2_model,consensus_note,review_priority,review_type
REC_05619,The Implications of Generative Artificial Intelligence in Gastronomy and Culinary Arts Education: An Extended TAM Approach,2025,WoS; Scopus,uncertain,include,0.0,1.0,,,"codex failed: OpenAI Codex v0.101.0 (research preview)
--------
workdir: /Users/hosung/jornal_AI-adoption_meta
model: gpt-5.3-codex
provider: openai
approval: never
sandbox: read-only
reasoning effort: high
reasoni","This study is a quantitative empirical study on GAI adoption in an educational setting (GCA students), published in 2025 with an N=541, and uses ML-SEM, making effect size data highly likely. It is sourced from WoS and Scopus, indicating peer-review.",conflict,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,conflict_adjudicate
REC_02827,Novel deep learning approach for forecasting daily hotel demand with agglomeration effect,2021,PsycINFO,uncertain,exclude,0.0,1.0,,E3,"codex failed: OpenAI Codex v0.101.0 (research preview)
--------
workdir: /Users/hosung/jornal_AI-adoption_meta
model: gpt-5.3-codex
provider: openai
approval: never
sandbox: read-only
reasoning effort: high
reasoni","The study focuses on hotel demand forecasting, not an educational setting or population. It also does not measure adoption/acceptance outcomes or provide effect size data relevant for a meta-analysis.",conflict,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,conflict_adjudicate
REC_12128,AN INEVITABILITY OF GENERATIVE ARTIFICIAL INTELLIGENCE ERA A CASE OF SAUDI EDUCATION,2025,WoS,uncertain,include,0.0,0.9,,,"codex failed: OpenAI Codex v0.101.0 (research preview)
--------
workdir: /Users/hosung/jornal_AI-adoption_meta
model: gpt-5.3-codex
provider: openai
approval: never
sandbox: read-only
reasoning effort: high
reasoni","The study is a quantitative survey investigating Saudi university students' use of Gen AI tools, aligning with education-focused AI adoption and likely providing extractable effect sizes based on the use of a structured questionnaire and the UTAUT model.",conflict,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,conflict_adjudicate
REC_13281,Analysis of willingness to use health management APP for female college students: application of UTAUT model based on Fogg theory,2024,WoS; Scopus,uncertain,include,0.0,0.95,,,"codex failed: OpenAI Codex v0.101.0 (research preview)
--------
workdir: /Users/hosung/jornal_AI-adoption_meta
model: gpt-5.3-codex
provider: openai
approval: never
sandbox: read-only
reasoning effort: high
reasoni","The study is a quantitative survey of 624 female college students using AI health management apps, measuring intention to use with beta coefficients reported, published in 2024 and sourced from WoS/Scopus.",conflict,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,conflict_adjudicate
REC_08687,"Determinants of AI Use in University Teachers: The Role of Leadership, Teaching Concerns, and Constructivist Pedagogical Beliefs",2025,WoS; Scopus,uncertain,include,0.0,0.95,,,"codex failed: OpenAI Codex v0.101.0 (research preview)
--------
workdir: /Users/hosung/jornal_AI-adoption_meta
model: gpt-5.3-codex
provider: openai
approval: never
sandbox: read-only
reasoning effort: high
reasoni","The study is a quantitative, empirical work from 2025, specifically examining AI adoption by university teachers in an educational context, with clear reporting of effect sizes (beta coefficients) from PLS-SEM and an adequate sample size (n=452).",conflict,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,conflict_adjudicate
REC_07110,"Unveiling the impact of ChatGPT: investigating self-efficacy, anxiety and motivation on student performance in blended learning environments",2026,WoS,uncertain,exclude,0.0,1.0,,E7,"codex failed: OpenAI Codex v0.101.0 (research preview)
--------
workdir: /Users/hosung/jornal_AI-adoption_meta
model: gpt-5.3-codex
provider: openai
approval: never
sandbox: read-only
reasoning effort: high
reasoni","The study was published in 2026, which is outside the target publication window of 2015-2025. All other criteria for inclusion are met.",conflict,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,conflict_adjudicate
REC_05099,Empowering educators: A multi-case study investigating the transformative integration of generative AI tools for teaching in business education,2025,WoS; Scopus,uncertain,exclude,0.0,1.0,,E8,"codex failed: OpenAI Codex v0.101.0 (research preview)
--------
workdir: /Users/hosung/jornal_AI-adoption_meta
model: gpt-5.3-codex
provider: openai
approval: never
sandbox: read-only
reasoning effort: high
reasoni","The study reports a sample size of 26 educators, which is below the minimum required sample size of n=50.",conflict,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,conflict_adjudicate
REC_02868,"Deskilling, reskilling, or upskilling? Unpacking the pathways of student adaptation to generative artificial intelligence",2026,WoS,uncertain,exclude,0.0,1.0,,E7,"codex failed: OpenAI Codex v0.101.0 (research preview)
--------
workdir: /Users/hosung/jornal_AI-adoption_meta
model: gpt-5.3-codex
provider: openai
approval: never
sandbox: read-only
reasoning effort: high
reasoni",The study's publication year (2026) falls outside the target publication window of 2015-2025.,conflict,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,conflict_adjudicate
REC_12130,Understanding Student Attitudes toward GenAI Tools: A Comparative Study of Serbia and Austria,2024,WoS; Scopus,uncertain,include,0.0,0.9,,,"codex failed: OpenAI Codex v0.101.0 (research preview)
--------
workdir: /Users/hosung/jornal_AI-adoption_meta
model: gpt-5.3-codex
provider: openai
approval: never
sandbox: read-only
reasoning effort: high
reasoni","This empirical quantitative study from 2024 focuses on university students' attitudes towards GenAI tools in education, measuring adoption-related outcomes. The abstract indicates effect sizes are reported, and the methodology implies an adequate sample size and peer-review.",conflict,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,conflict_adjudicate
REC_05103,Indirect media effects on the adoption of artificial intelligence: The roles of perceived and actual knowledge in the influence of presumed media influence model,2024,PsycINFO,uncertain,include,0.0,1.0,,,"codex failed: OpenAI Codex v0.101.0 (research preview)
--------
workdir: /Users/hosung/jornal_AI-adoption_meta
model: gpt-5.3-codex
provider: openai
approval: never
sandbox: read-only
reasoning effort: high
reasoni","The study is an empirical quantitative survey (N=1360) from 2024, examining AI adoption intention for learning, and likely reports effect sizes from its model.",conflict,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,conflict_adjudicate
REC_14124,The Role of Generative AI in Architecture Education from Students' Perspectives-A Cross-Sectional Descriptive and Correlational Study,2025,WoS; Scopus,uncertain,include,0.0,0.95,,,"codex failed: OpenAI Codex v0.101.0 (research preview)
--------
workdir: /Users/hosung/jornal_AI-adoption_meta
model: gpt-5.3-codex
provider: openai
approval: never
sandbox: read-only
reasoning effort: high
reasoni","The study is an empirical quantitative SEM study on generative AI adoption in architecture education from students' perspectives (n=239), published in 2025, with clear indications of effect size data and peer review.",conflict,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,conflict_adjudicate
REC_14115,Digital Trust in Transition: Student Perceptions of AI-Enhanced Learning for Sustainable Educational Futures,2025,WoS,uncertain,include,0.0,1.0,,,codex timed out after 300s,"The study is a quantitative survey (n=150) in higher education, published in 2025, focusing on student perceptions and readiness to use AI-enhanced learning.",conflict,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,conflict_adjudicate
REC_02886,The crisis effect in TPB as a moderator for post-pandemic entrepreneurial intentions among higher education students: PLS-SEM and ANN approach,2023,WoS; Scopus,uncertain,exclude,0.0,1.0,,E2,"codex failed: OpenAI Codex v0.101.0 (research preview)
--------
workdir: /Users/hosung/jornal_AI-adoption_meta
model: gpt-5.3-codex
provider: openai
approval: never
sandbox: read-only
reasoning effort: high
reasoni","The study uses Artificial Neural Networks (ANN) as an analytical method to examine entrepreneurial intentions, but it does not focus on the adoption of AI technology itself within an educational context.",conflict,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,conflict_adjudicate
REC_08689,"Acceptance of Artificial Intelligence as a Teaching Strategy Among University Professors: The Role of Habit, Hedonic Motivation, and Competence for Technology Integration",2025,WoS; Scopus,uncertain,include,0.0,0.95,,,"codex failed: OpenAI Codex v0.101.0 (research preview)
--------
workdir: /Users/hosung/jornal_AI-adoption_meta
model: gpt-5.3-codex
provider: openai
approval: never
sandbox: read-only
reasoning effort: high
reasoni","This empirical quantitative study, published in 2025, investigates AI adoption among university teachers, reports effect sizes from PLS-SEM, and has a sample size of 318, meeting all inclusion criteria.",conflict,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,conflict_adjudicate
REC_05672,Adoption and perceptions of generative AI among South African academics,2026,WoS,uncertain,exclude,0.0,1.0,,E11,"codex failed: OpenAI Codex v0.101.0 (research preview)
--------
workdir: /Users/hosung/jornal_AI-adoption_meta
model: gpt-5.3-codex
provider: openai
approval: never
sandbox: read-only
reasoning effort: high
reasoni","The study uses a qualitative thematic analysis of interviews, not a quantitative approach. Additionally, the sample size is n=16, which is below the required 50, and the publication year (2026) is outside the 2015-2025 target window.",conflict,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,conflict_adjudicate
REC_02890,Enhancing academic performance of business students using generative AI: An interactive-constructive-active-passive (ICAP) self-determination perspective,2024,WoS,uncertain,uncertain,0.0,0.7,,,"codex failed: OpenAI Codex v0.101.0 (research preview)
--------
workdir: /Users/hosung/jornal_AI-adoption_meta
model: gpt-5.3-codex
provider: openai
approval: never
sandbox: read-only
reasoning effort: high
reasoni","The study appears to be an empirical quantitative study focusing on AI (ChatGPT) integration in an educational context with relevant outcomes and likely effect sizes. However, the abstract does not state or allow inference of the sample size, making it unclear if n>=50.",conflict,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,conflict_adjudicate
REC_05106,"Research on financial field integrating artificial intelligence: Application basis, case analysis, and SVR model-based overnight",2023,PsycINFO,uncertain,exclude,0.0,1.0,,E3,"codex failed: OpenAI Codex v0.101.0 (research preview)
--------
workdir: /Users/hosung/jornal_AI-adoption_meta
model: gpt-5.3-codex
provider: openai
approval: never
sandbox: read-only
reasoning effort: high
reasoni","The study explicitly focuses on the integration of AI into the financial industry and financial sector, not an educational context. It also does not measure adoption/acceptance outcomes.",conflict,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,conflict_adjudicate
REC_08692,Determinants of Postgraduate Students′ Use of Artificial Intelligence (AI) in Academic Writing in Ghana: A Structural Equation Modelling Analysis,2025,WoS; Scopus,uncertain,include,0.0,1.0,,,"codex failed: OpenAI Codex v0.101.0 (research preview)
--------
workdir: /Users/hosung/jornal_AI-adoption_meta
model: gpt-5.3-codex
provider: openai
approval: never
sandbox: read-only
reasoning effort: high
reasoni","This is an empirical quantitative study (n=339, SEM analysis) focusing on AI use among postgraduate students in an educational setting, with an outcome of AI use/intention and likely effect size data (SEM). It is in English and published in 2025 (within the target window).",conflict,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,conflict_adjudicate
REC_07114,Implementation of generative AI tools in accounting education context,2025,WoS; Scopus,uncertain,include,0.0,0.9,,,"codex failed: OpenAI Codex v0.101.0 (research preview)
--------
workdir: /Users/hosung/jornal_AI-adoption_meta
model: gpt-5.3-codex
provider: openai
approval: never
sandbox: read-only
reasoning effort: high
reasoni","This is an empirical quantitative study using PLS-SEM on generative AI (ChatGPT) in an educational context, measuring usage among students. It is in English and within the publication window. Effect size data is highly likely from PLS-SEM, though sample size is not explicitly stated in the abstract.",conflict,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,conflict_adjudicate
REC_05685,Psychological characteristics and stress differentiate between high from low health trajectories in later life: A machine learning analysis,2020,PsycINFO,uncertain,exclude,0.0,1.0,,E3,"codex failed: OpenAI Codex v0.101.0 (research preview)
--------
workdir: /Users/hosung/jornal_AI-adoption_meta
model: gpt-5.3-codex
provider: openai
approval: never
sandbox: read-only
reasoning effort: high
reasoni","The study focuses on health trajectories in older adults, not AI adoption in an educational context, and does not measure adoption/acceptance as an outcome.",conflict,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,conflict_adjudicate
REC_05107,Understanding University Students' Acceptance of ChatGPT: Insights from the UTAUT2 Model,2024,WoS; Scopus; PsycINFO,uncertain,include,0.0,1.0,,,"codex failed: OpenAI Codex v0.101.0 (research preview)
--------
workdir: /Users/hosung/jornal_AI-adoption_meta
model: gpt-5.3-codex
provider: openai
approval: never
sandbox: read-only
reasoning effort: high
reasoni","The study is a quantitative empirical investigation of ChatGPT adoption by university students in an educational context, using SEM with an adequate sample size (n=104) and published in 2024.",conflict,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,conflict_adjudicate
REC_12137,Understanding EFL Students' Adoption of Generative AI for English Learning: An Integrated UTAUT2 Model and Self-Determination Theory,2025,WoS; Scopus,uncertain,include,0.0,1.0,,,"codex failed: OpenAI Codex v0.101.0 (research preview)
--------
workdir: /Users/hosung/jornal_AI-adoption_meta
model: gpt-5.3-codex
provider: openai
approval: never
sandbox: read-only
reasoning effort: high
reasoni","This is an empirical quantitative study using PLS-SEM to examine GenAI adoption among 462 EFL students in an educational context, published in 2025 with clear effect size reporting.",conflict,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,conflict_adjudicate
REC_08699,Development and validation of artificial intelligence addiction scale for researchers: A methodological study,2025,PsycINFO,uncertain,exclude,0.0,1.0,,E3,"codex failed: OpenAI Codex v0.101.0 (research preview)
--------
workdir: /Users/hosung/jornal_AI-adoption_meta
model: gpt-5.3-codex
provider: openai
approval: never
sandbox: read-only
reasoning effort: high
reasoni","The study focuses on AI addiction among nursing researchers, which does not align with the target educational setting or population for AI adoption.",conflict,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,conflict_adjudicate
REC_08703,Perceptions of Nursing Faculty on Utilizing AI Tools in Academic Writing and Publication Productivity: A Cross-Sectional Study,2025,WoS; Scopus,uncertain,include,0.0,1.0,,,"codex failed: OpenAI Codex v0.101.0 (research preview)
--------
workdir: /Users/hosung/jornal_AI-adoption_meta
model: gpt-5.3-codex
provider: openai
approval: never
sandbox: read-only
reasoning effort: high
reasoni","This is an empirical quantitative study from 2025, focusing on AI adoption by nursing faculty in an educational context, reporting regression analyses, and having an adequate sample size (n=134) from a peer-reviewed source.",conflict,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,conflict_adjudicate
REC_08724,Predicting the users’ level of engagement with a smartphone application for smoking cessation: Randomized trial and machine learning analysis,2023,PsycINFO,uncertain,exclude,0.0,0.95,,E2,"codex failed: OpenAI Codex v0.101.0 (research preview)
--------
workdir: /Users/hosung/jornal_AI-adoption_meta
model: gpt-5.3-codex
provider: openai
approval: never
sandbox: read-only
reasoning effort: high
reasoni","The study focuses on a general smartphone application for smoking cessation, not AI technology, and is set in a health context rather than an educational one.",conflict,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,conflict_adjudicate
REC_12144,AI Writing Assistants and Student Competence: A Linguistic Aspect,2025,WoS; Scopus,uncertain,exclude,0.0,1.0,,E4,"codex failed: OpenAI Codex v0.101.0 (research preview)
--------
workdir: /Users/hosung/jornal_AI-adoption_meta
model: gpt-5.3-codex
provider: openai
approval: never
sandbox: read-only
reasoning effort: high
reasoni","The study focuses on the impact of AI writing tools on student linguistic features and instructor attitudes, rather than measuring the adoption, acceptance, intention, or use of AI by students as a primary outcome.",conflict,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,conflict_adjudicate
REC_05767,Learning approaches and high-impact educational practices at university: a proposal for a reduced scale of the student process questionnaire,2024,WoS; Scopus; PsycINFO,uncertain,exclude,0.0,1.0,,E2,"codex failed: OpenAI Codex v0.101.0 (research preview)
--------
workdir: /Users/hosung/jornal_AI-adoption_meta
model: gpt-5.3-codex
provider: openai
approval: never
sandbox: read-only
reasoning effort: high
reasoni","The study focuses on learning approaches and high-impact educational practices, with no mention of AI technology as a focal point or its adoption/acceptance as an outcome.",conflict,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,conflict_adjudicate
REC_14136,"Towards a New Conceptual Model of AI-Enhanced Learning for College Students: The Roles of Artificial Intelligence Capabilities, General Self-Efficacy, Learning Motivation, and Critical Thinking Awareness",2024,WoS; Scopus,uncertain,exclude,0.0,1.0,,E4,"codex failed: OpenAI Codex v0.101.0 (research preview)
--------
workdir: /Users/hosung/jornal_AI-adoption_meta
model: gpt-5.3-codex
provider: openai
approval: never
sandbox: read-only
reasoning effort: high
reasoni","The study investigates the impact of AI capabilities on critical thinking awareness and other constructs, but does not measure AI adoption, acceptance, intention, or use as dependent variables, which is required for an AI adoption meta-analysis.",conflict,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,conflict_adjudicate
REC_05205,Technostress and academicians performance: from the perspective of technology acceptance,2025,WoS; Scopus,uncertain,exclude,0.0,1.0,,E2,"codex failed: OpenAI Codex v0.101.0 (research preview)
--------
workdir: /Users/hosung/jornal_AI-adoption_meta
model: gpt-5.3-codex
provider: openai
approval: never
sandbox: read-only
reasoning effort: high
reasoni","The study investigates technostress and technology acceptance in a general sense, applying the Technology Acceptance Model to 'technologies' broadly, rather than specifically focusing on AI technology.",conflict,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,conflict_adjudicate
REC_13309,"Perceived satisfaction, perceived usefulness, and interactive learning environments as predictors of university students' self-regulation in the context of GenAI-assisted learning: an empirical study in mainland China",2025,WoS; Scopus; PsycINFO,uncertain,include,0.0,0.95,,,"codex failed: OpenAI Codex v0.101.0 (research preview)
--------
workdir: /Users/hosung/jornal_AI-adoption_meta
model: gpt-5.3-codex
provider: openai
approval: never
sandbox: read-only
reasoning effort: high
reasoni","The study is an empirical quantitative SEM study with 607 university students, focusing on GenAI-assisted learning and measuring perceived usefulness, satisfaction, and behavioral intention, all within the specified publication window and language criteria.",conflict,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,conflict_adjudicate
REC_05771,The effect of gamified project-based learning with AIGC in information literacy education,2026,WoS,uncertain,exclude,0.0,0.95,,E8,"codex failed: OpenAI Codex v0.101.0 (research preview)
--------
workdir: /Users/hosung/jornal_AI-adoption_meta
model: gpt-5.3-codex
provider: openai
approval: never
sandbox: read-only
reasoning effort: high
reasoni","The study's sample size (n=36) is below the required minimum of 50, and the publication year (2026) is outside the 2015-2025 target window.",conflict,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,conflict_adjudicate
REC_12147,TESL Pre-Service Teachers' Perceptions on the Use of ChatGPT in Final Year Project Writing,2025,WoS; Scopus,uncertain,include,0.0,0.9,,,"codex failed: OpenAI Codex v0.101.0 (research preview)
--------
workdir: /Users/hosung/jornal_AI-adoption_meta
model: gpt-5.3-codex
provider: openai
approval: never
sandbox: read-only
reasoning effort: high
reasoni","The study is an empirical mixed-methods study from 2025, focusing on AI (ChatGPT) adoption outcomes in an educational context with an adequate sample size (n=54) and is published in peer-reviewed sources. While effect sizes are not explicitly stated, the quantitative nature makes it likely they are available.",conflict,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,conflict_adjudicate
REC_08738,AI in Moroccan education: evaluating student acceptance using machine learning classification models,2025,Scopus,uncertain,exclude,0.0,0.9,,E5,"codex failed: OpenAI Codex v0.101.0 (research preview)
--------
workdir: /Users/hosung/jornal_AI-adoption_meta
model: gpt-5.3-codex
provider: openai
approval: never
sandbox: read-only
reasoning effort: high
reasoni","The study uses classification models to predict AI receptivity, which typically do not provide correlation matrices or standardized beta/path coefficients required for the meta-analysis. Therefore, effect size data is unlikely to be available.",conflict,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,conflict_adjudicate
REC_00769,"Effectiveness of artificial intelligence integration in design-based learning on design thinking mindset, creative and reflective thinking skills: An experimental study",2024,WoS; Scopus,uncertain,include,0.0,1.0,,,"codex failed: OpenAI Codex v0.101.0 (research preview)
--------
workdir: /Users/hosung/jornal_AI-adoption_meta
model: gpt-5.3-codex
provider: openai
approval: never
sandbox: read-only
reasoning effort: high
reasoni","This is a quantitative experimental study (N=186, Year=2024) integrating focal AI technologies (ChatGPT, Midjourney) in an educational setting. It uses SEM/PLS, indicating effect size data is available, and measures the effectiveness of AI integration, aligning with the broader theme of AI adoption/use.",conflict,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,conflict_adjudicate
REC_05774,The role of social influence in generative artificial intelligence ChatGPT adoption intentions among undergraduate and graduate students,2025,WoS; Scopus,uncertain,include,0.0,0.9,,,"codex failed: OpenAI Codex v0.101.0 (research preview)
--------
workdir: /Users/hosung/jornal_AI-adoption_meta
model: gpt-5.3-codex
provider: openai
approval: never
sandbox: read-only
reasoning effort: high
reasoni","This empirical quantitative study examines GenAI adoption intentions among university students, reporting a significant relationship with social influence, and provides a sample size of 271, published within the target window.",conflict,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,conflict_adjudicate
REC_00770,"Students' perceptions, attitudes and utilisation of ChatGPT for academic dishonesty: Multigroup analyses via PLS-SEM",2025,WoS,uncertain,include,0.0,1.0,,,"codex failed: OpenAI Codex v0.101.0 (research preview)
--------
workdir: /Users/hosung/jornal_AI-adoption_meta
model: gpt-5.3-codex
provider: openai
approval: never
sandbox: read-only
reasoning effort: high
reasoni","The study is an empirical quantitative analysis using PLS-SEM on 4679 university students' perceptions, attitudes, and utilization of ChatGPT in an educational context, published in 2025.",conflict,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,conflict_adjudicate
REC_10273,A Universal Design for an Adaptive Context-Aware Mobile Cloud Learning Framework Using Machine Learning,2023,IEEE,uncertain,exclude,0.0,0.9,,E8,"codex failed: OpenAI Codex v0.101.0 (research preview)
--------
workdir: /Users/hosung/jornal_AI-adoption_meta
model: gpt-5.3-codex
provider: openai
approval: never
sandbox: read-only
reasoning effort: high
reasoni","The study's sample size is n=20, which is below the minimum requirement of n>=50. The availability of a correlation matrix or standardized effect size data is also unclear.",conflict,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,conflict_adjudicate
REC_14411,Receptivity Level of Faculty Members in Universities Using Digital Learning Tools: A UTAUT Perspective,2023,Scopus,uncertain,exclude,0.0,0.95,,E2,"codex failed: OpenAI Codex v0.101.0 (research preview)
--------
workdir: /Users/hosung/jornal_AI-adoption_meta
model: gpt-5.3-codex
provider: openai
approval: never
sandbox: read-only
reasoning effort: high
reasoni","The study focuses on general 'digital learning tools' and not specifically AI technology; AI is only mentioned as a recommendation, not as the primary subject of investigation.",conflict,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,conflict_adjudicate
REC_14141,From Perception to Practice: Artificial Intelligence as a Pathway to Enhancing Digital Literacy in Higher Education Teaching,2025,WoS; Scopus,uncertain,include,0.0,1.0,,,"codex failed: OpenAI Codex v0.101.0 (research preview)
--------
workdir: /Users/hosung/jornal_AI-adoption_meta
model: gpt-5.3-codex
provider: openai
approval: never
sandbox: read-only
reasoning effort: high
reasoni","Empirical quantitative study (PLS-SEM, n=487) focusing on university teachers' adoption of AI tools in higher education, published in 2025 (within window) and indexed in WoS/Scopus.",conflict,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,conflict_adjudicate
REC_00772,ChatGPT adoption and its influence on faculty well-being: An empirical research in higher education,2025,WoS; Scopus,uncertain,include,0.0,0.9,,,"codex failed: OpenAI Codex v0.101.0 (research preview)
--------
workdir: /Users/hosung/jornal_AI-adoption_meta
model: gpt-5.3-codex
provider: openai
approval: never
sandbox: read-only
reasoning effort: high
reasoni","The study is an empirical quantitative research using CB-SEM to assess ChatGPT adoption among university faculty, meeting criteria for AI focus, education context, adoption outcome, and likely effect size data. The publication year and source are also appropriate.",conflict,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,conflict_adjudicate
REC_13557,Predicting College Student Engagement in Physical Education Classes Using Machine Learning and Structural Equation Modeling,2025,WoS; Scopus,uncertain,exclude,0.0,0.9,,E2,"codex failed: OpenAI Codex v0.101.0 (research preview)
--------
workdir: /Users/hosung/jornal_AI-adoption_meta
model: gpt-5.3-codex
provider: openai
approval: never
sandbox: read-only
reasoning effort: high
reasoni","The study focuses on 'digital technology' in general, not specifically AI technology as the focal point, although machine learning is used as an analytical method.",conflict,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,conflict_adjudicate
REC_10285,Machine Learning Clustering Analysis Towards Educator’s Readiness to Adopt Augmented Reality as a Teaching Tool,2023,Scopus,uncertain,exclude,0.0,0.9,,E2,"codex failed: OpenAI Codex v0.101.0 (research preview)
--------
workdir: /Users/hosung/jornal_AI-adoption_meta
model: gpt-5.3-codex
provider: openai
approval: never
sandbox: read-only
reasoning effort: high
reasoni","The study investigates Augmented Reality, which is not considered an AI technology as per the inclusion criteria. Additionally, the clustering analysis method used is unlikely to provide the necessary effect size data (correlation matrices or standardized betas) for the meta-analysis.",conflict,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,conflict_adjudicate
REC_10303,"Structural equation modeling of Nigerian science, technology and mathematics teachers’ adoption of educational artificial intelligence tools; MODELATGE D'EQUACIONS ESTRUCTURALS DE L'ADOPCIÓ D'EINES EDUCATIVES D'INTEL·LIGÈNCIA ARTIFICIAL PER PART DE PROFESSORS DE CIÈNCIA, TECNOLOGIA I MATEMÀTIQUES DE NIGÈRIA; MODELADO DE ECUACIONES ESTRUCTURALES DE LA ADOPCIÓN DE HERRAMIENTAS EDUCATIVAS DE INTELIGENCIA ARTIFICIAL POR PARTE DE PROFESORES DE CIENCIA, TECNOLOGÍA Y MATEMÁTICAS DE NIGERIA",2025,Scopus,uncertain,include,0.0,1.0,,,"codex failed: OpenAI Codex v0.101.0 (research preview)
--------
workdir: /Users/hosung/jornal_AI-adoption_meta
model: gpt-5.3-codex
provider: openai
approval: never
sandbox: read-only
reasoning effort: high
reasoni","This is an empirical quantitative study using SEM with primary data on STM teachers' adoption of educational AI tools (EAITs) in Nigeria, published in 2025, with n=345, making it highly relevant and likely to provide effect size data.",conflict,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,conflict_adjudicate
REC_13313,"Building a triadic model of technology, motivation, and engagement: a mixed-methods study of AI teaching assistants in design theory education",2025,WoS,uncertain,include,0.0,1.0,,,"codex failed: OpenAI Codex v0.101.0 (research preview)
--------
workdir: /Users/hosung/jornal_AI-adoption_meta
model: gpt-5.3-codex
provider: openai
approval: never
sandbox: read-only
reasoning effort: high
reasoni","Empirical quantitative mixed-methods study (PLS-SEM, ANN) on AI teaching assistants in design education measuring student engagement, with N=363. Published in 2025 in a peer-reviewed source, with likely effect size data.",conflict,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,conflict_adjudicate
REC_15084,THE ROLE OF ARTIFICIAL INTELLIGENCE IN THE SELF-PROFESSIONAL DEVELOPMENT OF FACULTY MEMBERS: PRINCE SATTAM BIN ABDULAZIZ UNIVERSITY AS A MODE,2023,Scopus,uncertain,include,0.0,0.95,,,"codex failed: OpenAI Codex v0.101.0 (research preview)
--------
workdir: /Users/hosung/jornal_AI-adoption_meta
model: gpt-5.3-codex
provider: openai
approval: never
sandbox: read-only
reasoning effort: high
reasoni","The study is an empirical quantitative survey of faculty members on AI adoption in an educational setting, reporting statistical analyses including correlations, with a sample size of 63, published in 2023 in English, and indexed by Scopus.",conflict,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,conflict_adjudicate
REC_00774,"Is artificial intelligence use related to self-control, self-esteem and self-efficacy among university students?",2025,WoS; Scopus,uncertain,include,0.0,1.0,,,"codex failed: OpenAI Codex v0.101.0 (research preview)
--------
workdir: /Users/hosung/jornal_AI-adoption_meta
model: gpt-5.3-codex
provider: openai
approval: never
sandbox: read-only
reasoning effort: high
reasoni","This is a quantitative empirical study of university students, focusing on the use of AI tools within an educational context, published in 2025, and reporting regression analyses with a large sample size.",conflict,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,conflict_adjudicate
