study_id,construct_1,construct_2,r_numeric,sample_size_numeric,source_file,source_location,flag,notes
S020,EE,FC,0.677,249.0,latest_human_R3_CORRELATIONS,,,
S020,EE,PE,0.477,249.0,latest_human_R3_CORRELATIONS,,,
S020,FC,PE,0.468,249.0,latest_human_R3_CORRELATIONS,,,
S055,ATT,BI,0.793,486.0,latest_human_R3_CORRELATIONS,,,
S055,ATT,EE,0.74,486.0,latest_human_R3_CORRELATIONS,,,
S055,ATT,FC,0.758,486.0,latest_human_R3_CORRELATIONS,,,
S055,ATT,PE,0.672,486.0,latest_human_R3_CORRELATIONS,,,
S055,ATT,SI,0.701,486.0,latest_human_R3_CORRELATIONS,,,
S055,ATT,UB,0.862,486.0,latest_human_R3_CORRELATIONS,,,
S055,BI,EE,0.689,486.0,latest_human_R3_CORRELATIONS,,,
S055,BI,FC,0.668,486.0,latest_human_R3_CORRELATIONS,,,
S055,BI,PE,0.692,486.0,latest_human_R3_CORRELATIONS,,,
S055,BI,SI,0.649,486.0,latest_human_R3_CORRELATIONS,,,
S055,BI,UB,0.845,486.0,latest_human_R3_CORRELATIONS,,,
S055,EE,FC,0.666,486.0,latest_human_R3_CORRELATIONS,,,
S055,EE,PE,0.8,486.0,latest_human_R3_CORRELATIONS,,,
S055,EE,SI,0.55,486.0,latest_human_R3_CORRELATIONS,,,
S055,EE,UB,0.764,486.0,latest_human_R3_CORRELATIONS,,,
S055,FC,PE,0.644,486.0,latest_human_R3_CORRELATIONS,,,
S055,FC,SI,0.631,486.0,latest_human_R3_CORRELATIONS,,,
S055,FC,UB,0.781,486.0,latest_human_R3_CORRELATIONS,,,
S055,PE,SI,0.53,486.0,latest_human_R3_CORRELATIONS,,,
S055,PE,UB,0.741,486.0,latest_human_R3_CORRELATIONS,,,
S055,SI,UB,0.679,486.0,latest_human_R3_CORRELATIONS,,,
S026,ATT,BI,0.352,510.0,latest_human_R3_CORRELATIONS,,,
S026,ATT,EE,0.194,510.0,latest_human_R3_CORRELATIONS,,,
S026,ATT,PE,0.173,510.0,latest_human_R3_CORRELATIONS,,,
S026,ATT,SI,0.231,510.0,latest_human_R3_CORRELATIONS,,,
S026,ATT,UB,0.329,510.0,latest_human_R3_CORRELATIONS,,,
S026,BI,EE,0.371,510.0,latest_human_R3_CORRELATIONS,,,
S026,BI,PE,0.491,510.0,latest_human_R3_CORRELATIONS,,,
S026,BI,SI,0.307,510.0,latest_human_R3_CORRELATIONS,,,
S026,BI,UB,0.51,510.0,latest_human_R3_CORRELATIONS,,,
S026,EE,PE,0.343,510.0,latest_human_R3_CORRELATIONS,,,
S026,EE,SI,0.201,510.0,latest_human_R3_CORRELATIONS,,,
S026,EE,UB,0.322,510.0,latest_human_R3_CORRELATIONS,,,
S026,PE,SI,0.186,510.0,latest_human_R3_CORRELATIONS,,,
S026,PE,UB,0.416,510.0,latest_human_R3_CORRELATIONS,,,
S026,SI,UB,0.336,510.0,latest_human_R3_CORRELATIONS,,,
S100,BI,TRU,0.564,682.0,latest_human_R3_CORRELATIONS,,,
S100,TRU,UB,0.26,682.0,latest_human_R3_CORRELATIONS,,,
S050,BI,EE,0.624,500.0,latest_human_R3_CORRELATIONS,,,
S050,BI,FC,0.5959,500.0,latest_human_R3_CORRELATIONS,,,
S050,BI,PE,0.591,500.0,latest_human_R3_CORRELATIONS,,,
S050,BI,SI,0.63,500.0,latest_human_R3_CORRELATIONS,,,
S050,BI,UB,0.826,500.0,latest_human_R3_CORRELATIONS,,,
S050,EE,FC,0.692,500.0,latest_human_R3_CORRELATIONS,,,
S050,EE,PE,0.514,500.0,latest_human_R3_CORRELATIONS,,,
S050,EE,SI,0.687,500.0,latest_human_R3_CORRELATIONS,,,
S050,EE,UB,0.62,500.0,latest_human_R3_CORRELATIONS,,,
S050,FC,PE,0.514,500.0,latest_human_R3_CORRELATIONS,,,
S050,FC,SI,0.591,500.0,latest_human_R3_CORRELATIONS,,,
S050,FC,UB,0.62,500.0,latest_human_R3_CORRELATIONS,,,
S050,PE,SI,0.599,500.0,latest_human_R3_CORRELATIONS,,,
S050,PE,UB,0.549,500.0,latest_human_R3_CORRELATIONS,,,
S050,SI,UB,0.66,500.0,latest_human_R3_CORRELATIONS,,,
S125,ATT,EE,0.575,498.0,latest_human_R3_CORRELATIONS,TABLE 6 Fornell–Larcker criterion.,,
S125,ATT,PE,0.679,498.0,latest_human_R3_CORRELATIONS,,,
S125,ATT,SE,0.486,498.0,latest_human_R3_CORRELATIONS,,,
S125,EE,PE,0.713,498.0,latest_human_R3_CORRELATIONS,,,
S125,EE,SE,0.621,498.0,latest_human_R3_CORRELATIONS,,,
S125,PE,SE,0.566,498.0,latest_human_R3_CORRELATIONS,,,
S161,ATT,BI,0.495,315.0,latest_human_R3_CORRELATIONS,"p.9, Table 3",,
S161,ATT,EE,0.435,315.0,latest_human_R3_CORRELATIONS,"p.9, Table 3",,
S161,ATT,PE,0.379,315.0,latest_human_R3_CORRELATIONS,"p.9, Table 3",,
S161,BI,EE,0.577,315.0,latest_human_R3_CORRELATIONS,"p.9, Table 3",,
S161,BI,PE,0.427,315.0,latest_human_R3_CORRELATIONS,"p.9, Table 3",,
S161,FC,PE,0.302,315.0,latest_human_R3_CORRELATIONS,"p.9, Table 3",,
S135,ATT,BI,0.752,302.0,latest_human_R3_CORRELATIONS,"p. 22, Table 13",,
S135,ATT,EE,0.45,302.0,latest_human_R3_CORRELATIONS,,,
S135,ATT,PE,0.778,302.0,latest_human_R3_CORRELATIONS,,,
S135,ATT,SI,0.552,302.0,latest_human_R3_CORRELATIONS,,,
S135,BI,EE,0.49,302.0,latest_human_R3_CORRELATIONS,,,
S135,BI,PE,0.744,302.0,latest_human_R3_CORRELATIONS,,,
S135,BI,SI,0.615,302.0,latest_human_R3_CORRELATIONS,,,
S135,EE,PE,0.507,302.0,latest_human_R3_CORRELATIONS,,,
S135,EE,SI,0.246,302.0,latest_human_R3_CORRELATIONS,,,
S135,PE,SI,0.52,302.0,latest_human_R3_CORRELATIONS,,,
S032,ATT,BI,0.75,804.0,latest_human_R3_CORRELATIONS,"p. 7, Table 4",,
S032,ATT,EE,0.616,804.0,latest_human_R3_CORRELATIONS,,,
S032,ATT,PE,0.695,804.0,latest_human_R3_CORRELATIONS,,,
S032,ATT,SI,0.537,804.0,latest_human_R3_CORRELATIONS,,,
S032,ATT,UB,0.51,804.0,latest_human_R3_CORRELATIONS,,,
S032,BI,EE,0.557,804.0,latest_human_R3_CORRELATIONS,,,
S032,BI,PE,0.586,804.0,latest_human_R3_CORRELATIONS,,,
S032,BI,SI,0.531,804.0,latest_human_R3_CORRELATIONS,,,
S032,BI,UB,0.527,804.0,latest_human_R3_CORRELATIONS,,,
S032,EE,PE,0.69,804.0,latest_human_R3_CORRELATIONS,,,
S032,EE,SI,0.519,804.0,latest_human_R3_CORRELATIONS,,,
S032,EE,UB,0.516,804.0,latest_human_R3_CORRELATIONS,,,
S032,PE,SI,0.499,804.0,latest_human_R3_CORRELATIONS,,,
S032,PE,UB,0.437,804.0,latest_human_R3_CORRELATIONS,,,
S032,SI,UB,0.554,804.0,latest_human_R3_CORRELATIONS,,,
S133,BI,EE,0.532,611.0,latest_human_R3_CORRELATIONS,"p. 10, Table 4",,
S133,BI,FC,0.519,611.0,latest_human_R3_CORRELATIONS,,,
S133,BI,PE,0.529,611.0,latest_human_R3_CORRELATIONS,,,
S133,BI,SI,0.535,611.0,latest_human_R3_CORRELATIONS,,,
S133,BI,UB,0.353,611.0,latest_human_R3_CORRELATIONS,,,
S133,EE,FC,0.673,611.0,latest_human_R3_CORRELATIONS,,,
S133,EE,PE,0.7,611.0,latest_human_R3_CORRELATIONS,,,
S133,EE,SI,0.483,611.0,latest_human_R3_CORRELATIONS,,,
S133,EE,UB,0.15,611.0,latest_human_R3_CORRELATIONS,,,
S133,FC,PE,0.535,611.0,latest_human_R3_CORRELATIONS,,,
S133,FC,SI,0.435,611.0,latest_human_R3_CORRELATIONS,,,
S133,FC,UB,0.241,611.0,latest_human_R3_CORRELATIONS,,,
S133,PE,SI,0.456,611.0,latest_human_R3_CORRELATIONS,,,
S133,PE,UB,0.139,611.0,latest_human_R3_CORRELATIONS,,,
S133,SI,UB,0.31,611.0,latest_human_R3_CORRELATIONS,,,
S149,ATT,BI,0.79,254.0,latest_human_R3_CORRELATIONS,,,
S149,ATT,EE,0.464,254.0,latest_human_R3_CORRELATIONS,"p. 10, Table 6",,
S149,ATT,PE,0.762,254.0,latest_human_R3_CORRELATIONS,,,
S149,BI,UB,-0.317,254.0,latest_human_R3_CORRELATIONS,,,
S149,EE,PE,0.512,254.0,latest_human_R3_CORRELATIONS,,,
S157,BI,EE,0.34,633.0,latest_human_R3_CORRELATIONS,,,
S157,BI,FC,0.35,633.0,latest_human_R3_CORRELATIONS,,,
S157,BI,PE,0.37,633.0,latest_human_R3_CORRELATIONS,,,
S157,BI,SI,0.36,633.0,latest_human_R3_CORRELATIONS,,,
S157,BI,UB,0.61,633.0,latest_human_R3_CORRELATIONS,,,
S157,EE,FC,0.19,633.0,latest_human_R3_CORRELATIONS,,,
S157,EE,PE,0.16,633.0,latest_human_R3_CORRELATIONS,,,
S157,EE,SI,0.16,633.0,latest_human_R3_CORRELATIONS,,,
S157,EE,UB,0.27,633.0,latest_human_R3_CORRELATIONS,,,
S157,FC,PE,0.27,633.0,latest_human_R3_CORRELATIONS,,,
S157,FC,SI,0.17,633.0,latest_human_R3_CORRELATIONS,,,
S157,FC,UB,0.4,633.0,latest_human_R3_CORRELATIONS,,,
S157,PE,SI,0.21,633.0,latest_human_R3_CORRELATIONS,,,
S157,PE,UB,0.37,633.0,latest_human_R3_CORRELATIONS,,,
S157,SI,UB,0.24,633.0,latest_human_R3_CORRELATIONS,,,
S025,BI,EE,0.506,361.0,latest_human_R3_CORRELATIONS,"p. 1065, Table 3",,
S025,BI,FC,0.436,361.0,latest_human_R3_CORRELATIONS,,,
S025,BI,PE,0.849,361.0,latest_human_R3_CORRELATIONS,,,
S025,BI,SE,0.036,361.0,latest_human_R3_CORRELATIONS,,,
S025,BI,SI,-0.187,361.0,latest_human_R3_CORRELATIONS,,,
S025,BI,UB,0.652,361.0,latest_human_R3_CORRELATIONS,,,
S025,EE,FC,0.427,361.0,latest_human_R3_CORRELATIONS,,,
S025,EE,PE,0.355,361.0,latest_human_R3_CORRELATIONS,,,
S025,EE,SE,0.121,361.0,latest_human_R3_CORRELATIONS,,,
S025,EE,SI,0.118,361.0,latest_human_R3_CORRELATIONS,,,
S025,EE,UB,0.58,361.0,latest_human_R3_CORRELATIONS,,,
S025,FC,PE,0.391,361.0,latest_human_R3_CORRELATIONS,,,
S025,FC,SE,0.104,361.0,latest_human_R3_CORRELATIONS,,,
S025,FC,SI,0.215,361.0,latest_human_R3_CORRELATIONS,,,
S025,FC,UB,0.503,361.0,latest_human_R3_CORRELATIONS,,,
S025,PE,SE,0.072,361.0,latest_human_R3_CORRELATIONS,,,
S025,PE,SI,0.065,361.0,latest_human_R3_CORRELATIONS,,,
S025,PE,UB,0.532,361.0,latest_human_R3_CORRELATIONS,,,
S025,SE,SI,0.11,361.0,latest_human_R3_CORRELATIONS,,,
S025,SE,UB,0.073,361.0,latest_human_R3_CORRELATIONS,,,
S025,SI,UB,0.147,361.0,latest_human_R3_CORRELATIONS,,,
S114,BI,EE,0.611,255.0,latest_human_R3_CORRELATIONS,"p. 326, Table 3",,
S114,BI,FC,0.536,255.0,latest_human_R3_CORRELATIONS,,,
S114,BI,PE,0.583,255.0,latest_human_R3_CORRELATIONS,,,
S114,BI,SI,0.816,255.0,latest_human_R3_CORRELATIONS,,,
S114,BI,UB,0.777,255.0,latest_human_R3_CORRELATIONS,,,
S114,EE,FC,0.228,255.0,latest_human_R3_CORRELATIONS,,,
S114,EE,PE,0.363,255.0,latest_human_R3_CORRELATIONS,,,
S114,EE,SI,0.486,255.0,latest_human_R3_CORRELATIONS,,,
S114,EE,UB,0.561,255.0,latest_human_R3_CORRELATIONS,,,
S114,FC,PE,0.554,255.0,latest_human_R3_CORRELATIONS,,,
S114,FC,SI,0.59,255.0,latest_human_R3_CORRELATIONS,,,
S114,FC,UB,0.549,255.0,latest_human_R3_CORRELATIONS,,,
S114,PE,SI,0.583,255.0,latest_human_R3_CORRELATIONS,,,
S114,PE,UB,0.583,255.0,latest_human_R3_CORRELATIONS,,,
S114,SI,UB,0.783,255.0,latest_human_R3_CORRELATIONS,,,
S098,PE,SE,0.708,482.0,latest_human_R3_CORRELATIONS,"p. 10, Table 3",,
S098,PE,SI,0.681,482.0,latest_human_R3_CORRELATIONS,"p. 10, Table 3",,
S098,SE,SI,0.625,482.0,latest_human_R3_CORRELATIONS,"p. 10, Table 3",,
S008,ATT,BI,0.067,289.0,latest_human_R3_CORRELATIONS,"p. 17980, Table 5",,
S008,ATT,EE,0.107,289.0,latest_human_R3_CORRELATIONS,,,
S008,ATT,FC,0.139,289.0,latest_human_R3_CORRELATIONS,,,
S008,ATT,PE,0.198,289.0,latest_human_R3_CORRELATIONS,,,
S008,ATT,SI,0.219,289.0,latest_human_R3_CORRELATIONS,,,
S008,BI,EE,0.09,289.0,latest_human_R3_CORRELATIONS,,,
S008,BI,FC,0.112,289.0,latest_human_R3_CORRELATIONS,,,
S008,BI,PE,0.467,289.0,latest_human_R3_CORRELATIONS,,,
S008,BI,SI,0.512,289.0,latest_human_R3_CORRELATIONS,,,
S008,EE,FC,0.008,289.0,latest_human_R3_CORRELATIONS,,,
S008,EE,PE,0.164,289.0,latest_human_R3_CORRELATIONS,,,
S008,EE,SI,0.55,289.0,latest_human_R3_CORRELATIONS,,,
S008,FC,PE,0.091,289.0,latest_human_R3_CORRELATIONS,,,
S008,FC,SI,0.017,289.0,latest_human_R3_CORRELATIONS,,,
S008,PE,SI,0.446,289.0,latest_human_R3_CORRELATIONS,,,
S083,ATT,BI,0.584,425.0,latest_human_R3_CORRELATIONS,,,
S083,ATT,EE,0.412,425.0,latest_human_R3_CORRELATIONS,,,
S083,ATT,PE,0.717,425.0,latest_human_R3_CORRELATIONS,,,
S083,BI,EE,0.662,425.0,latest_human_R3_CORRELATIONS,,,
S083,BI,PE,0.715,425.0,latest_human_R3_CORRELATIONS,,,
S083,EE,PE,0.602,425.0,latest_human_R3_CORRELATIONS,,,
S155,BI,EE,0.788,242.0,latest_human_R3_CORRELATIONS,"p. 17183, Table 5",,
S155,BI,PE,0.545,242.0,latest_human_R3_CORRELATIONS,,,
S155,BI,TRU,0.81,242.0,latest_human_R3_CORRELATIONS,,,
S155,EE,PE,0.565,242.0,latest_human_R3_CORRELATIONS,,,
S155,EE,TRU,0.857,242.0,latest_human_R3_CORRELATIONS,,,
S155,PE,TRU,0.541,242.0,latest_human_R3_CORRELATIONS,,,
S173,BI,EE,0.689,306.0,latest_human_R3_CORRELATIONS,"p. 11, Table 2",,
S173,BI,FC,0.668,306.0,latest_human_R3_CORRELATIONS,,,
S173,BI,PE,0.692,306.0,latest_human_R3_CORRELATIONS,,,
S173,BI,SI,0.649,306.0,latest_human_R3_CORRELATIONS,,,
S173,BI,TRU,0.713,306.0,latest_human_R3_CORRELATIONS,,,
S173,BI,UB,0.845,306.0,latest_human_R3_CORRELATIONS,,,
S173,FC,PE,0.644,306.0,latest_human_R3_CORRELATIONS,,,
S173,FC,SI,0.631,306.0,latest_human_R3_CORRELATIONS,,,
S173,FC,TRU,0.646,306.0,latest_human_R3_CORRELATIONS,,,
S173,FC,UB,0.782,306.0,latest_human_R3_CORRELATIONS,,,
S173,PE,SI,0.53,306.0,latest_human_R3_CORRELATIONS,,,
S173,PE,TRU,0.685,306.0,latest_human_R3_CORRELATIONS,,,
S173,PE,UB,0.741,306.0,latest_human_R3_CORRELATIONS,,,
S173,SI,TRU,0.469,306.0,latest_human_R3_CORRELATIONS,,,
S173,SI,UB,0.68,306.0,latest_human_R3_CORRELATIONS,,,
S173,TRU,UB,0.737,306.0,latest_human_R3_CORRELATIONS,,,
S123,BI,EE,0.4,711.0,latest_human_R3_CORRELATIONS,,,
S123,BI,PE,0.3,711.0,latest_human_R3_CORRELATIONS,,,
S123,EE,PE,0.52,711.0,latest_human_R3_CORRELATIONS,,,
S210,BI,EE,0.215,400.0,latest_human_R3_CORRELATIONS,Table 4,,
S210,BI,PE,0.177,400.0,latest_human_R3_CORRELATIONS,,,
S210,BI,SE,0.038,400.0,latest_human_R3_CORRELATIONS,,,
S210,EE,PE,0.137,400.0,latest_human_R3_CORRELATIONS,,,
S210,EE,SE,0.402,400.0,latest_human_R3_CORRELATIONS,,,
S210,PE,SE,0.198,400.0,latest_human_R3_CORRELATIONS,,,
S078,ATT,BI,0.667,668.0,latest_human_R3_CORRELATIONS,,,
S078,ATT,SI,0.608,668.0,latest_human_R3_CORRELATIONS,,,
S078,BI,SI,0.542,668.0,latest_human_R3_CORRELATIONS,,,
S143,BI,EE,0.45,390.0,latest_human_R3_CORRELATIONS,,,
S143,BI,FC,0.187,390.0,latest_human_R3_CORRELATIONS,,,
S143,BI,PE,0.139,390.0,latest_human_R3_CORRELATIONS,,,
S143,BI,SI,0.4,390.0,latest_human_R3_CORRELATIONS,,,
S143,EE,FC,0.45,390.0,latest_human_R3_CORRELATIONS,,,
S143,EE,PE,0.167,390.0,latest_human_R3_CORRELATIONS,,,
S143,EE,SI,0.129,390.0,latest_human_R3_CORRELATIONS,,,
S143,FC,PE,0.02,390.0,latest_human_R3_CORRELATIONS,,,
S143,FC,SI,0.047,390.0,latest_human_R3_CORRELATIONS,,,
S143,PE,SI,0.295,390.0,latest_human_R3_CORRELATIONS,,,
S171,ATT,BI,0.485,351.0,latest_human_R3_CORRELATIONS,Table 4,,
S171,ATT,EE,0.528,351.0,latest_human_R3_CORRELATIONS,,,
S171,ATT,FC,0.47,351.0,latest_human_R3_CORRELATIONS,,,
S171,ATT,PE,0.681,351.0,latest_human_R3_CORRELATIONS,,,
S171,BI,EE,0.258,351.0,latest_human_R3_CORRELATIONS,,,
S171,BI,FC,0.147,351.0,latest_human_R3_CORRELATIONS,,,
S171,BI,PE,0.301,351.0,latest_human_R3_CORRELATIONS,,,
S171,EE,FC,0.401,351.0,latest_human_R3_CORRELATIONS,,,
S171,EE,PE,0.547,351.0,latest_human_R3_CORRELATIONS,,,
S171,FC,PE,0.455,351.0,latest_human_R3_CORRELATIONS,,,
S137,BI,EE,0.505,760.0,latest_human_R3_CORRELATIONS,Table 2,,
S137,BI,FC,0.477,760.0,latest_human_R3_CORRELATIONS,,,
S137,BI,PE,0.437,760.0,latest_human_R3_CORRELATIONS,,,
S137,BI,SI,0.366,760.0,latest_human_R3_CORRELATIONS,,,
S137,BI,UB,0.456,760.0,latest_human_R3_CORRELATIONS,,,
S137,EE,FC,0.49,760.0,latest_human_R3_CORRELATIONS,,,
S137,EE,PE,0.43,760.0,latest_human_R3_CORRELATIONS,,,
S137,EE,SI,0.243,760.0,latest_human_R3_CORRELATIONS,,,
S137,EE,UB,0.294,760.0,latest_human_R3_CORRELATIONS,,,
S137,FC,PE,0.325,760.0,latest_human_R3_CORRELATIONS,,,
S137,FC,SI,0.238,760.0,latest_human_R3_CORRELATIONS,,,
S137,FC,UB,0.351,760.0,latest_human_R3_CORRELATIONS,,,
S137,PE,SI,0.323,760.0,latest_human_R3_CORRELATIONS,,,
S137,PE,UB,0.176,760.0,latest_human_R3_CORRELATIONS,,,
S137,SI,UB,0.052,760.0,latest_human_R3_CORRELATIONS,,,
S221,BI,EE,0.658,400.0,latest_human_R3_CORRELATIONS,Table 6,,
S221,BI,FC,0.635,400.0,latest_human_R3_CORRELATIONS,,,
S221,BI,PE,0.759,400.0,latest_human_R3_CORRELATIONS,,,
S221,BI,SI,0.713,400.0,latest_human_R3_CORRELATIONS,,,
S221,BI,UB,0.817,400.0,latest_human_R3_CORRELATIONS,,,
S221,EE,FC,0.925,400.0,latest_human_R3_CORRELATIONS,,,
S221,EE,PE,0.808,400.0,latest_human_R3_CORRELATIONS,,,
S221,EE,SI,0.62,400.0,latest_human_R3_CORRELATIONS,,,
S221,EE,UB,0.583,400.0,latest_human_R3_CORRELATIONS,,,
S221,FC,PE,0.758,400.0,latest_human_R3_CORRELATIONS,,,
S221,FC,SI,0.617,400.0,latest_human_R3_CORRELATIONS,,,
S221,FC,UB,0.592,400.0,latest_human_R3_CORRELATIONS,,,
S221,PE,SI,0.767,400.0,latest_human_R3_CORRELATIONS,,,
S221,PE,UB,0.681,400.0,latest_human_R3_CORRELATIONS,,,
S221,SI,UB,0.644,400.0,latest_human_R3_CORRELATIONS,,,
S183,EE,FC,0.395,430.0,latest_human_R3_CORRELATIONS,Table 3,,
S183,EE,PE,0.137,430.0,latest_human_R3_CORRELATIONS,Table 3,,
S183,EE,SI,0.347,430.0,latest_human_R3_CORRELATIONS,Table 3,,
S183,FC,PE,0.186,430.0,latest_human_R3_CORRELATIONS,Table 3,,
S183,FC,SI,0.279,430.0,latest_human_R3_CORRELATIONS,Table 3,,
S183,PE,SI,0.057,430.0,latest_human_R3_CORRELATIONS,Table 3,,
S004,BI,EE,0.582,485.0,latest_human_R3_CORRELATIONS,Table 4,,
S004,BI,FC,0.644,485.0,latest_human_R3_CORRELATIONS,,,
S004,BI,PE,0.667,485.0,latest_human_R3_CORRELATIONS,,,
S004,BI,SI,0.668,485.0,latest_human_R3_CORRELATIONS,,,
S004,BI,TRU,0.63,485.0,latest_human_R3_CORRELATIONS,,,
S004,BI,UB,0.751,485.0,latest_human_R3_CORRELATIONS,,,
S004,EE,FC,0.664,485.0,latest_human_R3_CORRELATIONS,,,
S004,EE,PE,0.697,485.0,latest_human_R3_CORRELATIONS,,,
S004,EE,SI,0.61,485.0,latest_human_R3_CORRELATIONS,,,
S004,EE,TRU,0.52,485.0,latest_human_R3_CORRELATIONS,,,
S004,EE,UB,0.607,485.0,latest_human_R3_CORRELATIONS,,,
S004,FC,SI,0.59,485.0,latest_human_R3_CORRELATIONS,,,
S004,FC,TRU,0.533,485.0,latest_human_R3_CORRELATIONS,,,
S004,FC,UB,0.601,485.0,latest_human_R3_CORRELATIONS,,,
S004,PE,TRU,0.541,485.0,latest_human_R3_CORRELATIONS,,,
S004,SI,TRU,0.563,485.0,latest_human_R3_CORRELATIONS,,,
S004,SI,UB,0.644,485.0,latest_human_R3_CORRELATIONS,,,
S004,TRU,UB,0.599,485.0,latest_human_R3_CORRELATIONS,,,
S121-1,BI,EE,0.67,,latest_human_R3_CORRELATIONS,Figure 2 student,,
S121-1,BI,FC,0.59,,latest_human_R3_CORRELATIONS,,,
S121-1,BI,PE,0.84,,latest_human_R3_CORRELATIONS,,,
S121-1,BI,SI,0.66,,latest_human_R3_CORRELATIONS,,,
S121-1,BI,TRU,0.34,,latest_human_R3_CORRELATIONS,,,
S121-1,BI,UB,0.58,,latest_human_R3_CORRELATIONS,,,
S121-1,EE,FC,0.72,,latest_human_R3_CORRELATIONS,,,
S121-1,EE,PE,0.62,,latest_human_R3_CORRELATIONS,,,
S121-1,EE,SI,0.53,,latest_human_R3_CORRELATIONS,,,
S121-1,EE,TRU,0.22,,latest_human_R3_CORRELATIONS,,,
S121-1,EE,UB,0.39,,latest_human_R3_CORRELATIONS,,,
S121-1,FC,PE,0.53,,latest_human_R3_CORRELATIONS,,,
S121-1,FC,SI,0.49,,latest_human_R3_CORRELATIONS,,,
S121-1,FC,TRU,0.16,,latest_human_R3_CORRELATIONS,,,
S121-1,FC,UB,0.29,,latest_human_R3_CORRELATIONS,,,
S121-1,PE,SI,0.64,,latest_human_R3_CORRELATIONS,,,
S121-1,PE,TRU,0.36,,latest_human_R3_CORRELATIONS,,,
S121-1,PE,UB,0.47,,latest_human_R3_CORRELATIONS,,,
S121-1,SI,TRU,0.23,,latest_human_R3_CORRELATIONS,,,
S121-1,SI,UB,0.32,,latest_human_R3_CORRELATIONS,,,
S121-1,TRU,UB,0.36,,latest_human_R3_CORRELATIONS,,,
S121-2,BI,EE,0.69,,latest_human_R3_CORRELATIONS,Figure 2 teacher,,
S121-2,BI,FC,0.58,,latest_human_R3_CORRELATIONS,,,
S121-2,BI,PE,0.81,,latest_human_R3_CORRELATIONS,,,
S121-2,BI,SI,0.58,,latest_human_R3_CORRELATIONS,,,
S121-2,BI,TRU,0.27,,latest_human_R3_CORRELATIONS,,,
S121-2,BI,UB,0.48,,latest_human_R3_CORRELATIONS,,,
S121-2,EE,FC,0.7,,latest_human_R3_CORRELATIONS,,,
S121-2,EE,PE,0.57,,latest_human_R3_CORRELATIONS,,,
S121-2,EE,SI,0.45,,latest_human_R3_CORRELATIONS,,,
S121-2,EE,TRU,0.19,,latest_human_R3_CORRELATIONS,,,
S121-2,EE,UB,0.44,,latest_human_R3_CORRELATIONS,,,
S121-2,FC,PE,0.47,,latest_human_R3_CORRELATIONS,,,
S121-2,FC,SI,0.44,,latest_human_R3_CORRELATIONS,,,
S121-2,FC,TRU,0.13,,latest_human_R3_CORRELATIONS,,,
S121-2,FC,UB,0.34,,latest_human_R3_CORRELATIONS,,,
S121-2,PE,SI,0.59,,latest_human_R3_CORRELATIONS,,,
S121-2,PE,TRU,0.31,,latest_human_R3_CORRELATIONS,,,
S121-2,PE,UB,0.35,,latest_human_R3_CORRELATIONS,,,
S121-2,SI,TRU,0.16,,latest_human_R3_CORRELATIONS,,,
S121-2,SI,UB,0.21,,latest_human_R3_CORRELATIONS,,,
S121-2,TRU,UB,0.31,,latest_human_R3_CORRELATIONS,,,
S027,BI,EE,0.474,415.0,latest_human_R3_CORRELATIONS,table 6,,
S027,BI,FC,0.414,415.0,latest_human_R3_CORRELATIONS,,,
S027,BI,PE,0.391,415.0,latest_human_R3_CORRELATIONS,,,
S027,BI,SI,0.38,415.0,latest_human_R3_CORRELATIONS,,,
S027,EE,FC,0.28,415.0,latest_human_R3_CORRELATIONS,,,
S027,EE,PE,0.367,415.0,latest_human_R3_CORRELATIONS,,,
S027,EE,SI,0.266,415.0,latest_human_R3_CORRELATIONS,,,
S027,FC,PE,0.264,415.0,latest_human_R3_CORRELATIONS,,,
S027,FC,SI,0.199,415.0,latest_human_R3_CORRELATIONS,,,
S027,PE,SI,0.072,415.0,latest_human_R3_CORRELATIONS,,,
S077,ATT,BI,0.76,308.0,latest_human_R3_CORRELATIONS,Table 6,,
S077,ATT,EE,0.62,308.0,latest_human_R3_CORRELATIONS,,,
S077,ATT,PE,0.75,308.0,latest_human_R3_CORRELATIONS,,,
S077,ATT,SI,0.6,308.0,latest_human_R3_CORRELATIONS,,,
S077,BI,EE,0.62,308.0,latest_human_R3_CORRELATIONS,,,
S077,BI,PE,0.63,308.0,latest_human_R3_CORRELATIONS,,,
S077,BI,SI,0.63,308.0,latest_human_R3_CORRELATIONS,,,
S077,EE,PE,0.67,308.0,latest_human_R3_CORRELATIONS,,,
S077,EE,SI,0.53,308.0,latest_human_R3_CORRELATIONS,,,
S077,PE,SI,0.5,308.0,latest_human_R3_CORRELATIONS,,,
S031,BI,SE,0.59,353.0,latest_human_R3_CORRELATIONS,,,
S031,BI,TRU,0.47,353.0,latest_human_R3_CORRELATIONS,,,
S031,SE,TRU,0.66,353.0,latest_human_R3_CORRELATIONS,,,
S022,BI,EE,0.637,729.0,latest_human_R3_CORRELATIONS,Table 4,,
S022,BI,PE,0.71,729.0,latest_human_R3_CORRELATIONS,,,
S022,EE,PE,0.582,729.0,latest_human_R3_CORRELATIONS,,,
S165,BI,EE,0.644,362.0,latest_human_R3_CORRELATIONS,Table 3,,
S165,BI,FC,0.74,362.0,latest_human_R3_CORRELATIONS,,,
S165,BI,PE,0.697,362.0,latest_human_R3_CORRELATIONS,,,
S165,BI,SI,0.67,362.0,latest_human_R3_CORRELATIONS,,,
