coder,study_id,sample_size,title,first_author,year
R4,S179,543.0,Investigation of the moderation effect of gender and study level on the acceptance and use of generative AI by higher education students: Comparative evidence from Poland and Egypt,Strzelecki,2024.0
R4,S138,200.0,Modeling Student Acceptance of AI Technologies in Higher Education: A Hybrid SEM-ANN Approach,Saflor,2025.0
R4,S195,74.0,Examining generative artificial intelligence adoption in academia: a UTAUT perspective,Patterson,2024.0
R4,S128,395.0,Examining the Acceptance and Use of AI-Based Assistive Technology Among University Students with Visual Disability: The Moderating Role of Physical Self-Esteem,Alnajdi,2025.0
R4,S152,604.0,Mapping Edifying Territories: A Cross-Sectional Study on the Dynamics Influencing Students' Readiness and Intention to Clinch Artificial Intelligence,Lim,2025.0
R4,S113,118.0,A MODEL FOR THE ADOPTION OF ARTIFICIAL INTELLIGENCE IN INCLUSIVE EDUCATION: AN EXPLORATORY STUDY OF KEY FACTORS AND EXPERT INSIGHTS,Ma,2025.0
R4,S070,245.0,Factors affecting intention of academic librarians in Pakistan universities to use AI tools: an extension of the UTAUT model,Ali,2025.0
R4,S140,823.0,"Trust in Generative AI Tools: A Comparative Study of Higher Education Students, Teachers, and Researchers",Đerić,2025.0
R4,S200,431.0,Chatbot Technology Use and Acceptance Using Educational Personas,Almahri,2024.0
R4,S179b,385.0,Investigation of the moderation effect of gender and study level on the acceptance and use of generative AI by higher education students: Comparative evidence from Poland and Egypt [EGYPT subsample],Strzelecki,2024.0
