record_id,decision,confidence,code,reason,model,timestamp
REC_14123,uncertain,0.55,,"GAI integration in engineering education; enablers and challenges, unclear methodology",claude-opus-4-6,2026-02-26 15:07:17
REC_05621,include,0.85,,Augmented Intelligence adoption in Lebanese higher education institutions,claude-opus-4-6,2026-02-26 15:07:17
REC_08688,include,0.95,,EFL teachers' GenAI behavioral intentions using PLS-SEM+fsQCA; education + adoption,claude-opus-4-6,2026-02-26 15:07:17
REC_13283,exclude,0.8,E-FT5,OwlMentor RAG system design and evaluation; not adoption measurement with SEM,claude-opus-4-6,2026-02-26 15:07:17
REC_08690,include,0.9,,Educators' GenAI acceptance using extended UTAUT; structural model + higher education,claude-opus-4-6,2026-02-26 15:07:17
REC_12136,include,0.85,,Engineering students' AI acceptance in blended learning context; education + acceptance,claude-opus-4-6,2026-02-26 15:07:17
REC_07117,include,0.95,,Student ChatGPT adoption using extended UTAUT2 with SEM; Indian higher education,claude-opus-4-6,2026-02-26 15:07:17
REC_05682,uncertain,0.5,,"Student perceptions on GAI in HE; widely used but barely trusted, may be descriptive",claude-opus-4-6,2026-02-26 15:07:17
REC_14129,uncertain,0.5,,"GAI in Mechanical Engineering Education; enablers/challenges, unclear if adoption model used",claude-opus-4-6,2026-02-26 15:07:17
REC_02891,include,0.85,,"University teachers' adoption readiness for AI assessment; anxiety, resistance, attitudes",claude-opus-4-6,2026-02-26 15:07:17
REC_07119,include,0.9,,"University teachers' ChatGPT instructional use intentions; cross-sectional quantitative, n=493",claude-opus-4-6,2026-02-26 15:07:17
REC_07121,uncertain,0.55,,"AI usage as moderator of doctoral persistence; DV is persistence, not AI adoption",claude-opus-4-6,2026-02-26 15:07:17
REC_02897,uncertain,0.55,,GenAI use in education for social sustainability; unclear standard adoption model,claude-opus-4-6,2026-02-26 15:07:17
REC_05722,include,0.8,,Students' intention to use ChatGPT for assignments; mixed methods with survey component,claude-opus-4-6,2026-02-26 15:07:17
REC_07123,include,0.9,,Students' AI chatbot acceptance using TAM+SCT; higher education in Bangladesh,claude-opus-4-6,2026-02-26 15:07:17
REC_02899,exclude,0.8,E-FT2,"ChatGPT code suggestions and programming performance; measures learning outcomes, not adoption",claude-opus-4-6,2026-02-26 15:07:17
REC_02898,exclude,0.8,E-FT2,"AI driving entrepreneurial spirit via TAM+TPB; DV is entrepreneurial intention, not AI adoption",claude-opus-4-6,2026-02-26 15:07:17
REC_13303,include,0.95,,Pre-service music teachers' GenAI acceptance using UTAUT2 with PLS-SEM-ANN,claude-opus-4-6,2026-02-26 15:07:17
REC_05133,include,0.8,,"University students' GAI acceptance with demographics, creative mindsets, and anxiety",claude-opus-4-6,2026-02-26 15:07:17
REC_05743,uncertain,0.5,,"AIGC in vocational visual communication design; mixed-methods, unclear SEM component",claude-opus-4-6,2026-02-26 15:07:17
REC_07129,include,0.9,,Chinese EFL learners' ChatGPT use intention using extended UTAUT with perceived enjoyment,claude-opus-4-6,2026-02-26 15:07:17
REC_13312,include,0.95,,"AI tool adoption in HE using TAM with PLS-SEM; multimodal literacy, self-efficacy, n=498",claude-opus-4-6,2026-02-26 15:07:17
REC_14139,include,0.85,,Student GenAI perceptions using TAM+TTF in Saudi higher education,claude-opus-4-6,2026-02-26 15:07:17
REC_12145,uncertain,0.55,,College students' attitudes and perceptions of ChatGPT in writing; may be descriptive,claude-opus-4-6,2026-02-26 15:07:17
REC_02906,include,0.9,,AI chatbots for academic support in business education; SEM-based study,claude-opus-4-6,2026-02-26 15:07:17
REC_14140,uncertain,0.55,,"AI and teacher competencies in OBE; focus on instructional planning/performance, not AI adoption",claude-opus-4-6,2026-02-26 15:07:17
REC_12146,uncertain,0.5,,EFL student views on ChatGPT in Saudi Arabia; unclear if structured adoption model used,claude-opus-4-6,2026-02-26 15:07:17
REC_13315,include,0.9,,Mindfulness and AI adoption extending TAM for Chinese media students,claude-opus-4-6,2026-02-26 15:07:17
REC_02907,include,0.85,,ChatGPT adoption for students' learning effectiveness; education + adoption,claude-opus-4-6,2026-02-26 15:07:17
REC_00013,exclude,0.95,E-FT4,"Ambient AI Scribes for clinician burnout; healthcare context, not education",claude-opus-4-6,2026-02-26 15:07:17
REC_10302,uncertain,0.5,,Technology acceptability and AI literacy instrument validation; unclear if AI-specific adoption,claude-opus-4-6,2026-02-26 15:07:17
REC_14419,uncertain,0.5,,Vietnamese students' ChatGPT perceptions for homework; unclear methodology,claude-opus-4-6,2026-02-26 15:07:17
REC_14420,include,0.9,,Generative AI on mobile learning adoption using SEM models; college students,claude-opus-4-6,2026-02-26 15:07:17
REC_15085,include,0.85,,"AI adaptation among Kurdish university students; perceived ease of use, usefulness (TAM)",claude-opus-4-6,2026-02-26 15:07:17
REC_14421,uncertain,0.55,,"AI influence on student engagement in media content creation; engagement focus, not adoption",claude-opus-4-6,2026-02-26 15:07:17
REC_14423,uncertain,0.55,,"Lecturers' AI leadership and postgrad teachers' AI integration; mixed-methods, n=62, small sample",claude-opus-4-6,2026-02-26 15:07:17
REC_00089,exclude,0.8,E-FT5,"Chatbot assistant intervention for learning/engagement; experimental, not adoption measurement",claude-opus-4-6,2026-02-26 15:07:17
REC_00085,exclude,0.9,E-FT3,"Graphical output for theorem prover; not AI focal technology, computational logic tool",claude-opus-4-6,2026-02-26 15:07:17
REC_14429,uncertain,0.55,,"AI-supported formative assessment model for pre-service teachers; model design, unclear adoption measurement",claude-opus-4-6,2026-02-26 15:07:17
REC_15097,uncertain,0.5,,Library instructor perspectives on ChatGPT; may be descriptive survey,claude-opus-4-6,2026-02-26 15:08:47
REC_14432,uncertain,0.55,,"GenAI utilization as learning tool; cross-sectional, may be descriptive",claude-opus-4-6,2026-02-26 15:08:47
REC_10560,exclude,0.8,E-FT5,Exploratory survey on ChatGPT in education/healthcare/research; descriptive across multiple domains,claude-opus-4-6,2026-02-26 15:08:47
REC_13570,exclude,0.85,E-FT1,"Assessment of GenAI usage guidelines at top universities; policy analysis, non-empirical adoption",claude-opus-4-6,2026-02-26 15:08:47
REC_13572,include,0.8,,GenAI adoption in Saudi HE; dual-perspective on psychological/ethical/institutional factors,claude-opus-4-6,2026-02-26 15:08:47
REC_00788,exclude,0.8,E-FT2,AI tools' impact on critical thinking disposition; DV is CTD not AI adoption,claude-opus-4-6,2026-02-26 15:08:47
REC_00061,include,0.9,,Factors affecting GAI use in higher education using TAM; education + adoption model,claude-opus-4-6,2026-02-26 15:08:47
REC_13573,include,0.9,,AI-based assistive technology acceptance using UTAUT; visually impaired HE students,claude-opus-4-6,2026-02-26 15:08:47
REC_15115,exclude,0.8,E-FT2,"AI utilization as determinant of self-efficacy/engagement; DV is learning outcomes, not adoption",claude-opus-4-6,2026-02-26 15:08:47
REC_00790,exclude,0.8,E-FT2,"Digital human instructors and learner satisfaction; measures satisfaction, not AI adoption",claude-opus-4-6,2026-02-26 15:08:47
REC_10604,exclude,0.9,E-FT3,Metaverse technology adoption in Bangkok metropolitan; not AI focal technology,claude-opus-4-6,2026-02-26 15:08:47
REC_13594,include,0.9,,"ChatGPT use intentions from perceived value perspective; 676 students, structural model",claude-opus-4-6,2026-02-26 15:08:47
REC_00791,uncertain,0.5,,Student/teacher perspectives on ChatGPT in European HE; may be descriptive survey,claude-opus-4-6,2026-02-26 15:08:47
REC_13593,uncertain,0.5,,ChatGPT perception/usage via TAM with RAC method; may not produce standard correlations,claude-opus-4-6,2026-02-26 15:08:47
REC_00792,include,0.85,,Privacy fatigue and ChatGPT acceptance among undergraduates; acceptance measurement,claude-opus-4-6,2026-02-26 15:08:47
REC_15118,exclude,0.8,E-FT2,"Knowledge management and research motivation; AI proficiency as moderator, DV is not AI adoption",claude-opus-4-6,2026-02-26 15:08:47
REC_15135,include,0.9,,ChatGPT adoption in universities using TPACK and UTAUT2; education + adoption model,claude-opus-4-6,2026-02-26 15:08:47
REC_00794,uncertain,0.55,,"Chinese journalism students' views on AI training in curriculum; bespoke model, not standard adoption",claude-opus-4-6,2026-02-26 15:08:47
REC_13599,include,0.9,,College students' GAI usage behavior in math learning using UTAUT; education + adoption,claude-opus-4-6,2026-02-26 15:08:47
REC_14483,include,0.85,,AI adoption and organizational performance in Chinese HEIs with KM mediation,claude-opus-4-6,2026-02-26 15:08:47
REC_00090,include,0.9,,3D technology + AI adoption in STEM higher education using UTAUT2,claude-opus-4-6,2026-02-26 15:08:47
REC_00796,uncertain,0.55,,GenAI attitude analysis of undergraduates; unclear if structured adoption model with SEM,claude-opus-4-6,2026-02-26 15:08:47
REC_14485,uncertain,0.5,,Mobile intelligent agent usability for college students; unclear if AI focal or standard adoption,claude-opus-4-6,2026-02-26 15:08:47
REC_10621,exclude,0.85,E-FT3,"Gamified cognitive training adherence prediction; ML as method, not AI focal technology",claude-opus-4-6,2026-02-26 15:08:47
REC_13600,include,0.85,,Individual capabilities influencing GenAI tool benefits in HE; IS Success model,claude-opus-4-6,2026-02-26 15:08:47
REC_00798,include,0.85,,Technological/ethical/social determinants of GenAI-supported learning; beyond acceptance,claude-opus-4-6,2026-02-26 15:08:47
REC_15138,exclude,0.95,E-FT4,"Healthcare professionals' KAP toward AI; healthcare context, not education",claude-opus-4-6,2026-02-26 15:08:47
REC_14493,uncertain,0.5,,Digitised learning system with AI expressions; unclear if AI-specific adoption model,claude-opus-4-6,2026-02-26 15:08:47
REC_15150,include,0.9,,AIGC technology acceptance by art/design students using TAM; education + acceptance,claude-opus-4-6,2026-02-26 15:08:47
REC_00092,uncertain,0.5,,Engineering students' GAI perceptions and use; may be descriptive survey,claude-opus-4-6,2026-02-26 15:08:47
REC_00799,include,0.85,,ChatGPT acceptance and utilization in self-directed learning among Sri Lankan undergrads,claude-opus-4-6,2026-02-26 15:08:47
REC_10631,include,0.85,,AI writing tools adoption among academic researchers using TRA; cross-sectional quantitative,claude-opus-4-6,2026-02-26 15:08:47
REC_13604,exclude,0.8,E-FT2,"AI literacy impact on EFL willingness to communicate; DV is communication, not AI adoption",claude-opus-4-6,2026-02-26 15:08:47
REC_14494,exclude,0.9,E-FT5,"GenAI in early childhood education; N=10, qualitative, too small for quantitative analysis",claude-opus-4-6,2026-02-26 15:08:47
REC_00093,exclude,0.8,E-FT5,"ITA system design in dual-teacher model; system development, not adoption measurement",claude-opus-4-6,2026-02-26 15:08:47
REC_00800,include,0.85,,Educators' attitudes and intention toward AI in teaching; modified model in Bangladesh,claude-opus-4-6,2026-02-26 15:08:47
REC_13605,include,0.8,,AI acceptance as mediator between personality and career self-efficacy; measures AI acceptance,claude-opus-4-6,2026-02-26 15:08:47
REC_00801,include,0.9,,"Open AI adoption in Indian HE using TCT+TTF; 571 participants, adoption model",claude-opus-4-6,2026-02-26 15:08:47
REC_13606,exclude,0.85,E-FT5,"RCT on AI feedback for writing development; experiment measuring writing, not adoption",claude-opus-4-6,2026-02-26 15:08:47
REC_00095,uncertain,0.5,,"GenAI effectiveness as learning tool; assessment of effectiveness, unclear adoption model",claude-opus-4-6,2026-02-26 15:08:47
REC_00802,uncertain,0.5,,"ChatGPT KAP among Turkish educational science academics; mixed-methods, may be descriptive",claude-opus-4-6,2026-02-26 15:08:47
REC_15188,include,0.85,,Pre-service teachers' digital competencies and AI acceptance/use; quantitative ex post facto,claude-opus-4-6,2026-02-26 15:08:47
REC_14534,uncertain,0.55,,Chatbot awareness and usage intention among nursing students; descriptive study,claude-opus-4-6,2026-02-26 15:08:47
REC_00803,uncertain,0.55,,"AI adoption in MENA HE with 508 participants; mixed-methods, unclear if SEM component",claude-opus-4-6,2026-02-26 15:08:47
REC_00135,uncertain,0.5,,"College students' readiness to learn AI; readiness ≠ adoption, different construct",claude-opus-4-6,2026-02-26 15:08:47
REC_13612,include,0.85,,Writing approaches and LLM acceptance in L2 academic writing; measures AI acceptance,claude-opus-4-6,2026-02-26 15:08:47
REC_13614,include,0.9,,Pre-service teachers' GenAI adoption in future classrooms using extended TAM,claude-opus-4-6,2026-02-26 15:08:47
REC_00806,uncertain,0.55,,"ChatGPT enhancing learning engagement/outcomes; 687 participants, unclear if adoption model",claude-opus-4-6,2026-02-26 15:08:47
REC_14553,exclude,0.9,E-FT3,"Healthcare students' attitude toward robotic surgery; robotics, not AI focal technology",claude-opus-4-6,2026-02-26 15:08:47
REC_15202,include,0.85,,Students' ChatGPT acceptance and academic self-efficacy in personalized learning,claude-opus-4-6,2026-02-26 15:08:47
REC_10672,include,0.85,,Factors influencing university teachers' GenAI adoption in classroom teaching,claude-opus-4-6,2026-02-26 15:10:01
REC_14580,uncertain,0.5,,Malaysian dental students' AI knowledge/attitude/perceptions; may be descriptive,claude-opus-4-6,2026-02-26 15:10:01
REC_15203,uncertain,0.55,,"GenAI in Thai EFL academic writing; mixed-methods, unclear if quantitative SEM",claude-opus-4-6,2026-02-26 15:10:01
REC_00808,include,0.9,,Chinese pre-service teachers' GAI adoption using UTAUT2 with perceived risk,claude-opus-4-6,2026-02-26 15:10:01
REC_00809,include,0.85,,AI teaching assistant adoption in Bangladesh HE using AMO framework; 363 responses,claude-opus-4-6,2026-02-26 15:10:01
REC_00811,include,0.9,,ChatGPT as educational resource for accounting students using expanded TAM,claude-opus-4-6,2026-02-26 15:10:01
REC_13618,exclude,0.8,E-FT2,"GenAI dependency effect on academic achievement; DV is achievement, not adoption",claude-opus-4-6,2026-02-26 15:10:01
REC_14639,exclude,0.9,E-FT4,"AI in orthodontic treatment planning; dental/healthcare context, not education",claude-opus-4-6,2026-02-26 15:10:01
REC_15219,include,0.8,,Prospective teachers' AI acceptance/attitudes; descriptive-correlational design,claude-opus-4-6,2026-02-26 15:10:01
REC_13621,include,0.95,,AI literacy + TPB-TAM for Chinese university students' GenAI adoption; n=1006,claude-opus-4-6,2026-02-26 15:10:01
REC_00322,exclude,0.9,E-FT4,"Anthropomorphism and disembodied AIs, consumer re-use behavior; not education",claude-opus-4-6,2026-02-26 15:10:01
REC_10721,include,0.85,,User willingness to use GenAI using AIDUA framework; researcher context,claude-opus-4-6,2026-02-26 15:10:01
REC_13623,exclude,0.8,E-FT2,GenAI adoption effect on entrepreneurship intentions; DV is entrepreneurship,claude-opus-4-6,2026-02-26 15:10:01
REC_00818,include,0.9,,Students' behavioral intention to use GenAI using UTAUT; Nigerian HE,claude-opus-4-6,2026-02-26 15:10:01
REC_10722,include,0.8,,Continuance intention for AI chatbots in university libraries; emotional mediation,claude-opus-4-6,2026-02-26 15:10:01
REC_13624,uncertain,0.55,,AI ambivalence and student engagement in engineering education; not standard adoption,claude-opus-4-6,2026-02-26 15:10:01
REC_00819,exclude,0.8,E-FT2,AIGC credibility identification by students; not measuring AI adoption,claude-opus-4-6,2026-02-26 15:10:01
REC_15240,include,0.9,,GenAI adoption antecedents using extended DOI with cultural values in HE,claude-opus-4-6,2026-02-26 15:10:01
REC_15241,include,0.9,,AI tools adoption for English learning using extended TAM; Saudi EFL students,claude-opus-4-6,2026-02-26 15:10:01
REC_14660,exclude,0.85,E-FT5,AI in African university libraries; qualitative research method,claude-opus-4-6,2026-02-26 15:10:01
REC_00397,exclude,0.8,E-FT2,"AI-EdTech trust and school burnout; DV is burnout, adoption is IV not DV",claude-opus-4-6,2026-02-26 15:10:01
REC_00821,include,0.95,,Teachers' GenAI integration using extended UTAUT2 with SEM; n=490,claude-opus-4-6,2026-02-26 15:10:01
REC_10750,include,0.9,,Indonesian students' GenAI behavioral intention using UTAUT II + trust,claude-opus-4-6,2026-02-26 15:10:01
REC_00429,uncertain,0.5,,"University students' chatbot use as information resource; exploratory, may be descriptive",claude-opus-4-6,2026-02-26 15:10:01
REC_10754,uncertain,0.5,,AI tools usage among AP technical institute researchers; descriptive survey,claude-opus-4-6,2026-02-26 15:10:01
REC_13640,include,0.9,,AI adoption in HE using integrated DOI+TOE+TAM model; institutional level,claude-opus-4-6,2026-02-26 15:10:01
REC_14677,include,0.85,,"Undergraduate students' GenAI acceptance, anxiety, and self-regulation",claude-opus-4-6,2026-02-26 15:10:01
REC_00823,include,0.9,,College students' AI reading tools acceptance using TAM+SDT expansion,claude-opus-4-6,2026-02-26 15:10:01
REC_00456,uncertain,0.5,,Veterinary students' ChatGPT perceptions in Australia; may be descriptive survey,claude-opus-4-6,2026-02-26 15:10:01
REC_15253,uncertain,0.55,,Somali students' AI attitudes; 474 students but may be descriptive analysis,claude-opus-4-6,2026-02-26 15:10:01
REC_10761,exclude,0.85,E-FT5,"Two-factor authentication prototype using AI; system development, not adoption",claude-opus-4-6,2026-02-26 15:10:01
REC_00824,include,0.9,,ChatGPT adoption in Nordic/USA HE using UTAUT2 + personal norms,claude-opus-4-6,2026-02-26 15:10:01
REC_10768,uncertain,0.5,,"AI in academic writing at U of Duhok; survey, unclear if SEM/adoption model",claude-opus-4-6,2026-02-26 15:10:01
REC_14681,include,0.85,,AI adoption in Bangladeshi HE; platform preference and adoption factors,claude-opus-4-6,2026-02-26 15:10:01
REC_15262,exclude,0.85,E-FT4,KAP of AI diagnostics among public health students; healthcare diagnostics context,claude-opus-4-6,2026-02-26 15:10:01
REC_07551,exclude,0.85,E-FT3,Mobile learning usage during COVID using SEM-ANN; not AI focal technology,claude-opus-4-6,2026-02-26 15:10:01
REC_12354,include,0.85,,AI adoption in Chinese HE through diffusion theory; management students,claude-opus-4-6,2026-02-26 15:10:01
REC_01793,include,0.9,,"AI tools usage among undergraduates using TAM with SEM; tech readiness, self-efficacy",claude-opus-4-6,2026-02-26 15:10:01
REC_02347,include,0.85,,"English speaking with AI; continuance adoption, enjoyment, willingness",claude-opus-4-6,2026-02-26 15:10:01
REC_15663,uncertain,0.55,,Pre-service teachers' ChatGPT use and teaching competence; adoption is IV not DV,claude-opus-4-6,2026-02-26 15:10:01
REC_01795,include,0.9,,"AI chatbot intention in education using TAM; AI awareness, self-efficacy",claude-opus-4-6,2026-02-26 15:10:01
REC_09134,uncertain,0.5,,GenAI utilization by GCC university librarians; may be descriptive survey,claude-opus-4-6,2026-02-26 15:10:01
REC_11148,include,0.85,,ChatGPT adoption at university using CHASSIS model; 509 students,claude-opus-4-6,2026-02-26 15:10:01
REC_12356,include,0.85,,Students' ChatGPT satisfaction and engagement using ECM model,claude-opus-4-6,2026-02-26 15:10:01
REC_07560,exclude,0.8,E-FT5,"AR-based AI education app development; measures educational effect, not adoption",claude-opus-4-6,2026-02-26 15:10:01
REC_01797,uncertain,0.55,,"Teachers' perspectives on EAITs in Gaza; mixed-methods, unclear SEM component",claude-opus-4-6,2026-02-26 15:10:01
REC_02349,exclude,0.9,E-FT1,Learning analytics decade synthesis; review/non-empirical,claude-opus-4-6,2026-02-26 15:10:01
REC_09189,uncertain,0.55,,Lecturers'/students' attitudes toward GenAI in foreign language education,claude-opus-4-6,2026-02-26 15:10:01
REC_12358,include,0.9,,University students' ChatGPT adoption using TAM+SDT+trust+social influence,claude-opus-4-6,2026-02-26 15:10:01
REC_15668,uncertain,0.5,,Student perspectives on ChatGPT across disciplines; exploratory analysis,claude-opus-4-6,2026-02-26 15:10:01
REC_03502,uncertain,0.5,,AI readiness of college students; readiness construct ≠ adoption/acceptance,claude-opus-4-6,2026-02-26 15:12:18
REC_15671,include,0.85,,ChatGPT acceptance as writing tool in ESL/ESP studies; TAM + education,claude-opus-4-6,2026-02-26 15:12:18
REC_03505,exclude,0.85,E-FT3,Multimodal learning evaluation in smart classroom; not AI focal technology,claude-opus-4-6,2026-02-26 15:12:18
REC_12362,uncertain,0.5,,HE faculty insights on GenAI in creative courses; may be qualitative/descriptive,claude-opus-4-6,2026-02-26 15:12:18
REC_02356,include,0.9,,Students' behavioral intentions to adopt chatbot in HE; adoption + education,claude-opus-4-6,2026-02-26 15:12:18
REC_07567,include,0.8,,AI-based robots adoption in university education; UTAUT-based + education,claude-opus-4-6,2026-02-26 15:12:18
REC_03507,exclude,0.8,E-FT2,AI-driven personalized feedback on self-efficacy/engagement; DV is outcomes not adoption,claude-opus-4-6,2026-02-26 15:12:18
REC_12363,uncertain,0.55,,"Pre-service teacher perspectives on AI; usage and ethical reflection, may be descriptive",claude-opus-4-6,2026-02-26 15:12:18
REC_09229,include,0.9,,AI adoption in PR pedagogy using TAM; PR professors + education,claude-opus-4-6,2026-02-26 15:12:18
REC_01824,exclude,0.85,E-FT3,"Metaverse intent in sustainability education; metaverse, not AI focal",claude-opus-4-6,2026-02-26 15:12:18
REC_07574,include,0.85,,Students' AI robot adoption intention in HE using UTAUT model,claude-opus-4-6,2026-02-26 15:12:18
REC_15688,uncertain,0.55,,Medical students' AI acceptance/readiness in Iran; may be descriptive KAP,claude-opus-4-6,2026-02-26 15:12:18
REC_07578,exclude,0.85,E-FT3,"IoT-based smart campus adoption using SEM; IoT, not AI focal technology",claude-opus-4-6,2026-02-26 15:12:18
REC_01826,exclude,0.8,E-FT2,"AI insights in HRM performance in HE; DV is HRM, not AI adoption",claude-opus-4-6,2026-02-26 15:12:18
REC_03510,include,0.85,,User stickiness in GAI-IDLE language learning platforms; SDT framework,claude-opus-4-6,2026-02-26 15:12:18
REC_09302,uncertain,0.55,,"ChatGPT activities, educational outcomes, trust; outcome-focused, unclear adoption model",claude-opus-4-6,2026-02-26 15:12:18
REC_11177,exclude,0.9,E-FT3,Teaching effectiveness in EMI business courses; not AI focal technology,claude-opus-4-6,2026-02-26 15:12:18
REC_12367,include,0.85,,Chinese undergrads' purchase intention toward AIGT educational products; multi-theory,claude-opus-4-6,2026-02-26 15:12:18
REC_03511,exclude,0.8,E-FT2,AI-supported self-regulated learning predicting learner autonomy; DV is autonomy,claude-opus-4-6,2026-02-26 15:12:18
REC_15776,exclude,0.85,E-FT3,"M-learning adoptability and learning styles; mobile learning, not AI focal",claude-opus-4-6,2026-02-26 15:12:18
REC_01830,include,0.8,,Barriers to AI course assistant adoption; mixed-methods on non-utilization + education,claude-opus-4-6,2026-02-26 15:12:18
REC_09370,exclude,0.85,E-FT3,"E-learning adoption at Makerere using UTAUT; e-learning, not AI focal",claude-opus-4-6,2026-02-26 15:12:18
REC_07582,exclude,0.85,E-FT5,"Interactive reading with deep learning; system evaluation, not adoption measurement",claude-opus-4-6,2026-02-26 15:12:18
REC_11185,uncertain,0.55,,"ChatGPT empowering efficacy in Saudi context; mixed methods, unclear SEM",claude-opus-4-6,2026-02-26 15:12:18
REC_12369,uncertain,0.55,,"AI-powered personalized learning in Vietnam; platform features → performance, not adoption",claude-opus-4-6,2026-02-26 15:12:18
REC_03513,exclude,0.8,E-FT2,"AI-supported English speaking, SRL and positive psychology; DV is performance",claude-opus-4-6,2026-02-26 15:12:18
REC_09382,exclude,0.85,E-FT3,"Medical students' digital health integration; dHealth, not AI focal",claude-opus-4-6,2026-02-26 15:12:18
REC_11187,include,0.85,,AI adoption willingness among English students in Jordanian private universities,claude-opus-4-6,2026-02-26 15:12:18
REC_11188,uncertain,0.55,,Feedback literacy and ChatGPT feedback engagement; non-standard adoption construct,claude-opus-4-6,2026-02-26 15:12:18
REC_15815,exclude,0.85,E-FT3,"Context-aware adaptive m-learning; mobile learning, not AI focal",claude-opus-4-6,2026-02-26 15:12:18
REC_12372,uncertain,0.55,,"AI literacy/attitudes/achievement; DV is achievement, AI usage as moderator",claude-opus-4-6,2026-02-26 15:12:18
REC_01071,include,0.9,,Pre-service science teachers' GenAI intention using TPB; education + AI,claude-opus-4-6,2026-02-26 15:12:18
REC_01833,include,0.8,,AI adoption in Nigerian HE; lecturers' views on AI effectiveness,claude-opus-4-6,2026-02-26 15:12:18
REC_11189,include,0.85,,AI tools and Saudi translation students using TAM; mixed-methods + education,claude-opus-4-6,2026-02-26 15:12:18
REC_01834,exclude,0.8,E-FT4,"Graduates' perceptions of AI in campus hiring; recruitment context, not learning",claude-opus-4-6,2026-02-26 15:12:18
REC_07592,exclude,0.85,E-FT3,"3D holograms in science education; holographic tech, not AI focal",claude-opus-4-6,2026-02-26 15:12:18
REC_11191,include,0.85,,EFL pre-service teachers' ChatGPT acceptance; sequential mixed-methods,claude-opus-4-6,2026-02-26 15:12:18
REC_07593,exclude,0.8,E-FT4,"Chatbot-human personality congruence; advising system, not education context",claude-opus-4-6,2026-02-26 15:12:18
REC_11200,uncertain,0.55,,"AI in teacher training, student ChatGPT perceptions; may be descriptive",claude-opus-4-6,2026-02-26 15:12:18
REC_01138,exclude,0.9,E-FT4,ML for persuasive message design; marketing/consumer context,claude-opus-4-6,2026-02-26 15:12:18
REC_03824,include,0.85,,"AI facilitators' usage in HE; TAM + self-regulation, academic buoyancy",claude-opus-4-6,2026-02-26 15:12:18
REC_01842,include,0.85,,Faculty AI acceptability in teaching using TAM; lecturers + education,claude-opus-4-6,2026-02-26 15:12:18
REC_03555,uncertain,0.55,,"AI tools in nursing education; incidence and factors, may be descriptive",claude-opus-4-6,2026-02-26 15:12:18
REC_11209,include,0.8,,ChatGPT acceptance and usage among Malaysian university students,claude-opus-4-6,2026-02-26 15:12:18
REC_12390,uncertain,0.55,,"University professors' AI use, perceptions/challenges; may be descriptive",claude-opus-4-6,2026-02-26 15:12:18
REC_09428,exclude,0.85,E-FT3,"E-learning continuance intention with PLS-SEM; e-learning, not AI focal",claude-opus-4-6,2026-02-26 15:12:18
REC_03558,exclude,0.8,E-FT2,"Nurse educators' creativity-nurturing; DV is creativity, AI readiness moderates",claude-opus-4-6,2026-02-26 15:12:18
REC_11215,uncertain,0.55,,ChatGPT motivations/affordances for learning; may be descriptive survey,claude-opus-4-6,2026-02-26 15:12:18
REC_01172,include,0.85,,"AI adoption in legal translation; intrinsic motivation, TAM, Saudi students",claude-opus-4-6,2026-02-26 15:12:18
REC_01845,include,0.8,,AI for academic writing in Ghana using TPB; postgraduate students,claude-opus-4-6,2026-02-26 15:12:18
REC_12392,uncertain,0.55,,"Language educators' ChatGPT response; exploratory, 367 educators, may be descriptive",claude-opus-4-6,2026-02-26 15:12:18
REC_01846,include,0.85,,Automated classroom assessment in HE using TAM; AI + education,claude-opus-4-6,2026-02-26 15:12:18
REC_09432,include,0.9,,Chinese university educators' AI acceptance using UTAUT2,claude-opus-4-6,2026-02-26 15:12:18
REC_12393,uncertain,0.5,,Teachers' perceptions of LLMs in language education; may be descriptive survey,claude-opus-4-6,2026-02-26 15:12:18
REC_11223,exclude,0.8,E-FT3,"MALL integration barriers for EFL instructors; mobile learning, not AI focal",claude-opus-4-6,2026-02-26 15:12:18
REC_01848,uncertain,0.55,,"AI impact in Rwandan HE; broad study, unclear methodology",claude-opus-4-6,2026-02-26 15:12:18
REC_03561,uncertain,0.55,,"AI in nursing education, psychological impact; not standard adoption study",claude-opus-4-6,2026-02-26 15:12:18
REC_01849,include,0.9,,Graduate students' GenAI use in Ghana using extended UTAUT2,claude-opus-4-6,2026-02-26 15:12:18
REC_09437,include,0.9,,ChatGPT adoption among undergraduates using UTAUT2 + digital competence,claude-opus-4-6,2026-02-26 15:12:18
REC_11247,exclude,0.85,E-FT3,Web application for statistics education; not AI focal technology,claude-opus-4-6,2026-02-26 15:12:18
REC_12397,uncertain,0.55,,Teachers' AI perceptions/agency in Uzbekistan; may be qualitative-heavy,claude-opus-4-6,2026-02-26 15:12:18
REC_01850,uncertain,0.55,,"GenAI tools use among Ghanaian students; exploratory, may be descriptive",claude-opus-4-6,2026-02-26 15:12:18
REC_07612,exclude,0.8,E-FT3,Mobile learning + social media + AI in art education; AI not singular focal tech,claude-opus-4-6,2026-02-26 15:12:18
REC_12399,exclude,0.85,E-FT5,MobileNetV3 handwritten Chinese recognition; ML system development,claude-opus-4-6,2026-02-26 15:12:18
REC_01250,uncertain,0.55,,"Knowledge-based chatbot scale for MOOCs; learning experience scale, not adoption",claude-opus-4-6,2026-02-26 15:12:18
REC_01851,include,0.85,,AI acceptance in Moroccan universities; humanities/social sciences students,claude-opus-4-6,2026-02-26 15:12:18
