task_unit_id,study_id,reference_record_id,phase_block,pair,sample_or_stratum,n,construct_1,construct_2,reference_r_value,reference_r_source,reference_evidence_type,evidence_family,denominator_family,scoring_eligibility,mapping_confidence,caveat_ids,source_location,frozen_reference_file,model_input_policy,step5_gate_status,notes
FC-S5-TASK-00891,S088,S088_full_sample_BI_UB,phase2,Pair C,full_sample,353,BI,UB,0.399,coder_agreed_direct_correlation,coder_agreed_direct_correlation,direct_r_effect_size_extraction,primary_direct_r_or_source_reported_correlation,eligible_after_locked_llm_output,high,none,Table 3,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_standard_frozen_20260609.csv,generate_locked_output_prompt_after_model_scope_gate; do_not_reuse_pre_freeze_task_unit_outputs_as_final_full_corpus_claims,post_freeze_task_shell_prepared_model_runs_not_authorized,Coder-agreed lightweight carry-forward; no new source-value adjudication record was created. Lightweight audit note: Metadata/status differences only; 21 of 21 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_coder_agreed_correlation_rows_application_draft.
FC-S5-TASK-00892,S088,S088_full_sample_EE_FC,phase2,Pair C,full_sample,353,EE,FC,0.409,coder_agreed_direct_correlation,coder_agreed_direct_correlation,direct_r_effect_size_extraction,primary_direct_r_or_source_reported_correlation,eligible_after_locked_llm_output,high,none,Table 3,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_standard_frozen_20260609.csv,generate_locked_output_prompt_after_model_scope_gate; do_not_reuse_pre_freeze_task_unit_outputs_as_final_full_corpus_claims,post_freeze_task_shell_prepared_model_runs_not_authorized,Coder-agreed lightweight carry-forward; no new source-value adjudication record was created. Lightweight audit note: Metadata/status differences only; 21 of 21 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_coder_agreed_correlation_rows_application_draft.
FC-S5-TASK-00893,S088,S088_full_sample_EE_PE,phase2,Pair C,full_sample,353,EE,PE,0.319,coder_agreed_direct_correlation,coder_agreed_direct_correlation,direct_r_effect_size_extraction,primary_direct_r_or_source_reported_correlation,eligible_after_locked_llm_output,high,none,Table 3,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_standard_frozen_20260609.csv,generate_locked_output_prompt_after_model_scope_gate; do_not_reuse_pre_freeze_task_unit_outputs_as_final_full_corpus_claims,post_freeze_task_shell_prepared_model_runs_not_authorized,Coder-agreed lightweight carry-forward; no new source-value adjudication record was created. Lightweight audit note: Metadata/status differences only; 21 of 21 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_coder_agreed_correlation_rows_application_draft.
FC-S5-TASK-00894,S088,S088_full_sample_EE_SI,phase2,Pair C,full_sample,353,EE,SI,0.175,coder_agreed_direct_correlation,coder_agreed_direct_correlation,direct_r_effect_size_extraction,primary_direct_r_or_source_reported_correlation,eligible_after_locked_llm_output,high,none,Table 3,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_standard_frozen_20260609.csv,generate_locked_output_prompt_after_model_scope_gate; do_not_reuse_pre_freeze_task_unit_outputs_as_final_full_corpus_claims,post_freeze_task_shell_prepared_model_runs_not_authorized,Coder-agreed lightweight carry-forward; no new source-value adjudication record was created. Lightweight audit note: Metadata/status differences only; 21 of 21 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_coder_agreed_correlation_rows_application_draft.
FC-S5-TASK-00895,S088,S088_full_sample_EE_TRU,phase2,Pair C,full_sample,353,EE,TRU,0.141,coder_agreed_direct_correlation,coder_agreed_direct_correlation,direct_r_effect_size_extraction,primary_direct_r_or_source_reported_correlation,eligible_after_locked_llm_output,high,none,Table 3,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_standard_frozen_20260609.csv,generate_locked_output_prompt_after_model_scope_gate; do_not_reuse_pre_freeze_task_unit_outputs_as_final_full_corpus_claims,post_freeze_task_shell_prepared_model_runs_not_authorized,Coder-agreed lightweight carry-forward; no new source-value adjudication record was created. Lightweight audit note: Metadata/status differences only; 21 of 21 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_coder_agreed_correlation_rows_application_draft.
FC-S5-TASK-00896,S088,S088_full_sample_EE_UB,phase2,Pair C,full_sample,353,EE,UB,0.184,coder_agreed_direct_correlation,coder_agreed_direct_correlation,direct_r_effect_size_extraction,primary_direct_r_or_source_reported_correlation,eligible_after_locked_llm_output,high,none,Table 3,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_standard_frozen_20260609.csv,generate_locked_output_prompt_after_model_scope_gate; do_not_reuse_pre_freeze_task_unit_outputs_as_final_full_corpus_claims,post_freeze_task_shell_prepared_model_runs_not_authorized,Coder-agreed lightweight carry-forward; no new source-value adjudication record was created. Lightweight audit note: Metadata/status differences only; 21 of 21 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_coder_agreed_correlation_rows_application_draft.
FC-S5-TASK-00897,S088,S088_full_sample_FC_PE,phase2,Pair C,full_sample,353,FC,PE,0.393,coder_agreed_direct_correlation,coder_agreed_direct_correlation,direct_r_effect_size_extraction,primary_direct_r_or_source_reported_correlation,eligible_after_locked_llm_output,high,none,Table 3,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_standard_frozen_20260609.csv,generate_locked_output_prompt_after_model_scope_gate; do_not_reuse_pre_freeze_task_unit_outputs_as_final_full_corpus_claims,post_freeze_task_shell_prepared_model_runs_not_authorized,Coder-agreed lightweight carry-forward; no new source-value adjudication record was created. Lightweight audit note: Metadata/status differences only; 21 of 21 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_coder_agreed_correlation_rows_application_draft.
FC-S5-TASK-00898,S088,S088_full_sample_FC_SI,phase2,Pair C,full_sample,353,FC,SI,0.164,coder_agreed_direct_correlation,coder_agreed_direct_correlation,direct_r_effect_size_extraction,primary_direct_r_or_source_reported_correlation,eligible_after_locked_llm_output,high,none,Table 3,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_standard_frozen_20260609.csv,generate_locked_output_prompt_after_model_scope_gate; do_not_reuse_pre_freeze_task_unit_outputs_as_final_full_corpus_claims,post_freeze_task_shell_prepared_model_runs_not_authorized,Coder-agreed lightweight carry-forward; no new source-value adjudication record was created. Lightweight audit note: Metadata/status differences only; 21 of 21 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_coder_agreed_correlation_rows_application_draft.
FC-S5-TASK-00899,S088,S088_full_sample_FC_TRU,phase2,Pair C,full_sample,353,FC,TRU,0.093,coder_agreed_direct_correlation,coder_agreed_direct_correlation,direct_r_effect_size_extraction,primary_direct_r_or_source_reported_correlation,eligible_after_locked_llm_output,high,none,Table 3,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_standard_frozen_20260609.csv,generate_locked_output_prompt_after_model_scope_gate; do_not_reuse_pre_freeze_task_unit_outputs_as_final_full_corpus_claims,post_freeze_task_shell_prepared_model_runs_not_authorized,Coder-agreed lightweight carry-forward; no new source-value adjudication record was created. Lightweight audit note: Metadata/status differences only; 21 of 21 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_coder_agreed_correlation_rows_application_draft.
FC-S5-TASK-00900,S088,S088_full_sample_FC_UB,phase2,Pair C,full_sample,353,FC,UB,0.246,coder_agreed_direct_correlation,coder_agreed_direct_correlation,direct_r_effect_size_extraction,primary_direct_r_or_source_reported_correlation,eligible_after_locked_llm_output,high,none,Table 3,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_standard_frozen_20260609.csv,generate_locked_output_prompt_after_model_scope_gate; do_not_reuse_pre_freeze_task_unit_outputs_as_final_full_corpus_claims,post_freeze_task_shell_prepared_model_runs_not_authorized,Coder-agreed lightweight carry-forward; no new source-value adjudication record was created. Lightweight audit note: Metadata/status differences only; 21 of 21 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_coder_agreed_correlation_rows_application_draft.
FC-S5-TASK-00901,S088,S088_full_sample_PE_SI,phase2,Pair C,full_sample,353,PE,SI,0.346,coder_agreed_direct_correlation,coder_agreed_direct_correlation,direct_r_effect_size_extraction,primary_direct_r_or_source_reported_correlation,eligible_after_locked_llm_output,high,none,Table 3,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_standard_frozen_20260609.csv,generate_locked_output_prompt_after_model_scope_gate; do_not_reuse_pre_freeze_task_unit_outputs_as_final_full_corpus_claims,post_freeze_task_shell_prepared_model_runs_not_authorized,Coder-agreed lightweight carry-forward; no new source-value adjudication record was created. Lightweight audit note: Metadata/status differences only; 21 of 21 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_coder_agreed_correlation_rows_application_draft.
FC-S5-TASK-00902,S088,S088_full_sample_PE_TRU,phase2,Pair C,full_sample,353,PE,TRU,0.194,coder_agreed_direct_correlation,coder_agreed_direct_correlation,direct_r_effect_size_extraction,primary_direct_r_or_source_reported_correlation,eligible_after_locked_llm_output,high,none,Table 3,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_standard_frozen_20260609.csv,generate_locked_output_prompt_after_model_scope_gate; do_not_reuse_pre_freeze_task_unit_outputs_as_final_full_corpus_claims,post_freeze_task_shell_prepared_model_runs_not_authorized,Coder-agreed lightweight carry-forward; no new source-value adjudication record was created. Lightweight audit note: Metadata/status differences only; 21 of 21 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_coder_agreed_correlation_rows_application_draft.
FC-S5-TASK-00903,S088,S088_full_sample_PE_UB,phase2,Pair C,full_sample,353,PE,UB,0.29,coder_agreed_direct_correlation,coder_agreed_direct_correlation,direct_r_effect_size_extraction,primary_direct_r_or_source_reported_correlation,eligible_after_locked_llm_output,high,none,Table 3,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_standard_frozen_20260609.csv,generate_locked_output_prompt_after_model_scope_gate; do_not_reuse_pre_freeze_task_unit_outputs_as_final_full_corpus_claims,post_freeze_task_shell_prepared_model_runs_not_authorized,Coder-agreed lightweight carry-forward; no new source-value adjudication record was created. Lightweight audit note: Metadata/status differences only; 21 of 21 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_coder_agreed_correlation_rows_application_draft.
FC-S5-TASK-00904,S088,S088_full_sample_SI_TRU,phase2,Pair C,full_sample,353,SI,TRU,0.132,coder_agreed_direct_correlation,coder_agreed_direct_correlation,direct_r_effect_size_extraction,primary_direct_r_or_source_reported_correlation,eligible_after_locked_llm_output,high,none,Table 3,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_standard_frozen_20260609.csv,generate_locked_output_prompt_after_model_scope_gate; do_not_reuse_pre_freeze_task_unit_outputs_as_final_full_corpus_claims,post_freeze_task_shell_prepared_model_runs_not_authorized,Coder-agreed lightweight carry-forward; no new source-value adjudication record was created. Lightweight audit note: Metadata/status differences only; 21 of 21 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_coder_agreed_correlation_rows_application_draft.
FC-S5-TASK-00905,S088,S088_full_sample_SI_UB,phase2,Pair C,full_sample,353,SI,UB,0.207,coder_agreed_direct_correlation,coder_agreed_direct_correlation,direct_r_effect_size_extraction,primary_direct_r_or_source_reported_correlation,eligible_after_locked_llm_output,high,none,Table 3,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_standard_frozen_20260609.csv,generate_locked_output_prompt_after_model_scope_gate; do_not_reuse_pre_freeze_task_unit_outputs_as_final_full_corpus_claims,post_freeze_task_shell_prepared_model_runs_not_authorized,Coder-agreed lightweight carry-forward; no new source-value adjudication record was created. Lightweight audit note: Metadata/status differences only; 21 of 21 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_coder_agreed_correlation_rows_application_draft.
FC-S5-TASK-00906,S088,S088_full_sample_TRU_UB,phase2,Pair C,full_sample,353,TRU,UB,0.224,coder_agreed_direct_correlation,coder_agreed_direct_correlation,direct_r_effect_size_extraction,primary_direct_r_or_source_reported_correlation,eligible_after_locked_llm_output,high,none,Table 3,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_standard_frozen_20260609.csv,generate_locked_output_prompt_after_model_scope_gate; do_not_reuse_pre_freeze_task_unit_outputs_as_final_full_corpus_claims,post_freeze_task_shell_prepared_model_runs_not_authorized,Coder-agreed lightweight carry-forward; no new source-value adjudication record was created. Lightweight audit note: Metadata/status differences only; 21 of 21 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_coder_agreed_correlation_rows_application_draft.
FC-S5-TASK-00907,S089,S089_full_sample_BI_EE,phase2,Pair C,full_sample,322,BI,EE,0.46,beta_converted_peterson_brown,standardized_path_beta_converted,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,medium,CAV005,S089.pdf Table 8,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_standard_frozen_20260609.csv,generate_locked_output_prompt_after_model_scope_gate; do_not_reuse_pre_freeze_task_unit_outputs_as_final_full_corpus_claims,post_freeze_task_shell_prepared_model_runs_not_authorized,Use R1 source-located Table 8 beta-converted rows; R4 raw beta rows are not drafted. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_residual_batch4_phase2_pairC_source_checked.
FC-S5-TASK-00908,S089,S089_full_sample_BI_PE,phase2,Pair C,full_sample,322,BI,PE,0.36,beta_converted_peterson_brown,standardized_path_beta_converted,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,medium,CAV005,S089.pdf Table 8,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_standard_frozen_20260609.csv,generate_locked_output_prompt_after_model_scope_gate; do_not_reuse_pre_freeze_task_unit_outputs_as_final_full_corpus_claims,post_freeze_task_shell_prepared_model_runs_not_authorized,Use R1 source-located Table 8 beta-converted rows; R4 raw beta rows are not drafted. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_residual_batch4_phase2_pairC_source_checked.
FC-S5-TASK-00909,S089,S089_full_sample_BI_UB,phase2,Pair C,full_sample,322,BI,UB,0.72,beta_converted_peterson_brown,standardized_path_beta_converted,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,medium,CAV005,S089.pdf Table 8,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_standard_frozen_20260609.csv,generate_locked_output_prompt_after_model_scope_gate; do_not_reuse_pre_freeze_task_unit_outputs_as_final_full_corpus_claims,post_freeze_task_shell_prepared_model_runs_not_authorized,Use R1 source-located Table 8 beta-converted rows; R4 raw beta rows are not drafted. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_residual_batch4_phase2_pairC_source_checked.
FC-S5-TASK-00910,S089,S089_full_sample_EE_UB,phase2,Pair C,full_sample,322,EE,UB,0.33,beta_converted_peterson_brown,standardized_path_beta_converted,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,medium,CAV005,S089.pdf Table 8,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_standard_frozen_20260609.csv,generate_locked_output_prompt_after_model_scope_gate; do_not_reuse_pre_freeze_task_unit_outputs_as_final_full_corpus_claims,post_freeze_task_shell_prepared_model_runs_not_authorized,Use R1 source-located Table 8 beta-converted rows; R4 raw beta rows are not drafted. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_residual_batch4_phase2_pairC_source_checked.
FC-S5-TASK-00911,S089,S089_full_sample_PE_UB,phase2,Pair C,full_sample,322,PE,UB,0.26,beta_converted_peterson_brown,standardized_path_beta_converted,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,medium,CAV005,S089.pdf Table 8,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_standard_frozen_20260609.csv,generate_locked_output_prompt_after_model_scope_gate; do_not_reuse_pre_freeze_task_unit_outputs_as_final_full_corpus_claims,post_freeze_task_shell_prepared_model_runs_not_authorized,Use R1 source-located Table 8 beta-converted rows; R4 raw beta rows are not drafted. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_residual_batch4_phase2_pairC_source_checked.
FC-S5-TASK-00912,S090,S090_full_sample_EE_PE,phase1,Pair B,full_sample,681,EE,PE,0.46,coder_agreed_direct_correlation,coder_agreed_direct_correlation,direct_r_effect_size_extraction,primary_direct_r_or_source_reported_correlation,eligible_after_locked_llm_output,high,none,Table 3,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_standard_frozen_20260609.csv,generate_locked_output_prompt_after_model_scope_gate; do_not_reuse_pre_freeze_task_unit_outputs_as_final_full_corpus_claims,post_freeze_task_shell_prepared_model_runs_not_authorized,Coder-agreed lightweight carry-forward; no new source-value adjudication record was created. Lightweight audit note: Metadata/status differences only; 3 of 3 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_coder_agreed_correlation_rows_application_draft.
FC-S5-TASK-00913,S090,S090_full_sample_EE_UB,phase1,Pair B,full_sample,681,EE,UB,0.47,coder_agreed_direct_correlation,coder_agreed_direct_correlation,direct_r_effect_size_extraction,primary_direct_r_or_source_reported_correlation,eligible_after_locked_llm_output,high,none,Table 3,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_standard_frozen_20260609.csv,generate_locked_output_prompt_after_model_scope_gate; do_not_reuse_pre_freeze_task_unit_outputs_as_final_full_corpus_claims,post_freeze_task_shell_prepared_model_runs_not_authorized,Coder-agreed lightweight carry-forward; no new source-value adjudication record was created. Lightweight audit note: Metadata/status differences only; 3 of 3 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_coder_agreed_correlation_rows_application_draft.
FC-S5-TASK-00914,S090,S090_full_sample_PE_UB,phase1,Pair B,full_sample,681,PE,UB,0.74,coder_agreed_direct_correlation,coder_agreed_direct_correlation,direct_r_effect_size_extraction,primary_direct_r_or_source_reported_correlation,eligible_after_locked_llm_output,high,none,Table 3,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_standard_frozen_20260609.csv,generate_locked_output_prompt_after_model_scope_gate; do_not_reuse_pre_freeze_task_unit_outputs_as_final_full_corpus_claims,post_freeze_task_shell_prepared_model_runs_not_authorized,Coder-agreed lightweight carry-forward; no new source-value adjudication record was created. Lightweight audit note: Metadata/status differences only; 3 of 3 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_coder_agreed_correlation_rows_application_draft.
FC-S5-TASK-00915,S091,S091_full_sample_ATT_BI,phase1,Pair A,full_sample,382,ATT,BI,0.478,source_reported_latent_correlation,fornell_larcker_off_diagonal_latent_correlation,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,high,CAV005,S091.pdf Table 7 Fornell-Larcker criteria,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_standard_frozen_20260609.csv,generate_locked_output_prompt_after_model_scope_gate; do_not_reuse_pre_freeze_task_unit_outputs_as_final_full_corpus_claims,post_freeze_task_shell_prepared_model_runs_not_authorized,N=382 and ChatGPT-specific metadata applied; R2 beta column stores the same correlation values as source Table 7. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_metadata_rule_applied.
FC-S5-TASK-00916,S091,S091_full_sample_ATT_FC,phase1,Pair A,full_sample,382,ATT,FC,0.687,source_reported_latent_correlation,fornell_larcker_off_diagonal_latent_correlation,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,high,CAV005,S091.pdf Table 7 Fornell-Larcker criteria,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_standard_frozen_20260609.csv,generate_locked_output_prompt_after_model_scope_gate; do_not_reuse_pre_freeze_task_unit_outputs_as_final_full_corpus_claims,post_freeze_task_shell_prepared_model_runs_not_authorized,N=382 and ChatGPT-specific metadata applied; R2 beta column stores the same correlation values as source Table 7. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_metadata_rule_applied.
FC-S5-TASK-00917,S091,S091_full_sample_ATT_PE,phase1,Pair A,full_sample,382,ATT,PE,0.748,source_reported_latent_correlation,fornell_larcker_off_diagonal_latent_correlation,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,high,CAV005,S091.pdf Table 7 Fornell-Larcker criteria,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_standard_frozen_20260609.csv,generate_locked_output_prompt_after_model_scope_gate; do_not_reuse_pre_freeze_task_unit_outputs_as_final_full_corpus_claims,post_freeze_task_shell_prepared_model_runs_not_authorized,N=382 and ChatGPT-specific metadata applied; R2 beta column stores the same correlation values as source Table 7. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_metadata_rule_applied.
FC-S5-TASK-00918,S091,S091_full_sample_BI_FC,phase1,Pair A,full_sample,382,BI,FC,0.516,source_reported_latent_correlation,fornell_larcker_off_diagonal_latent_correlation,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,high,CAV005,S091.pdf Table 7 Fornell-Larcker criteria,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_standard_frozen_20260609.csv,generate_locked_output_prompt_after_model_scope_gate; do_not_reuse_pre_freeze_task_unit_outputs_as_final_full_corpus_claims,post_freeze_task_shell_prepared_model_runs_not_authorized,N=382 and ChatGPT-specific metadata applied; R2 beta column stores the same correlation values as source Table 7. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_metadata_rule_applied.
FC-S5-TASK-00919,S091,S091_full_sample_BI_PE,phase1,Pair A,full_sample,382,BI,PE,0.523,source_reported_latent_correlation,fornell_larcker_off_diagonal_latent_correlation,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,high,CAV005,S091.pdf Table 7 Fornell-Larcker criteria,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_standard_frozen_20260609.csv,generate_locked_output_prompt_after_model_scope_gate; do_not_reuse_pre_freeze_task_unit_outputs_as_final_full_corpus_claims,post_freeze_task_shell_prepared_model_runs_not_authorized,N=382 and ChatGPT-specific metadata applied; R2 beta column stores the same correlation values as source Table 7. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_metadata_rule_applied.
FC-S5-TASK-00920,S091,S091_full_sample_FC_PE,phase1,Pair A,full_sample,382,FC,PE,0.684,source_reported_latent_correlation,fornell_larcker_off_diagonal_latent_correlation,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,high,CAV005,S091.pdf Table 7 Fornell-Larcker criteria,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_standard_frozen_20260609.csv,generate_locked_output_prompt_after_model_scope_gate; do_not_reuse_pre_freeze_task_unit_outputs_as_final_full_corpus_claims,post_freeze_task_shell_prepared_model_runs_not_authorized,N=382 and ChatGPT-specific metadata applied; R2 beta column stores the same correlation values as source Table 7. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_metadata_rule_applied.
FC-S5-TASK-00921,S092,S092_BI_EE,phase2,Pair D,full_sample,526,BI,EE,0.224,beta_converted_peterson_brown,standardized_sem_path,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,high,CAV005,S092.pdf Table 3 perceived ease of participation to intention to use ChatGPT,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_standard_frozen_20260609.csv,generate_locked_output_prompt_after_model_scope_gate; do_not_reuse_pre_freeze_task_unit_outputs_as_final_full_corpus_claims,post_freeze_task_shell_prepared_model_runs_not_authorized,Freeze-audit correction: source beta 0.174 converted with r = beta + 0.05. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_frozen_reference.
FC-S5-TASK-00922,S092,S092_BI_PE,phase2,Pair D,full_sample,526,BI,PE,0.284,beta_converted_peterson_brown,standardized_sem_path,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,high,CAV005,S092.pdf Table 3 perceived usefulness to intention to use ChatGPT,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_standard_frozen_20260609.csv,generate_locked_output_prompt_after_model_scope_gate; do_not_reuse_pre_freeze_task_unit_outputs_as_final_full_corpus_claims,post_freeze_task_shell_prepared_model_runs_not_authorized,Freeze-audit correction: source beta 0.234 converted with r = beta + 0.05. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_frozen_reference.
FC-S5-TASK-00923,S092,S092_EE_PE,phase2,Pair D,full_sample,526,EE,PE,0.404,beta_converted_peterson_brown,standardized_sem_path,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,high,CAV005,S092.pdf Table 3 perceived ease of participation to perceived usefulness,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_standard_frozen_20260609.csv,generate_locked_output_prompt_after_model_scope_gate; do_not_reuse_pre_freeze_task_unit_outputs_as_final_full_corpus_claims,post_freeze_task_shell_prepared_model_runs_not_authorized,Freeze-audit correction: source beta 0.354 converted with r = beta + 0.05. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_frozen_reference.
