task_unit_id,study_id,construct_pair,evidence_family_current,denominator_family_current,reference_r_source,reference_evidence_type,caveat_ids,path_compatible_for_model_prompt,route_review_flag,recommended_step5_model_input_route,human_reference_value_changed
FC-S5-TASK-00961,S099,BI-EE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005;CAV007;ROW_CAVEAT,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-00962,S099,BI-SI,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005;CAV007;ROW_CAVEAT,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-00963,S099,BI-TRU,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005;CAV007;ROW_CAVEAT,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-00964,S099,EE-SE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005;CAV007;ROW_CAVEAT,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-00965,S099,EE-SI,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005;CAV007;ROW_CAVEAT,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-00966,S099,EE-TRU,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005;CAV007;ROW_CAVEAT,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-00967,S099,SE-SI,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005;CAV007;ROW_CAVEAT,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-00968,S099,SE-TRU,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005;CAV007;ROW_CAVEAT,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-00969,S099,SI-TRU,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005;CAV007;ROW_CAVEAT,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-00993,S104,ATT-BI,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-00994,S104,ATT-EE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-00995,S104,ATT-PE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-00996,S104,BI-PE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-00997,S104,BI-UB,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-00998,S104,EE-PE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-00999,S106,BI-EE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,coder_agreed_beta_converted_correlation,coder_agreed_beta_converted_correlation,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01000,S106,BI-FC,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,coder_agreed_beta_converted_correlation,coder_agreed_beta_converted_correlation,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01001,S106,BI-PE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,coder_agreed_beta_converted_correlation,coder_agreed_beta_converted_correlation,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01002,S106,BI-SI,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,coder_agreed_beta_converted_correlation,coder_agreed_beta_converted_correlation,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01003,S106,BI-UB,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,coder_agreed_beta_converted_correlation,coder_agreed_beta_converted_correlation,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01004,S106,FC-UB,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,coder_agreed_beta_converted_correlation,coder_agreed_beta_converted_correlation,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01005,S107,BI-EE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,coder_agreed_beta_converted_correlation,coder_agreed_beta_converted_correlation,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01006,S107,BI-FC,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,coder_agreed_beta_converted_correlation,coder_agreed_beta_converted_correlation,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01007,S107,BI-PE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,coder_agreed_beta_converted_correlation,coder_agreed_beta_converted_correlation,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01008,S107,BI-SI,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,coder_agreed_beta_converted_correlation,coder_agreed_beta_converted_correlation,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01015,S112,BI-EE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01016,S112,BI-FC,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01017,S112,BI-PE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01018,S112,BI-SI,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01019,S112,EE-FC,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01020,S112,EE-PE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01021,S112,PE-SI,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01022,S113,BI-EE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01023,S113,BI-PE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01024,S113,BI-SE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_pearson_or_latent_correlation,source_reported_direct_correlation_or_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-01025,S113,EE-PE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_pearson_or_latent_correlation,source_reported_direct_correlation_or_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-01026,S113,EE-SE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_pearson_or_latent_correlation,source_reported_direct_correlation_or_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-01027,S113,PE-SE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_pearson_or_latent_correlation,source_reported_direct_correlation_or_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-01063,S117,ANX-BI,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted_from_original_beta,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01064,S117,ATT-BI,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted_from_original_beta,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01065,S117,BI-EE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted_from_original_beta,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01066,S117,BI-PE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted_from_original_beta,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01067,S117,BI-SE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted_from_original_beta,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01068,S117,BI-SI,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted_from_original_beta,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01069,S117,BI-TRU,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted_from_original_beta,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01080,S120,BI-EE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005;ROW_CAVEAT,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01081,S120,BI-FC,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005;ROW_CAVEAT,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01082,S120,BI-PE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005;ROW_CAVEAT,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01083,S120,BI-SI,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005;ROW_CAVEAT,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01084,S120,BI-UB,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005;ROW_CAVEAT,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01154,S124,BI-EE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,coder_agreed_beta_converted_correlation,coder_agreed_beta_converted_correlation,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01155,S124,BI-FC,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,coder_agreed_beta_converted_correlation,coder_agreed_beta_converted_correlation,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01156,S124,BI-PE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,coder_agreed_beta_converted_correlation,coder_agreed_beta_converted_correlation,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01157,S124,BI-SI,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,coder_agreed_beta_converted_correlation,coder_agreed_beta_converted_correlation,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01158,S124,BI-UB,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,coder_agreed_beta_converted_correlation,coder_agreed_beta_converted_correlation,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01159,S124,FC-UB,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,coder_agreed_beta_converted_correlation,coder_agreed_beta_converted_correlation,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01220,S129,BI-EE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01221,S129,BI-PE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01222,S129,BI-SI,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01223,S129,BI-UB,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01224,S129,EE-FC,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01225,S129,EE-PE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01226,S129,EE-SI,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01227,S129,EE-TRU,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01228,S129,PE-SI,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01239,S131,EE-UB,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01240,S131,FC-UB,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01241,S131,PE-UB,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01242,S131,SI-UB,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01258,S134,BI-EE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01259,S134,BI-FC,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01260,S134,BI-PE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01261,S134,BI-SI,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01262,S134,BI-UB,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01263,S134,FC-UB,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01372,S148,ATT-BI,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_pearson_or_latent_correlation,source_reported_direct_correlation_or_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-01373,S148,ATT-EE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_pearson_or_latent_correlation,source_reported_direct_correlation_or_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-01374,S148,ATT-PE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_pearson_or_latent_correlation,source_reported_direct_correlation_or_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-01375,S148,BI-UB,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_pearson_or_latent_correlation,source_reported_direct_correlation_or_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-01376,S148,EE-PE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_pearson_or_latent_correlation,source_reported_direct_correlation_or_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-01382,S150,BI-EE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01383,S150,BI-FC,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01384,S150,BI-PE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01385,S150,BI-SI,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01396,S152,ATT-BI,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01397,S152,BI-PE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01398,S152,BI-SE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01468,S158,BI-EE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,coder_agreed_beta_converted_correlation,coder_agreed_beta_converted_correlation,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01469,S158,BI-FC,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,coder_agreed_beta_converted_correlation,coder_agreed_beta_converted_correlation,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01470,S158,BI-PE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,coder_agreed_beta_converted_correlation,coder_agreed_beta_converted_correlation,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01471,S158,BI-SI,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,coder_agreed_beta_converted_correlation,coder_agreed_beta_converted_correlation,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01472,S158,BI-UB,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,coder_agreed_beta_converted_correlation,coder_agreed_beta_converted_correlation,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01473,S158,FC-UB,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,coder_agreed_beta_converted_correlation,coder_agreed_beta_converted_correlation,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01566,S166,BI-EE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005;CAV006;ROW_CAVEAT,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01567,S166,BI-PE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005;CAV006;ROW_CAVEAT,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01568,S166,BI-SI,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005;CAV006;ROW_CAVEAT,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01569,S166,BI-UB,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005;CAV006;ROW_CAVEAT,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01570,S166,FC-UB,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005;CAV006;ROW_CAVEAT,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01574,S168,BI-EE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005;CAV006;ROW_CAVEAT,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01575,S168,BI-FC,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005;CAV006;ROW_CAVEAT,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01576,S168,BI-PE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005;CAV006;ROW_CAVEAT,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01577,S168,BI-SI,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005;CAV006;ROW_CAVEAT,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01578,S168,BI-UB,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005;CAV006;ROW_CAVEAT,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01579,S168,FC-UB,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005;CAV006;ROW_CAVEAT,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01590,S170,ATT-BI,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01591,S170,ATT-PE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01592,S170,ATT-SI,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01593,S170,BI-PE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01594,S170,BI-SI,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01647,S175,ATT-BI,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,coder_agreed_beta_converted_correlation,coder_agreed_beta_converted_correlation,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
