task_unit_id,study_id,decision_id,analysis_record_id,review_priority,denominator_family,rerun_input_role,expert_review_decision,construct_pair,statistic_value,source_locator,source_location,pdf_path,pdf_text_pages_extracted,pdf_text_review_status,pdf_text_review_decision,pdf_page,matched_value_variant,construct_1_terms_found,construct_2_terms_found,source_type_terms_found,pdf_text_snippet
P2-TASK-03482,S154,R2R3-CORR-V2-03267,,P0_expert_review_numeric_or_masem,converted_or_model_derived_effect_size,sensitivity_only,retain_sensitivity_only_converted_input,BI-PE,0.635000,source_sheet_row=3268,,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S154.pdf,30,pdf_text_context_found_value_not_found,source_text_context_found_but_numeric_value_requires_manual_table_review,25,,intention to use|continuance intention,perceived usefulness|usefulness,PLS|SEM,"ksel, C. A. (2022). Interactivity, Inspiration, and Perceived Usefulness! How retail- ers’ AR apps improve consumer engagement through flow. Journal of Retailing and Consumer Services, 64, 102756. Ashrafi, A., Zareravasan, A., Rabiee Savoji, S., & Amani, M. (2022). Exploring factors influencing stu- dents’ continuance intention to use the learning management system (LMS): A multi-perspective framework. Interactive Learning Environments, 30(8), 1475-1497. Aw, E. C. X., Basha, N. K., Ng, S. I., & Sambasivan, M. (2019). To grab or not to grab? The role of trust and perceived value in on-demand ridesharing services. Asia Pacific Journal of Marketing and Logistics, 31(5), 1442-1465. Aydın, Ö., & Karaarslan, E. (2023). Is ChatGPT leading generative AI? What is beyond expectations? What is beyond expectations? Baby, A., & Kannammal, A. (2020). Network Path Analysis for developing an enhanced TAM model: A user-centric e-learning perspective. Computers in Human Behavior, 107, 106081. Balakrishnan, J., Abed, S. S., & Jones, P. (2022)."
P2-TASK-03484,S154,R2R3-CORR-V2-03269,,P0_expert_review_numeric_or_masem,converted_or_model_derived_effect_size,sensitivity_only,retain_sensitivity_only_converted_input,BI-SI,0.550000,source_sheet_row=3270,,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S154.pdf,30,pdf_text_value_found_pair_terms_not_on_best_page,source_text_value_found_requires_manual_pair_alignment,14,0.55,,,,"ading, reliability, convergent validity and divergent validity of study’s constructs 12180 Construct with items and adopted source Mean S.D Skewness Kurtosis Factor loading CA CR AVE 13 Perceived Ease of Use (PEU) (Davis, 1989) 5.061 0.957 -0.017 1.963 0.872 0.904 0.612 PEU1: ChatGPT would be flexible and easy to use -0.55 1.161 0.761 PEU2: ChatGPT would be easy to access for my studies -0.51 1.002 0.831 PEU3: It would be easy and clear to interact with ChatGPT -0.432 1.255 0.820 PEU4: I believe skills needed to use ChatGPT is easy -0.247 0.56 0.701 PEU5: It would be easy to access study-related information from ChatGPT -0.489 1.253 0.785 PEU6: It would be easier to get things done and solve queries using ChatGPT than if not -0.286 0.259 0.791 using it Perceived usefulness (PU) (Davis, 1989) 4.748 1.201 -0.433 3.400 0.918 0.939 0.758 PU1: ChatGPT is useful for my studies -0.292 0.128 0.876 PU2: I feel that if I used ChatGPT, I would learn better -0.472 0.038 0.891 PU3: ChatGPT would answer all my queries and provides answers"
P2-TASK-03486,S154,R2R3-CORR-V2-03271,,P0_expert_review_numeric_or_masem,converted_or_model_derived_effect_size,sensitivity_only,retain_sensitivity_only_converted_input,BI-TRU,0.699000,source_sheet_row=3272,,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S154.pdf,30,pdf_text_value_found_pair_terms_not_on_best_page,source_text_value_found_requires_manual_pair_alignment,17,0.7,,,SEM,"ant validity was assessed by calculating the square root of the average variance extracted (AVE) (Gonzalez-Tamayo et al., 2023). The CA values for the variables ranged from 0.86 to 0.94, while the CR values for the constructs ranged from 0.90 to 0.96 (as presented in Table 2). These values exceeded the cutoff value of 0.7 (Hair et al., 2011), indicating high internal reliability. Moreover, the AVE values for all constructs surpassed the threshold of 0.5 (Hair et al., 2011) (Table 2). Discriminant validity was confirmed by compar- ing the square root values of AVE with the correlations between each construct, both horizontally and vertically (as indicated in bold on the diagonal in Table 3) and none of the correlations were higher than the square root values of AVE. 5.4 Common method bias Before proceeding with hypothesis testing using SEM, an assessment of common method bias was conducted as a final step. Common method bias can be present in self-reported surveys, and measures were taken to mitigate this bias through proced"
P2-TASK-03487,S154,R2R3-CORR-V2-03272,,P0_expert_review_numeric_or_masem,converted_or_model_derived_effect_size,sensitivity_only,retain_sensitivity_only_converted_input,BI-UB,0.620000,source_sheet_row=3273,,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S154.pdf,30,pdf_text_value_found_pair_terms_not_on_best_page,source_text_value_found_requires_manual_pair_alignment,15,0.620,,,,"idual learning needs 0.066 0.447 0.829 PSN2: ChatGPT would provide learning information based on my personal needs -0.307 0.221 0.888 PSN3: I feel that ChatGPT provide learning materials as per my individual needs -0.223 0.489 0.881 Perceived Intelligence (PI) (Pillai et al., 2023) 4.185 1.055 -0.331 0.742 0.842 0.891 0.620 PI1: ChatGPT is competent for teaching -0.176 0.338 0.789 PI2: ChatGPT is knowledgeable to answer my queries -0.042 0.086 0.828 PI3: ChatGPT would assist me in learning -0.877 2.335 0.763 PI4: I feel that ChatGPT is intelligent as a teacher in class 0.23 -0.409 0.756 PI5: I feel that ChatGPT gives sensible answers -0.505 0.661 0.8 Adoption Intention (AI) (Tarhini et al., 2017) 4.870 1.121 -0.299 0.518 0.914 0.937 0.750 AI1: I intend to use the ChatGPT for my studies and exam if my college allows this -0.473 0.155 0.863 Education and Information Technologies (2024) 29:12167-12195 AI2: Given a chance, I intend to use ChatGPT to answer my queries related to the study -0.407 0.36 0.904 AI3: I feel that I woul"
P2-TASK-03488,S154,R2R3-CORR-V2-03273,,P0_expert_review_numeric_or_masem,converted_or_model_derived_effect_size,sensitivity_only,retain_sensitivity_only_converted_input,EE-FC,0.237000,source_sheet_row=3274,,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S154.pdf,30,pdf_text_context_found_value_not_found,source_text_context_found_but_numeric_value_requires_manual_table_review,16,,perceived ease of use|ease of use,,SEM,"n of AU was with AI (r = 0.75) and lowest with PT (r = 0.40), and this resonates with the above finding of mean values, which shows that the student’s trust is yet to be built on using ChatGPT in their education. Table 3 Variables correlations and discriminant validity 1 2 3 4 5 6 7 8 VIF 1. Actual usage (AU) 0.853 2. Perceived Ease of Use .557** 0.783 2.390 (PEU) 3. Perceived Usefulness .723** .706** 0.870 4.965 (PU) 4. Personalisation (PSN) .562** .431** .672** 0.866 2.822 5. Interactivity (IN) .619** .646** .764** .764** 0.810 3.885 6. Perceived Trust (PT) .402** .355** .443** .490** .483** 0.921 1.463 7. Perceived Intelligence .717** .538** .794** .594** .691** .493** 0.788 3.109 (PI) 8. Adoption Intentions .746** .594** .713** .523** .579** .400** .638** 0.853 2.208 (AI) ** Significant Correlation at the 0.01 level (2-tailed) The bold diagonal represents the square root of AVE, as a measure of discriminant validity 13"
P2-TASK-03489,S154,R2R3-CORR-V2-03274,,P0_expert_review_numeric_or_masem,converted_or_model_derived_effect_size,sensitivity_only,retain_sensitivity_only_converted_input,EE-PE,0.548000,source_sheet_row=3275,,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S154.pdf,30,pdf_text_value_and_pair_terms_found,source_text_candidate_supports_pointer_value_requires_final_human_alignment_check,14,0.55,perceived ease of use|ease of use,perceived usefulness|usefulness|PU,,"ading, reliability, convergent validity and divergent validity of study’s constructs 12180 Construct with items and adopted source Mean S.D Skewness Kurtosis Factor loading CA CR AVE 13 Perceived Ease of Use (PEU) (Davis, 1989) 5.061 0.957 -0.017 1.963 0.872 0.904 0.612 PEU1: ChatGPT would be flexible and easy to use -0.55 1.161 0.761 PEU2: ChatGPT would be easy to access for my studies -0.51 1.002 0.831 PEU3: It would be easy and clear to interact with ChatGPT -0.432 1.255 0.820 PEU4: I believe skills needed to use ChatGPT is easy -0.247 0.56 0.701 PEU5: It would be easy to access study-related information from ChatGPT -0.489 1.253 0.785 PEU6: It would be easier to get things done and solve queries using ChatGPT than if not -0.286 0.259 0.791 using it Perceived usefulness (PU) (Davis, 1989) 4.748 1.201 -0.433 3.400 0.918 0.939 0.758 PU1: ChatGPT is useful for my studies -0.292 0.128 0.876 PU2: I feel that if I used ChatGPT, I would learn better -0.472 0.038 0.891 PU3: ChatGPT would answer all my queries and provides answers"
P2-TASK-03491,S154,R2R3-CORR-V2-03276,,P0_expert_review_numeric_or_masem,converted_or_model_derived_effect_size,sensitivity_only,retain_sensitivity_only_converted_input,EE-SI,0.394000,source_sheet_row=3277,,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S154.pdf,30,pdf_text_value_found_pair_terms_not_on_best_page,source_text_value_found_requires_manual_pair_alignment,13,0.4,perceived ease of use|ease of use,,," AI construct, while AU contained four-item scales. The survey instrument items were used from past studies as illustrated in Table 2. Also the factor loading of each items are presented in Table 2. All the items of the constructs were retained except for AI, where one item was removed due to lower factor loading than 0.4. Before data collection, a priori sample size was calculated using an online calculator suggested by Soper (2021) for structural equation modelling to iden- tify the appropriate sample size needed for this study. Considering an antici- pated effect size of 0.4, which is commonly used as the average effect in educa- tional research (Cohen, 1988), the calculator recommended a sample size of 89. After this estimation on required sample size and obtaining ethics approval for the study, the data collection was initiated. To recruit participants, the survey links were posted on public social media platforms. Participants were required to meet two inclusion criteria: (1) being an undergraduate or postgraduate stud"
P2-TASK-03493,S154,R2R3-CORR-V2-03278,,P0_expert_review_numeric_or_masem,converted_or_model_derived_effect_size,sensitivity_only,retain_sensitivity_only_converted_input,EE-TRU,0.481000,source_sheet_row=3279,,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S154.pdf,30,pdf_text_value_found_pair_terms_not_on_best_page,source_text_value_found_requires_manual_pair_alignment,17,0.5,,,SEM,"A values for the variables ranged from 0.86 to 0.94, while the CR values for the constructs ranged from 0.90 to 0.96 (as presented in Table 2). These values exceeded the cutoff value of 0.7 (Hair et al., 2011), indicating high internal reliability. Moreover, the AVE values for all constructs surpassed the threshold of 0.5 (Hair et al., 2011) (Table 2). Discriminant validity was confirmed by compar- ing the square root values of AVE with the correlations between each construct, both horizontally and vertically (as indicated in bold on the diagonal in Table 3) and none of the correlations were higher than the square root values of AVE. 5.4 Common method bias Before proceeding with hypothesis testing using SEM, an assessment of common method bias was conducted as a final step. Common method bias can be present in self-reported surveys, and measures were taken to mitigate this bias through procedural and statistical approaches (Olarewaju et al., 2023). Procedurally, par- ticipants were assured of the anonymity and confidentiali"
P2-TASK-03494,S154,R2R3-CORR-V2-03279,,P0_expert_review_numeric_or_masem,converted_or_model_derived_effect_size,sensitivity_only,retain_sensitivity_only_converted_input,EE-UB,0.464000,source_sheet_row=3280,,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S154.pdf,30,pdf_text_value_found_pair_terms_not_on_best_page,source_text_value_found_requires_manual_pair_alignment,17,0.5,,,SEM,"A values for the variables ranged from 0.86 to 0.94, while the CR values for the constructs ranged from 0.90 to 0.96 (as presented in Table 2). These values exceeded the cutoff value of 0.7 (Hair et al., 2011), indicating high internal reliability. Moreover, the AVE values for all constructs surpassed the threshold of 0.5 (Hair et al., 2011) (Table 2). Discriminant validity was confirmed by compar- ing the square root values of AVE with the correlations between each construct, both horizontally and vertically (as indicated in bold on the diagonal in Table 3) and none of the correlations were higher than the square root values of AVE. 5.4 Common method bias Before proceeding with hypothesis testing using SEM, an assessment of common method bias was conducted as a final step. Common method bias can be present in self-reported surveys, and measures were taken to mitigate this bias through procedural and statistical approaches (Olarewaju et al., 2023). Procedurally, par- ticipants were assured of the anonymity and confidentiali"
P2-TASK-03495,S154,R2R3-CORR-V2-03280,,P0_expert_review_numeric_or_masem,converted_or_model_derived_effect_size,sensitivity_only,retain_sensitivity_only_converted_input,FC-PE,0.194000,source_sheet_row=3281,,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S154.pdf,30,pdf_text_context_found_value_not_found,source_text_context_found_but_numeric_value_requires_manual_table_review,1,,,perceived usefulness|usefulness|PU,SEM,"08 participants, comprising both undergraduate and postgraduate students enrolled in public and private univer- sities in Vietnam. The findings indicated that students’ inclination to adopt ChatGPT (referred to as adoption intention or AI) was influenced by their perception of its user-friendliness (PEU). However, the perceived usefulness (PU) of ChatGPT did not have a direct impact on students’ adoption intention; instead, it had an indirect influence through personalisation (with a positive effect) and interactivity (with a negative effect). Importantly, there was no significant indirect effect of PU on AI mediated by perceived trust and perceived intelligence. This study is one of the ini- tial empirical inquiries into ChatGPT adoption within an Asian context, providing valuable insights in this emerging area of research. As the use of ChatGPT by stu- dents becomes increasingly inevitable, educational institutions should carefully con- sider integrating it into the assessment process. It is crucial to design assessments t"
P2-TASK-03497,S154,R2R3-CORR-V2-03282,,P0_expert_review_numeric_or_masem,converted_or_model_derived_effect_size,sensitivity_only,retain_sensitivity_only_converted_input,FC-SI,0.459000,source_sheet_row=3283,,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S154.pdf,30,pdf_text_value_found_pair_terms_not_on_best_page,source_text_value_found_requires_manual_pair_alignment,17,0.5,,,SEM,"A values for the variables ranged from 0.86 to 0.94, while the CR values for the constructs ranged from 0.90 to 0.96 (as presented in Table 2). These values exceeded the cutoff value of 0.7 (Hair et al., 2011), indicating high internal reliability. Moreover, the AVE values for all constructs surpassed the threshold of 0.5 (Hair et al., 2011) (Table 2). Discriminant validity was confirmed by compar- ing the square root values of AVE with the correlations between each construct, both horizontally and vertically (as indicated in bold on the diagonal in Table 3) and none of the correlations were higher than the square root values of AVE. 5.4 Common method bias Before proceeding with hypothesis testing using SEM, an assessment of common method bias was conducted as a final step. Common method bias can be present in self-reported surveys, and measures were taken to mitigate this bias through procedural and statistical approaches (Olarewaju et al., 2023). Procedurally, par- ticipants were assured of the anonymity and confidentiali"
P2-TASK-03499,S154,R2R3-CORR-V2-03284,,P0_expert_review_numeric_or_masem,converted_or_model_derived_effect_size,sensitivity_only,retain_sensitivity_only_converted_input,FC-TRU,0.407000,source_sheet_row=3285,,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S154.pdf,30,pdf_text_value_found_pair_terms_not_on_best_page,source_text_value_found_requires_manual_pair_alignment,13,0.4,,trust,," AI construct, while AU contained four-item scales. The survey instrument items were used from past studies as illustrated in Table 2. Also the factor loading of each items are presented in Table 2. All the items of the constructs were retained except for AI, where one item was removed due to lower factor loading than 0.4. Before data collection, a priori sample size was calculated using an online calculator suggested by Soper (2021) for structural equation modelling to iden- tify the appropriate sample size needed for this study. Considering an antici- pated effect size of 0.4, which is commonly used as the average effect in educa- tional research (Cohen, 1988), the calculator recommended a sample size of 89. After this estimation on required sample size and obtaining ethics approval for the study, the data collection was initiated. To recruit participants, the survey links were posted on public social media platforms. Participants were required to meet two inclusion criteria: (1) being an undergraduate or postgraduate stud"
P2-TASK-03500,S154,R2R3-CORR-V2-03285,,P0_expert_review_numeric_or_masem,converted_or_model_derived_effect_size,sensitivity_only,retain_sensitivity_only_converted_input,FC-UB,0.154000,source_sheet_row=3286,,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S154.pdf,30,pdf_text_context_found_value_not_found,source_text_context_found_but_numeric_value_requires_manual_table_review,24,,,usage behaviour,SEM,"actual adoption intentions and usage patterns of ChatGPT may not have been fully captured. To address this limitation, future research could employ mixed methods approaches that combine surveys with interviews or observational data collection. This would allow for a more comprehensive understanding of students’ actual usage behaviours and experiences with ChatGPT. Thirdly, future studies could consider comparative research between different countries or different cohorts of students (e.g., school versus university) to examine potential variations in ChatGPT adoption intentions and usage. Next, the limited familiarity with ChatGPT could potentially have influenced students’ perceptions and adoption intentions in several ways. Stu- dents who are less familiar with the technology may rely more on initial impressions or preconceived notions, which could shape their attitudes and intentions. Hence, this limited familiarity of students in our study is a snapshot of their initial expe- riences and future research could explore deep"
P2-TASK-03502,S154,R2R3-CORR-V2-03287,,P0_expert_review_numeric_or_masem,converted_or_model_derived_effect_size,sensitivity_only,retain_sensitivity_only_converted_input,PE-SI,0.437000,source_sheet_row=3288,,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S154.pdf,30,pdf_text_value_found_pair_terms_not_on_best_page,source_text_value_found_requires_manual_pair_alignment,13,0.4,perceived usefulness|usefulness|PU,,," AI construct, while AU contained four-item scales. The survey instrument items were used from past studies as illustrated in Table 2. Also the factor loading of each items are presented in Table 2. All the items of the constructs were retained except for AI, where one item was removed due to lower factor loading than 0.4. Before data collection, a priori sample size was calculated using an online calculator suggested by Soper (2021) for structural equation modelling to iden- tify the appropriate sample size needed for this study. Considering an antici- pated effect size of 0.4, which is commonly used as the average effect in educa- tional research (Cohen, 1988), the calculator recommended a sample size of 89. After this estimation on required sample size and obtaining ethics approval for the study, the data collection was initiated. To recruit participants, the survey links were posted on public social media platforms. Participants were required to meet two inclusion criteria: (1) being an undergraduate or postgraduate stud"
P2-TASK-03504,S154,R2R3-CORR-V2-03289,,P0_expert_review_numeric_or_masem,converted_or_model_derived_effect_size,sensitivity_only,retain_sensitivity_only_converted_input,PE-TRU,0.525000,source_sheet_row=3290,,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S154.pdf,30,pdf_text_value_found_pair_terms_not_on_best_page,source_text_value_found_requires_manual_pair_alignment,17,0.5,,,SEM,"A values for the variables ranged from 0.86 to 0.94, while the CR values for the constructs ranged from 0.90 to 0.96 (as presented in Table 2). These values exceeded the cutoff value of 0.7 (Hair et al., 2011), indicating high internal reliability. Moreover, the AVE values for all constructs surpassed the threshold of 0.5 (Hair et al., 2011) (Table 2). Discriminant validity was confirmed by compar- ing the square root values of AVE with the correlations between each construct, both horizontally and vertically (as indicated in bold on the diagonal in Table 3) and none of the correlations were higher than the square root values of AVE. 5.4 Common method bias Before proceeding with hypothesis testing using SEM, an assessment of common method bias was conducted as a final step. Common method bias can be present in self-reported surveys, and measures were taken to mitigate this bias through procedural and statistical approaches (Olarewaju et al., 2023). Procedurally, par- ticipants were assured of the anonymity and confidentiali"
P2-TASK-03505,S154,R2R3-CORR-V2-03290,,P0_expert_review_numeric_or_masem,converted_or_model_derived_effect_size,sensitivity_only,retain_sensitivity_only_converted_input,PE-UB,0.620000,source_sheet_row=3291,,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S154.pdf,30,pdf_text_value_found_pair_terms_not_on_best_page,source_text_value_found_requires_manual_pair_alignment,15,0.620,,,,"idual learning needs 0.066 0.447 0.829 PSN2: ChatGPT would provide learning information based on my personal needs -0.307 0.221 0.888 PSN3: I feel that ChatGPT provide learning materials as per my individual needs -0.223 0.489 0.881 Perceived Intelligence (PI) (Pillai et al., 2023) 4.185 1.055 -0.331 0.742 0.842 0.891 0.620 PI1: ChatGPT is competent for teaching -0.176 0.338 0.789 PI2: ChatGPT is knowledgeable to answer my queries -0.042 0.086 0.828 PI3: ChatGPT would assist me in learning -0.877 2.335 0.763 PI4: I feel that ChatGPT is intelligent as a teacher in class 0.23 -0.409 0.756 PI5: I feel that ChatGPT gives sensible answers -0.505 0.661 0.8 Adoption Intention (AI) (Tarhini et al., 2017) 4.870 1.121 -0.299 0.518 0.914 0.937 0.750 AI1: I intend to use the ChatGPT for my studies and exam if my college allows this -0.473 0.155 0.863 Education and Information Technologies (2024) 29:12167-12195 AI2: Given a chance, I intend to use ChatGPT to answer my queries related to the study -0.407 0.36 0.904 AI3: I feel that I woul"
P2-TASK-03511,S154,R2R3-CORR-V2-03296,,P0_expert_review_numeric_or_masem,converted_or_model_derived_effect_size,sensitivity_only,retain_sensitivity_only_converted_input,SI-TRU,0.509000,source_sheet_row=3297,,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S154.pdf,30,pdf_text_value_found_pair_terms_not_on_best_page,source_text_value_found_requires_manual_pair_alignment,14,0.51,,trust,,"’s constructs 12180 Construct with items and adopted source Mean S.D Skewness Kurtosis Factor loading CA CR AVE 13 Perceived Ease of Use (PEU) (Davis, 1989) 5.061 0.957 -0.017 1.963 0.872 0.904 0.612 PEU1: ChatGPT would be flexible and easy to use -0.55 1.161 0.761 PEU2: ChatGPT would be easy to access for my studies -0.51 1.002 0.831 PEU3: It would be easy and clear to interact with ChatGPT -0.432 1.255 0.820 PEU4: I believe skills needed to use ChatGPT is easy -0.247 0.56 0.701 PEU5: It would be easy to access study-related information from ChatGPT -0.489 1.253 0.785 PEU6: It would be easier to get things done and solve queries using ChatGPT than if not -0.286 0.259 0.791 using it Perceived usefulness (PU) (Davis, 1989) 4.748 1.201 -0.433 3.400 0.918 0.939 0.758 PU1: ChatGPT is useful for my studies -0.292 0.128 0.876 PU2: I feel that if I used ChatGPT, I would learn better -0.472 0.038 0.891 PU3: ChatGPT would answer all my queries and provides answers as per my expectations -0.157 0.141 0.781 PU4: ChatGPT would help me t"
P2-TASK-03512,S154,R2R3-CORR-V2-03297,,P0_expert_review_numeric_or_masem,converted_or_model_derived_effect_size,sensitivity_only,retain_sensitivity_only_converted_input,SI-UB,0.406000,source_sheet_row=3298,,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S154.pdf,30,pdf_text_value_found_pair_terms_not_on_best_page,source_text_value_found_requires_manual_pair_alignment,13,0.4,,,," AI construct, while AU contained four-item scales. The survey instrument items were used from past studies as illustrated in Table 2. Also the factor loading of each items are presented in Table 2. All the items of the constructs were retained except for AI, where one item was removed due to lower factor loading than 0.4. Before data collection, a priori sample size was calculated using an online calculator suggested by Soper (2021) for structural equation modelling to iden- tify the appropriate sample size needed for this study. Considering an antici- pated effect size of 0.4, which is commonly used as the average effect in educa- tional research (Cohen, 1988), the calculator recommended a sample size of 89. After this estimation on required sample size and obtaining ethics approval for the study, the data collection was initiated. To recruit participants, the survey links were posted on public social media platforms. Participants were required to meet two inclusion criteria: (1) being an undergraduate or postgraduate stud"
P2-TASK-03515,S154,R2R3-CORR-V2-03300,,P0_expert_review_numeric_or_masem,converted_or_model_derived_effect_size,sensitivity_only,retain_sensitivity_only_converted_input,TRU-UB,0.464000,source_sheet_row=3301,,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S154.pdf,30,pdf_text_value_found_pair_terms_not_on_best_page,source_text_value_found_requires_manual_pair_alignment,17,0.5,,,SEM,"A values for the variables ranged from 0.86 to 0.94, while the CR values for the constructs ranged from 0.90 to 0.96 (as presented in Table 2). These values exceeded the cutoff value of 0.7 (Hair et al., 2011), indicating high internal reliability. Moreover, the AVE values for all constructs surpassed the threshold of 0.5 (Hair et al., 2011) (Table 2). Discriminant validity was confirmed by compar- ing the square root values of AVE with the correlations between each construct, both horizontally and vertically (as indicated in bold on the diagonal in Table 3) and none of the correlations were higher than the square root values of AVE. 5.4 Common method bias Before proceeding with hypothesis testing using SEM, an assessment of common method bias was conducted as a final step. Common method bias can be present in self-reported surveys, and measures were taken to mitigate this bias through procedural and statistical approaches (Olarewaju et al., 2023). Procedurally, par- ticipants were assured of the anonymity and confidentiali"
P2-TASK-03516,S170,R2R3-CORR-V2-03301,,P0_expert_review_numeric_or_masem,converted_or_model_derived_effect_size,sensitivity_only,retain_sensitivity_only_converted_input,ANX-ATT,0.645000,source_sheet_row=3302,,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S170.pdf,26,pdf_text_context_found_value_not_found,source_text_context_found_but_numeric_value_requires_manual_table_review,23,,anxiety,attitude|attitudes,PLS|SEM,"02.2013.832129 Kock, N., & Lynn, G. S. (2012). Lateral collinearity and misleading results in variance-based SEM: An illustration and recom- mendations. Journal of the Association for Information Systems, 13(7), 546-580. https://doi.org/10.17705/1jais.00302 Koohang, A. A. (1989). A study of attitudes toward computers: Anxiety, confidence, liking and perception of useful- ness. Journal of Research on Computing in Education, 22(2), 137-150. https://doi.org/10.1080/08886504.1989. 10781909 Latifi, S., Noroozi, O., & Talaee, E. (2020). Worked example or scripting? Fostering students’ online argumentative peer feedback, essay writing and learning. Interact. Interactive Learning Environments, 31(2), 655-669. https://doi. org/10.1080/10494820.2020.1799032 Lewis, J., & Wood-Robinson, C. (2000). Genes, chromosomes, cell division and inheritance-Do students see any rela- tionship? International Journal of Science Education, 22(2), 177-195. https://doi.org/10.1080/095006900289949 Lin, H. C., Tu, Y. F., Hwang, G. J., & Huang, H. (2021). "
P2-TASK-03518,S170,R2R3-CORR-V2-03303,,P0_expert_review_numeric_or_masem,converted_or_model_derived_effect_size,sensitivity_only,retain_sensitivity_only_converted_input,ANX-BI,0.597000,source_sheet_row=3304,,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S170.pdf,26,pdf_text_value_found_pair_terms_not_on_best_page,source_text_value_found_requires_manual_pair_alignment,13,0.60,,behavioral intention|BI,path coefficient|path coefficients|structural model,"ET AL. 5.2. Confirmatory composite analysis A subset of three criteria was used to assess construct reliability and validity: indicator reliability, com- posite reliability (CR), Cronbach’s alpha (a), and average variance extracted (AVE) (Hair et al., 2010, 2022, Molefi & Ayanwale, 2023). A factor loading of more than 0.60 is considered substantial by Adelana et al. (2023b), Bagozzi (1981), and Hair et al. (2010). Nonetheless, some manifest variables (PB2 ¼ 0.402, SN1 ¼ 0.207, and BI3 ¼ 0.496) had outer loadings below 0.60 in the model, resulting in low AVE values. In this sense, items with loadings below 0.60 were considered unreliable for measuring constructs. In this regard, such items are excluded from the hypothesized model since they cannot be used to test it. Following the removal of these items, the AVEs displayed results above 0.50. Additionally, Ayanwale et al., 2023a; Amusa & Ayanwale (2021); Anderson & Gerbing (1988); and Fornell & Larcker (1981) sug- gested a CR and a value of 0.70 as substantial for the assessm"
