analysis_record_id,analysis_set,analysis_role,input_id,source_decision_id,source_pair,study_id,construct_1,construct_2,construct_pair,construct_pair_canonical,construct_pair_direction,r_value,r_numeric,r_abs,r_source,statistic_family,evidence_type,is_source_reported_or_direct,is_model_derived_or_converted,include_primary,include_expanded,include_sensitivity,sample_size,sample_size_numeric,country,education_level,user_role,ai_type,common_method_bias,theoretical_framework,significance,confidence,consensus_basis,conversion_rule,override_rule,source_location,source_artifact,source_locator,notes,freeze_tier,include_primary_model_ready,freeze_decision,substitution_scenario,substitution_action,substitution_source_task_unit_id,substitution_review_priority,substitution_model_id,substitution_original_r_numeric,substitution_r_numeric,substitution_delta,sample_size_original,sample_size_numeric_original,sample_size_reconciliation_status,sample_size_reconciliation_source,sample_size_reconciliation_rule,sample_size_reconciliation_note,masem_n_weighted_eligibility,sample_size_pdf_override_original_status,sample_size_pdf_override_value,sample_size_pdf_override_source,sample_size_pdf_override_status,sample_size_pdf_override_note
P1-PRIMARY-00805,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-01286,R2R3-DIFF-V2-0581,R2_R3,S121,BI,SI,BI-SI,BI-SI,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.66,0.66,0.66,direct,human_consensus_direct_r_field_placement,one_coder_only,1,0,1,1,0,3094,3094.0,Austrian,mixed,student,generative,addressed,,p<.001,human_final_by_instruction,user_confirmed_r2_value_final_consensus_20260605,r2_direct_value_recorded_in_beta_field,R2_value_final_no_matching_matrix_row_included_as_direct_r,source=direct; beta=0.66; sig=p<.001,<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Review_Packets_20260530/AI_Adoption_R2_R3_Phase2_disagreements_recomputed_20260530.csv,csv_row=582,"R2 value treated as final consensus by 2026-06-05 instruction; no matching consensus matrix row was available, so this R2 numeric value is included directly.",frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_trace_review,P2-TASK-08518,P1_source_or_human_disagreement_review,,0.660000,0.660000,0.000000,3094,3094.0,retained_existing_input_n,R2R3-DIFF-V2-0581,preserve_existing_sample_size,Existing rerun-input sample size retained; no raw workbook overwrite.,include_n_weighted_masem,retained_existing_input_n,,,not_needed_existing_source_supported_n,Existing numeric N retained.
P1-PRIMARY-00806,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-01287,R2R3-DIFF-V2-0582,R2_R3,S121,BI,TRU,BI-TRU,BI-TRU,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.34,0.34,0.34,direct,human_consensus_direct_r_field_placement,one_coder_only,1,0,1,1,0,3094,3094.0,Austrian,mixed,student,generative,addressed,,p<.001,human_final_by_instruction,user_confirmed_r2_value_final_consensus_20260605,r2_direct_value_recorded_in_beta_field,R2_value_final_no_matching_matrix_row_included_as_direct_r,source=direct; beta=0.34; sig=p<.001,<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Review_Packets_20260530/AI_Adoption_R2_R3_Phase2_disagreements_recomputed_20260530.csv,csv_row=583,"R2 value treated as final consensus by 2026-06-05 instruction; no matching consensus matrix row was available, so this R2 numeric value is included directly.",frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_trace_review,P2-TASK-08519,P1_source_or_human_disagreement_review,,0.340000,0.340000,0.000000,3094,3094.0,retained_existing_input_n,R2R3-DIFF-V2-0582,preserve_existing_sample_size,Existing rerun-input sample size retained; no raw workbook overwrite.,include_n_weighted_masem,retained_existing_input_n,,,not_needed_existing_source_supported_n,Existing numeric N retained.
P1-PRIMARY-00807,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-01288,R2R3-DIFF-V2-0583,R2_R3,S121,BI,UB,BI-UB,BI-UB,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.58,0.58,0.58,direct,human_consensus_direct_r_field_placement,one_coder_only,1,0,1,1,0,3094,3094.0,Austrian,mixed,student,generative,addressed,,p<.001,human_final_by_instruction,user_confirmed_r2_value_final_consensus_20260605,r2_direct_value_recorded_in_beta_field,R2_value_final_no_matching_matrix_row_included_as_direct_r,source=direct; beta=0.58; sig=p<.001,<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Review_Packets_20260530/AI_Adoption_R2_R3_Phase2_disagreements_recomputed_20260530.csv,csv_row=584,"R2 value treated as final consensus by 2026-06-05 instruction; no matching consensus matrix row was available, so this R2 numeric value is included directly.",frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_trace_review,P2-TASK-08520,P1_source_or_human_disagreement_review,,0.580000,0.580000,0.000000,3094,3094.0,retained_existing_input_n,R2R3-DIFF-V2-0583,preserve_existing_sample_size,Existing rerun-input sample size retained; no raw workbook overwrite.,include_n_weighted_masem,retained_existing_input_n,,,not_needed_existing_source_supported_n,Existing numeric N retained.
P1-PRIMARY-00808,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-01289,R2R3-DIFF-V2-0584,R2_R3,S121,EE,FC,EE-FC,EE-FC,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.72,0.72,0.72,direct,human_consensus_direct_r_field_placement,one_coder_only,1,0,1,1,0,3094,3094.0,Austrian,mixed,student,generative,addressed,,p<.001,human_final_by_instruction,user_confirmed_r2_value_final_consensus_20260605,r2_direct_value_recorded_in_beta_field,R2_value_final_no_matching_matrix_row_included_as_direct_r,source=direct; beta=0.72; sig=p<.001,<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Review_Packets_20260530/AI_Adoption_R2_R3_Phase2_disagreements_recomputed_20260530.csv,csv_row=585,"R2 value treated as final consensus by 2026-06-05 instruction; no matching consensus matrix row was available, so this R2 numeric value is included directly.",frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_trace_review,P2-TASK-08521,P1_source_or_human_disagreement_review,,0.720000,0.720000,0.000000,3094,3094.0,retained_existing_input_n,R2R3-DIFF-V2-0584,preserve_existing_sample_size,Existing rerun-input sample size retained; no raw workbook overwrite.,include_n_weighted_masem,retained_existing_input_n,,,not_needed_existing_source_supported_n,Existing numeric N retained.
P1-PRIMARY-00809,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-01290,R2R3-DIFF-V2-0585,R2_R3,S121,EE,PE,EE-PE,EE-PE,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.62,0.62,0.62,direct,human_consensus_direct_r_field_placement,one_coder_only,1,0,1,1,0,3094,3094.0,Austrian,mixed,student,generative,addressed,,p<.001,human_final_by_instruction,user_confirmed_r2_value_final_consensus_20260605,r2_direct_value_recorded_in_beta_field,R2_value_final_no_matching_matrix_row_included_as_direct_r,source=direct; beta=0.62; sig=p<.001,<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Review_Packets_20260530/AI_Adoption_R2_R3_Phase2_disagreements_recomputed_20260530.csv,csv_row=586,"R2 value treated as final consensus by 2026-06-05 instruction; no matching consensus matrix row was available, so this R2 numeric value is included directly.",frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_trace_review,P2-TASK-08522,P1_source_or_human_disagreement_review,,0.620000,0.620000,0.000000,3094,3094.0,retained_existing_input_n,R2R3-DIFF-V2-0585,preserve_existing_sample_size,Existing rerun-input sample size retained; no raw workbook overwrite.,include_n_weighted_masem,retained_existing_input_n,,,not_needed_existing_source_supported_n,Existing numeric N retained.
P1-PRIMARY-00810,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-01291,R2R3-DIFF-V2-0586,R2_R3,S121,EE,SI,EE-SI,EE-SI,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.53,0.53,0.53,direct,human_consensus_direct_r_field_placement,one_coder_only,1,0,1,1,0,3094,3094.0,Austrian,mixed,student,generative,addressed,,p<.001,human_final_by_instruction,user_confirmed_r2_value_final_consensus_20260605,r2_direct_value_recorded_in_beta_field,R2_value_final_no_matching_matrix_row_included_as_direct_r,source=direct; beta=0.53; sig=p<.001,<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Review_Packets_20260530/AI_Adoption_R2_R3_Phase2_disagreements_recomputed_20260530.csv,csv_row=587,"R2 value treated as final consensus by 2026-06-05 instruction; no matching consensus matrix row was available, so this R2 numeric value is included directly.",frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_trace_review,P2-TASK-08523,P1_source_or_human_disagreement_review,,0.530000,0.530000,0.000000,3094,3094.0,retained_existing_input_n,R2R3-DIFF-V2-0586,preserve_existing_sample_size,Existing rerun-input sample size retained; no raw workbook overwrite.,include_n_weighted_masem,retained_existing_input_n,,,not_needed_existing_source_supported_n,Existing numeric N retained.
P1-PRIMARY-00811,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-01292,R2R3-DIFF-V2-0587,R2_R3,S121,EE,TRU,EE-TRU,EE-TRU,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.22,0.22,0.22,direct,human_consensus_direct_r_field_placement,one_coder_only,1,0,1,1,0,3094,3094.0,Austrian,mixed,student,generative,addressed,,p<.001,human_final_by_instruction,user_confirmed_r2_value_final_consensus_20260605,r2_direct_value_recorded_in_beta_field,R2_value_final_no_matching_matrix_row_included_as_direct_r,source=direct; beta=0.22; sig=p<.001,<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Review_Packets_20260530/AI_Adoption_R2_R3_Phase2_disagreements_recomputed_20260530.csv,csv_row=588,"R2 value treated as final consensus by 2026-06-05 instruction; no matching consensus matrix row was available, so this R2 numeric value is included directly.",frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_trace_review,P2-TASK-08524,P1_source_or_human_disagreement_review,,0.220000,0.220000,0.000000,3094,3094.0,retained_existing_input_n,R2R3-DIFF-V2-0587,preserve_existing_sample_size,Existing rerun-input sample size retained; no raw workbook overwrite.,include_n_weighted_masem,retained_existing_input_n,,,not_needed_existing_source_supported_n,Existing numeric N retained.
P1-PRIMARY-00812,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-01293,R2R3-DIFF-V2-0588,R2_R3,S121,EE,UB,EE-UB,EE-UB,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.39,0.39,0.39,direct,human_consensus_direct_r_field_placement,one_coder_only,1,0,1,1,0,3094,3094.0,Austrian,mixed,student,generative,addressed,,p<.001,human_final_by_instruction,user_confirmed_r2_value_final_consensus_20260605,r2_direct_value_recorded_in_beta_field,R2_value_final_no_matching_matrix_row_included_as_direct_r,source=direct; beta=0.39; sig=p<.001,<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Review_Packets_20260530/AI_Adoption_R2_R3_Phase2_disagreements_recomputed_20260530.csv,csv_row=589,"R2 value treated as final consensus by 2026-06-05 instruction; no matching consensus matrix row was available, so this R2 numeric value is included directly.",frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_trace_review,P2-TASK-08525,P1_source_or_human_disagreement_review,,0.390000,0.390000,0.000000,3094,3094.0,retained_existing_input_n,R2R3-DIFF-V2-0588,preserve_existing_sample_size,Existing rerun-input sample size retained; no raw workbook overwrite.,include_n_weighted_masem,retained_existing_input_n,,,not_needed_existing_source_supported_n,Existing numeric N retained.
P1-PRIMARY-00813,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-01294,R2R3-DIFF-V2-0589,R2_R3,S121,FC,PE,FC-PE,FC-PE,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.53,0.53,0.53,direct,human_consensus_direct_r_field_placement,one_coder_only,1,0,1,1,0,3094,3094.0,Austrian,mixed,student,generative,addressed,,p<.001,human_final_by_instruction,user_confirmed_r2_value_final_consensus_20260605,r2_direct_value_recorded_in_beta_field,R2_value_final_no_matching_matrix_row_included_as_direct_r,source=direct; beta=0.53; sig=p<.001,<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Review_Packets_20260530/AI_Adoption_R2_R3_Phase2_disagreements_recomputed_20260530.csv,csv_row=590,"R2 value treated as final consensus by 2026-06-05 instruction; no matching consensus matrix row was available, so this R2 numeric value is included directly.",frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_trace_review,P2-TASK-08526,P1_source_or_human_disagreement_review,,0.530000,0.530000,0.000000,3094,3094.0,retained_existing_input_n,R2R3-DIFF-V2-0589,preserve_existing_sample_size,Existing rerun-input sample size retained; no raw workbook overwrite.,include_n_weighted_masem,retained_existing_input_n,,,not_needed_existing_source_supported_n,Existing numeric N retained.
P1-PRIMARY-00814,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-01295,R2R3-DIFF-V2-0590,R2_R3,S121,FC,SI,FC-SI,FC-SI,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.49,0.49,0.49,direct,human_consensus_direct_r_field_placement,one_coder_only,1,0,1,1,0,3094,3094.0,Austrian,mixed,student,generative,addressed,,p<.001,human_final_by_instruction,user_confirmed_r2_value_final_consensus_20260605,r2_direct_value_recorded_in_beta_field,R2_value_final_no_matching_matrix_row_included_as_direct_r,source=direct; beta=0.49; sig=p<.001,<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Review_Packets_20260530/AI_Adoption_R2_R3_Phase2_disagreements_recomputed_20260530.csv,csv_row=591,"R2 value treated as final consensus by 2026-06-05 instruction; no matching consensus matrix row was available, so this R2 numeric value is included directly.",frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_trace_review,P2-TASK-08527,P1_source_or_human_disagreement_review,,0.490000,0.490000,0.000000,3094,3094.0,retained_existing_input_n,R2R3-DIFF-V2-0590,preserve_existing_sample_size,Existing rerun-input sample size retained; no raw workbook overwrite.,include_n_weighted_masem,retained_existing_input_n,,,not_needed_existing_source_supported_n,Existing numeric N retained.
P1-PRIMARY-00815,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-01296,R2R3-DIFF-V2-0591,R2_R3,S121,FC,UB,FC-UB,FC-UB,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.16,0.16,0.16,direct,human_consensus_direct_r_field_placement,one_coder_only,1,0,1,1,0,3094,3094.0,Austrian,mixed,student,generative,addressed,,p<.001,human_final_by_instruction,user_confirmed_r2_value_final_consensus_20260605,r2_direct_value_recorded_in_beta_field,R2_value_final_no_matching_matrix_row_included_as_direct_r,source=direct; beta=0.16; sig=p<.001,<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Review_Packets_20260530/AI_Adoption_R2_R3_Phase2_disagreements_recomputed_20260530.csv,csv_row=592,"R2 value treated as final consensus by 2026-06-05 instruction; no matching consensus matrix row was available, so this R2 numeric value is included directly.",frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_trace_review,P2-TASK-08528,P1_source_or_human_disagreement_review,,0.160000,0.160000,0.000000,3094,3094.0,retained_existing_input_n,R2R3-DIFF-V2-0591,preserve_existing_sample_size,Existing rerun-input sample size retained; no raw workbook overwrite.,include_n_weighted_masem,retained_existing_input_n,,,not_needed_existing_source_supported_n,Existing numeric N retained.
P1-PRIMARY-00816,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-01297,R2R3-DIFF-V2-0592,R2_R3,S121,PE,SE,PE-SE,PE-SE,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.29,0.29,0.29,direct,human_consensus_direct_r_field_placement,one_coder_only,1,0,1,1,0,3094,3094.0,Austrian,mixed,student,generative,addressed,,p<.001,human_final_by_instruction,user_confirmed_r2_value_final_consensus_20260605,r2_direct_value_recorded_in_beta_field,R2_value_final_no_matching_matrix_row_included_as_direct_r,source=direct; beta=0.29; sig=p<.001,<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Review_Packets_20260530/AI_Adoption_R2_R3_Phase2_disagreements_recomputed_20260530.csv,csv_row=593,"R2 value treated as final consensus by 2026-06-05 instruction; no matching consensus matrix row was available, so this R2 numeric value is included directly.",frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_trace_review,P2-TASK-08529,P1_source_or_human_disagreement_review,,0.290000,0.290000,0.000000,3094,3094.0,retained_existing_input_n,R2R3-DIFF-V2-0592,preserve_existing_sample_size,Existing rerun-input sample size retained; no raw workbook overwrite.,include_n_weighted_masem,retained_existing_input_n,,,not_needed_existing_source_supported_n,Existing numeric N retained.
P1-PRIMARY-00817,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-01298,R2R3-DIFF-V2-0593,R2_R3,S121,PE,SI,PE-SI,PE-SI,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.64,0.64,0.64,direct,human_consensus_direct_r_field_placement,one_coder_only,1,0,1,1,0,3094,3094.0,Austrian,mixed,student,generative,addressed,,p<.001,human_final_by_instruction,user_confirmed_r2_value_final_consensus_20260605,r2_direct_value_recorded_in_beta_field,R2_value_final_no_matching_matrix_row_included_as_direct_r,source=direct; beta=0.64; sig=p<.001,<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Review_Packets_20260530/AI_Adoption_R2_R3_Phase2_disagreements_recomputed_20260530.csv,csv_row=594,"R2 value treated as final consensus by 2026-06-05 instruction; no matching consensus matrix row was available, so this R2 numeric value is included directly.",frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_trace_review,P2-TASK-08530,P1_source_or_human_disagreement_review,,0.640000,0.640000,0.000000,3094,3094.0,retained_existing_input_n,R2R3-DIFF-V2-0593,preserve_existing_sample_size,Existing rerun-input sample size retained; no raw workbook overwrite.,include_n_weighted_masem,retained_existing_input_n,,,not_needed_existing_source_supported_n,Existing numeric N retained.
P1-PRIMARY-00818,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-01299,R2R3-DIFF-V2-0594,R2_R3,S121,PE,TRU,PE-TRU,PE-TRU,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.36,0.36,0.36,direct,human_consensus_direct_r_field_placement,one_coder_only,1,0,1,1,0,3094,3094.0,Austrian,mixed,student,generative,addressed,,p<.001,human_final_by_instruction,user_confirmed_r2_value_final_consensus_20260605,r2_direct_value_recorded_in_beta_field,R2_value_final_no_matching_matrix_row_included_as_direct_r,source=direct; beta=0.36; sig=p<.001,<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Review_Packets_20260530/AI_Adoption_R2_R3_Phase2_disagreements_recomputed_20260530.csv,csv_row=595,"R2 value treated as final consensus by 2026-06-05 instruction; no matching consensus matrix row was available, so this R2 numeric value is included directly.",frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_trace_review,P2-TASK-08531,P1_source_or_human_disagreement_review,,0.360000,0.360000,0.000000,3094,3094.0,retained_existing_input_n,R2R3-DIFF-V2-0594,preserve_existing_sample_size,Existing rerun-input sample size retained; no raw workbook overwrite.,include_n_weighted_masem,retained_existing_input_n,,,not_needed_existing_source_supported_n,Existing numeric N retained.
P1-PRIMARY-00819,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-01300,R2R3-DIFF-V2-0595,R2_R3,S121,PE,UB,PE-UB,PE-UB,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.47,0.47,0.47,direct,human_consensus_direct_r_field_placement,one_coder_only,1,0,1,1,0,3094,3094.0,Austrian,mixed,student,generative,addressed,,p<.001,human_final_by_instruction,user_confirmed_r2_value_final_consensus_20260605,r2_direct_value_recorded_in_beta_field,R2_value_final_no_matching_matrix_row_included_as_direct_r,source=direct; beta=0.47; sig=p<.001,<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Review_Packets_20260530/AI_Adoption_R2_R3_Phase2_disagreements_recomputed_20260530.csv,csv_row=596,"R2 value treated as final consensus by 2026-06-05 instruction; no matching consensus matrix row was available, so this R2 numeric value is included directly.",frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_trace_review,P2-TASK-08532,P1_source_or_human_disagreement_review,,0.470000,0.470000,0.000000,3094,3094.0,retained_existing_input_n,R2R3-DIFF-V2-0595,preserve_existing_sample_size,Existing rerun-input sample size retained; no raw workbook overwrite.,include_n_weighted_masem,retained_existing_input_n,,,not_needed_existing_source_supported_n,Existing numeric N retained.
P1-PRIMARY-00820,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-01301,R2R3-DIFF-V2-0596,R2_R3,S121,SI,TRU,SI-TRU,SI-TRU,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.23,0.23,0.23,direct,human_consensus_direct_r_field_placement,one_coder_only,1,0,1,1,0,3094,3094.0,Austrian,mixed,student,generative,addressed,,p<.001,human_final_by_instruction,user_confirmed_r2_value_final_consensus_20260605,r2_direct_value_recorded_in_beta_field,R2_value_final_no_matching_matrix_row_included_as_direct_r,source=direct; beta=0.23; sig=p<.001,<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Review_Packets_20260530/AI_Adoption_R2_R3_Phase2_disagreements_recomputed_20260530.csv,csv_row=597,"R2 value treated as final consensus by 2026-06-05 instruction; no matching consensus matrix row was available, so this R2 numeric value is included directly.",frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_trace_review,P2-TASK-08533,P1_source_or_human_disagreement_review,,0.230000,0.230000,0.000000,3094,3094.0,retained_existing_input_n,R2R3-DIFF-V2-0596,preserve_existing_sample_size,Existing rerun-input sample size retained; no raw workbook overwrite.,include_n_weighted_masem,retained_existing_input_n,,,not_needed_existing_source_supported_n,Existing numeric N retained.
P1-PRIMARY-00821,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-01302,R2R3-DIFF-V2-0597,R2_R3,S121,SI,UB,SI-UB,SI-UB,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.32,0.32,0.32,direct,human_consensus_direct_r_field_placement,one_coder_only,1,0,1,1,0,3094,3094.0,Austrian,mixed,student,generative,addressed,,p<.001,human_final_by_instruction,user_confirmed_r2_value_final_consensus_20260605,r2_direct_value_recorded_in_beta_field,R2_value_final_no_matching_matrix_row_included_as_direct_r,source=direct; beta=0.32; sig=p<.001,<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Review_Packets_20260530/AI_Adoption_R2_R3_Phase2_disagreements_recomputed_20260530.csv,csv_row=598,"R2 value treated as final consensus by 2026-06-05 instruction; no matching consensus matrix row was available, so this R2 numeric value is included directly.",frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_trace_review,P2-TASK-08534,P1_source_or_human_disagreement_review,,0.320000,0.320000,0.000000,3094,3094.0,retained_existing_input_n,R2R3-DIFF-V2-0597,preserve_existing_sample_size,Existing rerun-input sample size retained; no raw workbook overwrite.,include_n_weighted_masem,retained_existing_input_n,,,not_needed_existing_source_supported_n,Existing numeric N retained.
P1-PRIMARY-00822,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-01303,R2R3-DIFF-V2-0598,R2_R3,S121,TRU,UB,TRU-UB,TRU-UB,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.36,0.36,0.36,direct,human_consensus_direct_r_field_placement,one_coder_only,1,0,1,1,0,3094,3094.0,Austrian,mixed,student,generative,addressed,,p<.001,human_final_by_instruction,user_confirmed_r2_value_final_consensus_20260605,r2_direct_value_recorded_in_beta_field,R2_value_final_no_matching_matrix_row_included_as_direct_r,source=direct; beta=0.36; sig=p<.001,<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Review_Packets_20260530/AI_Adoption_R2_R3_Phase2_disagreements_recomputed_20260530.csv,csv_row=599,"R2 value treated as final consensus by 2026-06-05 instruction; no matching consensus matrix row was available, so this R2 numeric value is included directly.",frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_trace_review,P2-TASK-08535,P1_source_or_human_disagreement_review,,0.360000,0.360000,0.000000,3094,3094.0,retained_existing_input_n,R2R3-DIFF-V2-0598,preserve_existing_sample_size,Existing rerun-input sample size retained; no raw workbook overwrite.,include_n_weighted_masem,retained_existing_input_n,,,not_needed_existing_source_supported_n,Existing numeric N retained.
PAPER_A_SRC_CORR_20260614_S004_BI-EE,primary,source-adjudication corrected direct-r diagnostic input,PAPER_A_SRC_CORR_20260614_S004_BI-EE,paper_a_pkc_not_se_s048_source_correction_20260614,PDF_SOURCE_REVIEW_20260614,S004,BI,EE,BI-EE,BI-EE,canonical source-correction proposal,0.582,0.582,0.582,direct,source_reported_direct_correlation_or_latent_correlation,source_reported_direct_correlation_or_latent_correlation,1,0,1,1,0,485,485,,,student,generative,addressed,,NR,source_review_proposal_20260614,PDF source review; researcher rejected PKC->SE; S048 INT->BI and USE->UB accepted,none_direct_source_matrix,keep_existing_frozen_value,S004.pdf Table 4,S004.pdf,S004.pdf Table 4,Diagnostic source-correction proposal generated 2026-06-14. Action=keep_existing_frozen_value. Mapping=TC->TRU; IU->BI; UB->UB; PE/EE/SI/FC unchanged; PKC->SE rejected by researcher on 2026-06-14.,source_review_correction_proposal_not_frozen,1,diagnostic_not_frozen,paper_a_source_correction_diagnostic,keep_existing_frozen_value,,researcher_confirmed_source_correction_rule,,,0.582,,,,filled_from_existing_study_or_frozen_reference_n,baseline input or frozen reference study median,study_level_n_reused_for_source_correction,Diagnostic input only; canonical workbook/frozen reference not modified.,include_n_weighted_masem,,,,not_applied_diagnostic_source_correction,No new PDF N extraction in this script.
