study_id,phase_block,pair,title,step4_application_progress_status,source_gap_category,next_action,evidence_basis
S184,phase1,Pair B,Development and Validation of the Artificial Intelligence Learning Intention Sca,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S186,phase1,Pair B,AI in medical education: the moderating role of the chilling effect and STARA aw,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S193,phase1,Pair B,Using Artificial Intelligence Technology to Improve Business English Language Te,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S198,phase1,Pair B,Examining Students' Acceptance and Use of ChatGPT in Saudi Arabian Higher Educat,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S212,phase1,Pair B,Every Coin has Two Sides: Navigating Factors of Generative Pre-Trained Transform,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S213,phase1,Pair B,Exploring the role of intrinsic motivation in ChatGPT adoption to support active,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S214,phase1,Pair B,ChatGPT in higher education learning: Acceptance and use,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S215,phase1,Pair B,The impact of technology readiness and use perceptions on students’ adoption of,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S219,phase1,Pair B,Modeling Students' Perceptions of Chatbots in Learning: Integrating Technology A,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S225,phase1,Pair B,AI-Based Chatbots Adoption Model for Higher-Education Institutions: A Hybrid PLS,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S003,phase2,Pair C,The moderating role of technology proficiency and academic discipline in AI-chat,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S006,phase2,Pair C,Exploring the adoption of AI-enabled English learning applications among univers,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S014,phase2,Pair C,The role of perceived utility and ethical concerns in the adoption of AI-based d,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S029,phase2,Pair C,Key factors influencing intention to use ChatGPT: An empirical study of U. S. st,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S034,phase2,Pair C,What influences college students using AI for academic writing? - A quantitative,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S036,phase2,Pair C,Factors affecting acceptance of ChatGPT-4o by English language instructors: The,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S037,phase2,Pair C,Factors influencing intention to adopt an AI chatbot for learning in higher educ,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S040,phase2,Pair C,Integrating AI chatbots for enhancing academic support in business education: A,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S049,phase2,Pair C,Exploring factors influencing L2 learners’ use of GAI-assisted writing technolog,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S058,phase2,Pair C,The Implications of Generative Artificial Intelligence in Gastronomy and Culinar,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S061,phase2,Pair C,Leveraging AI in academia: university students' adoption of ChatGPT for writing,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S062,phase2,Pair C,Factors influencing the acceptance and usage of ChatGPT as an emerging learning,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S063,phase2,Pair C,Student utilization and perceptions of AI technology for academic purposes: a mi,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S066,phase2,Pair C,The role of perceived trust and technology anxiety in intention to use technolog,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S067,phase2,Pair C,Understanding behavioral intentions of UG and PG students in Tier II Indian citi,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S069,phase2,Pair C,Dimensions of artificial intelligence acceptance among pre-service EFL teachers:,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S070,phase2,Pair C,Factors affecting intention of academic librarians in Pakistan universities to u,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S075,phase2,Pair C,Exploring student adoption of ChatGPT: an extended UTAUT2 framework analysis usi,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S080,phase2,Pair C,Determinants of Generative AI Adoption Through the UTAUT Model: Insights From Po,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S082,phase2,Pair C,What Drives University Students to Use ChatGPT for Translation? Disciplinary and,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S088,phase2,Pair C,Generative AI in Higher Education Assessments: Examining Risk and Tech-Savviness,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S089,phase2,Pair C,Impact of AI adoption on the digital workplace and accounting education for univ,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S093,phase2,Pair C,Assessing ChatGPT adoption in Jordanian medical education: a UTAUT model approac,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S103,phase2,Pair C,Antecedents of students' behavioural intention to use generative artificial inte,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S108,phase2,Pair C,The impact of artificial intelligence on maker education: Motivation and technol,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S112,phase2,Pair C,Determinants of Generative AI Adoption in Higher Education: A Social Science Per,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S113,phase2,Pair C,A MODEL FOR THE ADOPTION OF ARTIFICIAL INTELLIGENCE IN INCLUSIVE EDUCATION: AN E,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S115,phase2,Pair C,Investigating EFL Learners’ Perceptions of Using AI to Enhance English Vocabular,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S116,phase2,Pair C,Higher education students' ChatGPT use behavior: Structural equation modelling o,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S119,phase2,Pair C,The moderating role of ethnic culture on adoption intention of generative artifi,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S122,phase2,Pair C,Adoption intention of generative artificial intelligence among Chinese college s,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S126,phase2,Pair C,Prediction of the Use of Generative Artificial Intelligence Through ChatGPT Amon,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S128,phase2,Pair C,Examining the Acceptance and Use of AI-Based Assistive Technology Among Universi,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S129,phase2,Pair C,Examining the Influence of AI on Python Programming Education: An Empirical Stud,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S132,phase2,Pair C,ChatGPT or Human Mentors? Student Perceptions of Technology Acceptance and Use a,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
