study_id,phase_block,pair,title,year,doi,pdf,coder_a,coder_a_status,coder_b,coder_b_status,n_difference_rows,n_metadata_diff,n_one_coder_only,n_numeric_or_source_diff,n_coder_correlation_rows,in_correlation_review_queue,source_evidence_logged,scoped_frozen_target_rows,scoped_frozen_audit_status,phase2_source_check_status,gap_category,step4_status,recommended_next_action,evidence_basis,review_note
S070,phase2,Pair C,Factors affecting intention of academic librarians in Pakistan universities to u,2025,10.1108/GKMC-08-2024-0560,S070.pdf,R1,done,R4,done,19,10,4,5,26,yes,yes,0,,,correlation_disagreement_pending_adjudication,pre_adjudication_disagreement_not_frozen,Triage one-coder-only and numeric/source correlation differences; source-check high-impact rows before freeze.,combined_correlation_review_queue_20260525.csv,metadata differences; one-coder-only correlation values; numeric/source correlation differences
S075,phase2,Pair C,Exploring student adoption of ChatGPT: an extended UTAUT2 framework analysis usi,2025,10.1108/JARHE-09-2024-0519,S075.pdf,R1,done,R4,done,23,8,1,14,29,yes,no,0,,,residual_batch2_source_checked_reference_draft_pending_full_freeze_application,source_checked_reference_draft_not_frozen_full_corpus,Carry batch 2 source-checked row draft into final full-corpus freeze audit; do not start Step 5 until full reference scope is frozen.,full_corpus_residual_batch2_source_audit_20260608.csv; full_corpus_residual_batch2_reference_draft_20260608.csv,metadata differences; one-coder-only correlation values; numeric/source correlation differences; batch 2 source audit completed; row draft pending final full-corpus freeze audit
S080,phase2,Pair C,Determinants of Generative AI Adoption Through the UTAUT Model: Insights From Po,2025,10.1109/RITA.2025.3613135,S080.pdf,R1,done,R4,done,15,11,0,4,8,yes,no,0,,,correlation_disagreement_pending_adjudication,pre_adjudication_disagreement_not_frozen,Triage one-coder-only and numeric/source correlation differences; source-check high-impact rows before freeze.,combined_correlation_review_queue_20260525.csv,metadata differences; numeric/source correlation differences
S082,phase2,Pair C,What Drives University Students to Use ChatGPT for Translation? Disciplinary and,2025,10.1111/ijal.12856,S082.pdf,R1,done,R4,done,5,5,0,0,20,no,no,0,,,metadata_only_or_no_correlation_gap_pending_lightweight_audit,not_frozen_lightweight_audit_pending,Run lightweight metadata/status audit and confirm no target-row adjudication is needed before full freeze.,combined_study_review_queue_20260525.csv,metadata differences
S088,phase2,Pair C,Generative AI in Higher Education Assessments: Examining Risk and Tech-Savviness,2025,10.1177/02734753241302459,S088.pdf,R1,done,R4,done,7,7,0,0,42,no,no,0,,,metadata_only_or_no_correlation_gap_pending_lightweight_audit,not_frozen_lightweight_audit_pending,Run lightweight metadata/status audit and confirm no target-row adjudication is needed before full freeze.,combined_study_review_queue_20260525.csv,metadata differences
S089,phase2,Pair C,Impact of AI adoption on the digital workplace and accounting education for univ,2025,10.1177/09504222251376760,S089.pdf,R1,done,R4,done,13,8,0,5,10,yes,no,0,,,correlation_disagreement_pending_adjudication,pre_adjudication_disagreement_not_frozen,Triage one-coder-only and numeric/source correlation differences; source-check high-impact rows before freeze.,combined_correlation_review_queue_20260525.csv,metadata differences; numeric/source correlation differences
S093,phase2,Pair C,Assessing ChatGPT adoption in Jordanian medical education: a UTAUT model approac,2025,10.1186/s12909-025-07336-y,S093.pdf,R1,done,R4,done,14,8,0,6,12,yes,no,0,,,correlation_disagreement_pending_adjudication,pre_adjudication_disagreement_not_frozen,Triage one-coder-only and numeric/source correlation differences; source-check high-impact rows before freeze.,combined_correlation_review_queue_20260525.csv,metadata differences; numeric/source correlation differences
S103,phase2,Pair C,Antecedents of students' behavioural intention to use generative artificial inte,2025,10.15678/EBER.2025.130101,S103.pdf,R1,done,R4,done,21,11,0,10,20,yes,no,0,,,residual_batch2_source_checked_reference_draft_pending_full_freeze_application,source_checked_reference_draft_not_frozen_full_corpus,Carry batch 2 source-checked row draft into final full-corpus freeze audit; do not start Step 5 until full reference scope is frozen.,full_corpus_residual_batch2_source_audit_20260608.csv; full_corpus_residual_batch2_reference_draft_20260608.csv,metadata differences; numeric/source correlation differences; batch 2 source audit completed; row draft pending final full-corpus freeze audit
S108,phase2,Pair C,The impact of artificial intelligence on maker education: Motivation and technol,2025,10.20448/jeelr.v12i2.6893,S108.pdf,R1,excluded,R4,excluded,12,11,1,0,1,yes,yes,0,,exclude_confirmed,source_checked_confirmed_exclusion_pending_full_freeze_application,source_checked_not_frozen_full_corpus,Carry confirmed exclusion into full-corpus reference audit/freeze package; verify no target rows are retained.,phase2_exclusion_source_check_20260525.md; phase2_source_check_candidates_20260525.csv,metadata differences; one-coder-only correlation values; exclusion/source-check
S112,phase2,Pair C,Determinants of Generative AI Adoption in Higher Education: A Social Science Per,2025,10.26417/bamx9m98,S112.pdf,R1,done,R4,done,13,6,0,7,14,yes,no,0,,,correlation_disagreement_pending_adjudication,pre_adjudication_disagreement_not_frozen,Triage one-coder-only and numeric/source correlation differences; source-check high-impact rows before freeze.,combined_correlation_review_queue_20260525.csv,metadata differences; numeric/source correlation differences
S113,phase2,Pair C,A MODEL FOR THE ADOPTION OF ARTIFICIAL INTELLIGENCE IN INCLUSIVE EDUCATION: AN E,2025,10.28945/5612,S113.pdf,R1,done,R4,done,15,9,3,3,9,yes,no,0,,,correlation_disagreement_pending_adjudication,pre_adjudication_disagreement_not_frozen,Triage one-coder-only and numeric/source correlation differences; source-check high-impact rows before freeze.,combined_correlation_review_queue_20260525.csv,metadata differences; one-coder-only correlation values; numeric/source correlation differences
S115,phase2,Pair C,Investigating EFL Learners’ Perceptions of Using AI to Enhance English Vocabular,2025,10.30564/fls.v7i2.8593,S115.pdf,R1,done,R4,done,10,7,3,0,9,yes,no,0,,,correlation_disagreement_pending_adjudication,pre_adjudication_disagreement_not_frozen,Triage one-coder-only and numeric/source correlation differences; source-check high-impact rows before freeze.,combined_correlation_review_queue_20260525.csv,metadata differences; one-coder-only correlation values
S116,phase2,Pair C,Higher education students' ChatGPT use behavior: Structural equation modelling o,2025,10.30935/cedtech/17243,S116.pdf,R1,done,R4,done,7,7,0,0,30,no,no,0,,,metadata_only_or_no_correlation_gap_pending_lightweight_audit,not_frozen_lightweight_audit_pending,Run lightweight metadata/status audit and confirm no target-row adjudication is needed before full freeze.,combined_study_review_queue_20260525.csv,metadata differences
S119,phase2,Pair C,The moderating role of ethnic culture on adoption intention of generative artifi,2025,10.3389/feduc.2025.1622620,S119.pdf,R1,done,R4,done,18,8,0,10,20,yes,no,0,,,residual_batch2_source_checked_reference_draft_pending_full_freeze_application,source_checked_reference_draft_not_frozen_full_corpus,Carry batch 2 source-checked row draft into final full-corpus freeze audit; do not start Step 5 until full reference scope is frozen.,full_corpus_residual_batch2_source_audit_20260608.csv; full_corpus_residual_batch2_reference_draft_20260608.csv,metadata differences; numeric/source correlation differences; batch 2 source audit completed; row draft pending final full-corpus freeze audit
S122,phase2,Pair C,Adoption intention of generative artificial intelligence among Chinese college s,2025,10.3389/feduc.2025.1686408,S122.pdf,R1,done,R4,done,7,7,0,0,20,no,no,0,,,metadata_only_or_no_correlation_gap_pending_lightweight_audit,not_frozen_lightweight_audit_pending,Run lightweight metadata/status audit and confirm no target-row adjudication is needed before full freeze.,combined_study_review_queue_20260525.csv,metadata differences
S126,phase2,Pair C,Prediction of the Use of Generative Artificial Intelligence Through ChatGPT Amon,2025,10.3390/app15063363,S126.pdf,R1,done,R4,done,5,5,0,0,30,no,no,0,,,metadata_only_or_no_correlation_gap_pending_lightweight_audit,not_frozen_lightweight_audit_pending,Run lightweight metadata/status audit and confirm no target-row adjudication is needed before full freeze.,combined_study_review_queue_20260525.csv,metadata differences
S128,phase2,Pair C,Examining the Acceptance and Use of AI-Based Assistive Technology Among Universi,2025,10.3390/bioengineering12101095,S128.pdf,R1,done,R4,done,7,7,0,0,30,no,no,0,,,metadata_only_or_no_correlation_gap_pending_lightweight_audit,not_frozen_lightweight_audit_pending,Run lightweight metadata/status audit and confirm no target-row adjudication is needed before full freeze.,combined_study_review_queue_20260525.csv,metadata differences
S129,phase2,Pair C,Examining the Influence of AI on Python Programming Education: An Empirical Stud,2025,10.3390/computers14100411,S129.pdf,R1,done,R4,done,18,9,0,9,18,yes,no,0,,,correlation_disagreement_pending_adjudication,pre_adjudication_disagreement_not_frozen,Triage one-coder-only and numeric/source correlation differences; source-check high-impact rows before freeze.,combined_correlation_review_queue_20260525.csv,metadata differences; numeric/source correlation differences
S132,phase2,Pair C,ChatGPT or Human Mentors? Student Perceptions of Technology Acceptance and Use a,2025,10.3390/educsci15060746,S132.pdf,R1,excluded,R4,excluded,12,12,0,0,0,yes,yes,0,,exclude_confirmed,source_checked_confirmed_exclusion_pending_full_freeze_application,source_checked_not_frozen_full_corpus,Carry confirmed exclusion into full-corpus reference audit/freeze package; verify no target rows are retained.,phase2_exclusion_source_check_20260525.md; phase2_source_check_candidates_20260525.csv,metadata differences; exclusion/source-check
S134,phase2,Pair C,Learners' Acceptance of ChatGPT in School,2025,10.3390/educsci15070904,S134.pdf,R1,done,R4,done,13,7,0,6,12,yes,no,0,,,correlation_disagreement_pending_adjudication,pre_adjudication_disagreement_not_frozen,Triage one-coder-only and numeric/source correlation differences; source-check high-impact rows before freeze.,combined_correlation_review_queue_20260525.csv,metadata differences; numeric/source correlation differences
S136,phase2,Pair C,Factors Influencing the Reported Intention of Higher Vocational Computer Science,2025,10.3390/educsci15111431,S136.pdf,R1,done,R4,done,18,8,0,10,20,yes,no,0,,,residual_batch2_source_checked_reference_draft_pending_full_freeze_application,source_checked_reference_draft_not_frozen_full_corpus,Carry batch 2 source-checked row draft into final full-corpus freeze audit; do not start Step 5 until full reference scope is frozen.,full_corpus_residual_batch2_source_audit_20260608.csv; full_corpus_residual_batch2_reference_draft_20260608.csv,metadata differences; numeric/source correlation differences; batch 2 source audit completed; row draft pending final full-corpus freeze audit
S138,phase2,Pair C,Modeling Student Acceptance of AI Technologies in Higher Education: A Hybrid SEM,2025,10.3390/fi17120581,S138.pdf,R1,done,R4,done,7,7,0,0,56,no,no,0,,,metadata_only_or_no_correlation_gap_pending_lightweight_audit,not_frozen_lightweight_audit_pending,Run lightweight metadata/status audit and confirm no target-row adjudication is needed before full freeze.,combined_study_review_queue_20260525.csv,metadata differences
S139,phase2,Pair C,Determinants of ChatGPT Adoption Intention in Higher Education: Expanding on TAM,2025,10.3390/info16020082,S139.pdf,R1,done,R4,done,8,8,0,0,12,no,no,0,,,metadata_only_or_no_correlation_gap_pending_lightweight_audit,not_frozen_lightweight_audit_pending,Run lightweight metadata/status audit and confirm no target-row adjudication is needed before full freeze.,combined_study_review_queue_20260525.csv,metadata differences
S140,phase2,Pair C,"Trust in Generative AI Tools: A Comparative Study of Higher Education Students,",2025,10.3390/info16070622,S140.pdf,R1,done,R4,done,10,10,0,0,2,no,no,0,,,metadata_only_or_no_correlation_gap_pending_lightweight_audit,not_frozen_lightweight_audit_pending,Run lightweight metadata/status audit and confirm no target-row adjudication is needed before full freeze.,combined_study_review_queue_20260525.csv,metadata differences
S148,phase2,Pair C,Student acceptance of ChatGPT in higher education: A mixed-method study of attit,2025,10.37074/jalt.2025.8.2.7,S148.pdf,R1,done,R4,done,14,9,4,1,6,yes,no,0,,,correlation_disagreement_pending_adjudication,pre_adjudication_disagreement_not_frozen,Triage one-coder-only and numeric/source correlation differences; source-check high-impact rows before freeze.,combined_correlation_review_queue_20260525.csv,metadata differences; one-coder-only correlation values; numeric/source correlation differences
S152,phase2,Pair C,Mapping Edifying Territories: A Cross-Sectional Study on the Dynamics Influencin,2025,https://www.researchgate.net/profile/Cristina-Teresa-Lim/publication/392840057_Mapping_Edifying_Territories_A_Cross-Sectional_Study_on_the_Dynamics_Influencing_Students'_Readiness_and_Intention_to_Clinch_Artificial_Intelligence/links/6854e82793040b17338c2993/Mapping-Edifying-Territories-A-Cross-Sectional-Study-on-the-Dynamics-Influencing-Students-Readiness-and-Intention-to-Clinch-Artificial-Intelligence.pdf,S152.pdf,R1,done,R4,done,9,6,0,3,6,yes,no,0,,,correlation_disagreement_pending_adjudication,pre_adjudication_disagreement_not_frozen,Triage one-coder-only and numeric/source correlation differences; source-check high-impact rows before freeze.,combined_correlation_review_queue_20260525.csv,metadata differences; numeric/source correlation differences
S153,phase2,Pair C,Investigating student acceptance of an academic advising chatbot in higher educa,2024,10.1007/s10639-023-12076-x,S153.pdf,R1,done,R4,done,22,7,0,15,30,yes,no,0,,,residual_batch2_source_checked_reference_draft_pending_full_freeze_application,source_checked_reference_draft_not_frozen_full_corpus,Carry batch 2 source-checked row draft into final full-corpus freeze audit; do not start Step 5 until full reference scope is frozen.,full_corpus_residual_batch2_source_audit_20260608.csv; full_corpus_residual_batch2_reference_draft_20260608.csv,metadata differences; numeric/source correlation differences; batch 2 source audit completed; row draft pending final full-corpus freeze audit
S159,phase2,Pair C,"Integrating the adapted UTAUT model with moral obligation, trust and perceived r",2024,10.1016/j.caeai.2024.100246,S159.pdf,R1,done,R4,done,5,5,0,0,20,no,no,0,,,metadata_only_or_no_correlation_gap_pending_lightweight_audit,not_frozen_lightweight_audit_pending,Run lightweight metadata/status audit and confirm no target-row adjudication is needed before full freeze.,combined_study_review_queue_20260525.csv,metadata differences
S162,phase2,Pair C,Chat-GPT; validating Technology Acceptance Model (TAM) in education sector via u,2024,10.1016/j.chb.2023.108097,S162.pdf,R1,done,R4,done,22,7,0,15,30,yes,no,0,,,residual_batch2_source_checked_reference_draft_pending_full_freeze_application,source_checked_reference_draft_not_frozen_full_corpus,Carry batch 2 source-checked row draft into final full-corpus freeze audit; do not start Step 5 until full reference scope is frozen.,full_corpus_residual_batch2_source_audit_20260608.csv; full_corpus_residual_batch2_reference_draft_20260608.csv,metadata differences; numeric/source correlation differences; batch 2 source audit completed; row draft pending final full-corpus freeze audit
S172,phase2,Pair C,An exploratory study of artificial intelligence adoption in higher education,2024,10.1080/2331186X.2024.2386892,S172.pdf,R1,done,R4,done,7,7,0,0,12,no,no,0,,,metadata_only_or_no_correlation_gap_pending_lightweight_audit,not_frozen_lightweight_audit_pending,Run lightweight metadata/status audit and confirm no target-row adjudication is needed before full freeze.,combined_study_review_queue_20260525.csv,metadata differences
S179,phase2,Pair C,Investigation of the moderation effect of gender and study level on the acceptan,2024,10.1111/bjet.13425,S179.pdf,R1,done,R4,done,12,7,0,5,10,yes,no,0,,,correlation_disagreement_pending_adjudication,pre_adjudication_disagreement_not_frozen,Triage one-coder-only and numeric/source correlation differences; source-check high-impact rows before freeze.,combined_correlation_review_queue_20260525.csv,metadata differences; numeric/source correlation differences
S182,phase2,Pair C,Factors Influencing University Students' Behavioural Intention to Use Generative,2024,10.1111/jcal.13105,S182.pdf,R1,done,R4,done,7,7,0,0,20,no,no,0,,,metadata_only_or_no_correlation_gap_pending_lightweight_audit,not_frozen_lightweight_audit_pending,Run lightweight metadata/status audit and confirm no target-row adjudication is needed before full freeze.,combined_study_review_queue_20260525.csv,metadata differences
S188,phase2,Pair C,New Challenges of Learning Accounting With Artificial Intelligence: The Role of,2024,10.12973/eu-jer.13.1.183,S188.pdf,R1,done,R4,done,30,9,15,6,27,yes,yes,6,residual_batch1_source_checked_reference_draft,,residual_batch1_source_checked_reference_draft_pending_full_freeze_application,source_checked_reference_draft_not_frozen_full_corpus,Carry residual batch 1 source-checked row draft into full-corpus freeze audit; continue residual batch 2 numeric/source adjudication before full-result Step 5.,full_corpus_residual_batch1_source_audit_20260608.csv; full_corpus_residual_batch1_reference_draft_20260608.csv,PTA-to-TRU mapping remains moderate-confidence; the .679 versus .889 correction should be retained in audit notes.
S192,phase2,Pair C,"Utilization of, Perceptions on, and Intention to Use AI Chatbots Among Medical S",2024,10.2196/57132,S192.pdf,R1,done,R4,done,14,8,1,5,11,yes,no,0,,,correlation_disagreement_pending_adjudication,pre_adjudication_disagreement_not_frozen,Triage one-coder-only and numeric/source correlation differences; source-check high-impact rows before freeze.,combined_correlation_review_queue_20260525.csv,metadata differences; one-coder-only correlation values; numeric/source correlation differences
S195,phase2,Pair C,Impact and Perspectives of Generative Artificial Intelligence in Higher Educatio,2024,10.48009/3_iis_2024_119,S195.pdf,R1,excluded,R4,excluded,15,10,5,0,5,yes,yes,0,canonical_duplicate_audit_no_target_rows,exclude_confirmed,scoped_phase2_frozen,frozen_scoped_package,"No action for scoped package; include in any full freeze as already frozen/audited, while preserving scope note.",reference_standard_freeze_log_20260608.md; paper_b_phase2_source_adjudicated_reference_frozen_20260608.csv; paper_b_phase2_step4_decision_application_audit_20260608.csv,metadata differences; one-coder-only correlation values; exclusion/source-check
S199,phase2,Pair C,Determinants of Humanities and Social Sciences Students' Intentions to Use Artif,2024,10.3390/info15060314,S199.pdf,R1,done,R4,done,6,6,0,0,30,no,no,0,,,metadata_only_or_no_correlation_gap_pending_lightweight_audit,not_frozen_lightweight_audit_pending,Run lightweight metadata/status audit and confirm no target-row adjudication is needed before full freeze.,combined_study_review_queue_20260525.csv,metadata differences
S200,phase2,Pair C,Chatbot Technology Use and Acceptance Using Educational Personas,2024,10.3390/informatics11020038,S200.pdf,R1,done,R4,done,24,9,10,5,20,yes,no,0,,,correlation_disagreement_pending_adjudication,pre_adjudication_disagreement_not_frozen,Triage one-coder-only and numeric/source correlation differences; source-check high-impact rows before freeze.,combined_correlation_review_queue_20260525.csv,metadata differences; one-coder-only correlation values; numeric/source correlation differences
S203,phase2,Pair C,Exploring the Key Factors Influencing College Students' Willingness to Use AI Co,2024,10.3390/systems12050176,S203.pdf,R1,done,R4,done,8,8,0,0,20,no,no,0,,,metadata_only_or_no_correlation_gap_pending_lightweight_audit,not_frozen_lightweight_audit_pending,Run lightweight metadata/status audit and confirm no target-row adjudication is needed before full freeze.,combined_study_review_queue_20260525.csv,metadata differences
S205,phase2,Pair C,Factors Affecting the Adoption and Use of ChatGPT in Higher Education,2024,10.4018/IJICTE.339557,S205.pdf,R1,done,R4,done,5,5,0,0,20,no,no,0,,,metadata_only_or_no_correlation_gap_pending_lightweight_audit,not_frozen_lightweight_audit_pending,Run lightweight metadata/status audit and confirm no target-row adjudication is needed before full freeze.,combined_study_review_queue_20260525.csv,metadata differences
S216,phase2,Pair C,Understanding the Factors Influencing Higher Education Students' Intention to Ad,2023,10.1109/ACCESS.2023.3314499,S216.pdf,R1,done,R4,done,17,10,1,6,13,yes,no,0,,,correlation_disagreement_pending_adjudication,pre_adjudication_disagreement_not_frozen,Triage one-coder-only and numeric/source correlation differences; source-check high-impact rows before freeze.,combined_correlation_review_queue_20260525.csv,metadata differences; one-coder-only correlation values; numeric/source correlation differences
S224,phase2,Pair C,"Adoption, use and enhancement of virtual learning during COVID-19",2022,10.1007/s10639-022-10985-x,S224.pdf,R1,excluded,R4,excluded,15,10,5,0,5,yes,yes,0,,exclude_confirmed,source_checked_confirmed_exclusion_pending_full_freeze_application,source_checked_not_frozen_full_corpus,Carry confirmed exclusion into full-corpus reference audit/freeze package; verify no target rows are retained.,phase2_exclusion_source_check_20260525.md; phase2_source_check_candidates_20260525.csv,metadata differences; one-coder-only correlation values; exclusion/source-check
S002,phase2,Pair D,Determinants of Adopting 3D Technology Integrated With Artificial Intelligence i,2025,10.1002/cae.70019,S002.pdf,R2,done,R3,done,8,6,0,2,30,yes,no,0,,,correlation_disagreement_pending_adjudication,pre_adjudication_disagreement_not_frozen,Triage one-coder-only and numeric/source correlation differences; source-check high-impact rows before freeze.,combined_correlation_review_queue_20260525.csv,metadata differences; numeric/source correlation differences
S004,phase2,Pair D,Unveiling the drivers of ChatGPT utilization in higher education sectors: the di,2025,10.1007/s10639-024-13095-y,S004.pdf,R2,done,R3,done,10,4,2,4,42,yes,no,0,,,correlation_disagreement_pending_adjudication,pre_adjudication_disagreement_not_frozen,Triage one-coder-only and numeric/source correlation differences; source-check high-impact rows before freeze.,combined_correlation_review_queue_20260525.csv,metadata differences; one-coder-only correlation values; numeric/source correlation differences
S008,phase2,Pair D,Students' behavioural intention to use content generative AI for learning and re,2025,10.1007/s10639-025-13441-8,S008.pdf,R2,done,R3,done,7,7,0,0,30,no,no,0,,,metadata_only_or_no_correlation_gap_pending_lightweight_audit,not_frozen_lightweight_audit_pending,Run lightweight metadata/status audit and confirm no target-row adjudication is needed before full freeze.,combined_study_review_queue_20260525.csv,metadata differences
S021,phase2,Pair D,Generative AI in Action: Acceptance and Use Among Higher Education Staff Pre- an,2025,10.1007/s10758-025-09915-w,S021.pdf,R2,review_source,R3,review_source,11,11,0,0,0,yes,yes,12,included_limited_primary_model,include_candidate,scoped_phase2_frozen,frozen_scoped_package,"No action for scoped package; include in any full freeze as already frozen/audited, while preserving scope note.",reference_standard_freeze_log_20260608.md; paper_b_phase2_source_adjudicated_reference_frozen_20260608.csv; paper_b_phase2_step4_decision_application_audit_20260608.csv,metadata differences; source review
S022,phase2,Pair D,Instrumental and integrative motivations predict intention to use generative AI,2025,10.1007/s10791-025-09753-5,S022.pdf,R2,done,R3,done,5,5,0,0,6,no,no,0,,,metadata_only_or_no_correlation_gap_pending_lightweight_audit,not_frozen_lightweight_audit_pending,Run lightweight metadata/status audit and confirm no target-row adjudication is needed before full freeze.,combined_study_review_queue_20260525.csv,metadata differences
S024,phase2,Pair D,Understanding pre-service teachers' acceptance of generative artificial intellig,2025,10.1007/s11423-025-10495-w,S024.pdf,R2,done,R3,done,8,5,2,1,20,yes,no,0,,,correlation_disagreement_pending_adjudication,pre_adjudication_disagreement_not_frozen,Triage one-coder-only and numeric/source correlation differences; source-check high-impact rows before freeze.,combined_correlation_review_queue_20260525.csv,metadata differences; one-coder-only correlation values; numeric/source correlation differences
S025,phase2,Pair D,What Factors Affect the Adoption Intention and Actual Use of ChatGPT in Higher E,2025,10.1007/s11528-025-01096-8,S025.pdf,R2,done,R3,done,9,7,0,2,42,yes,no,0,,,correlation_disagreement_pending_adjudication,pre_adjudication_disagreement_not_frozen,Triage one-coder-only and numeric/source correlation differences; source-check high-impact rows before freeze.,combined_correlation_review_queue_20260525.csv,metadata differences; numeric/source correlation differences
S027,phase2,Pair D,Factors influencing Chinese college students' intention to use AIGC: a study bas,2025,10.1007/s13198-025-02772-x,S027.pdf,R2,done,R3,done,7,6,0,1,20,yes,no,0,,,correlation_disagreement_pending_adjudication,pre_adjudication_disagreement_not_frozen,Triage one-coder-only and numeric/source correlation differences; source-check high-impact rows before freeze.,combined_correlation_review_queue_20260525.csv,metadata differences; numeric/source correlation differences
S031,phase2,Pair D,Association between Generative AI self-efficacy and Generative AI acceptance: Th,2025,10.1016/j.actpsy.2025.105791,S031.pdf,R2,done,R3,done,14,7,7,0,9,yes,no,0,,,correlation_disagreement_pending_adjudication,pre_adjudication_disagreement_not_frozen,Triage one-coder-only and numeric/source correlation differences; source-check high-impact rows before freeze.,combined_correlation_review_queue_20260525.csv,metadata differences; one-coder-only correlation values
S032,phase2,Pair D,A cross-national assessment of artificial intelligence (AI) Chatbot user percept,2025,10.1016/j.caeai.2025.100365,S032.pdf,R2,done,R3,done,8,6,2,0,30,yes,no,0,,,correlation_disagreement_pending_adjudication,pre_adjudication_disagreement_not_frozen,Triage one-coder-only and numeric/source correlation differences; source-check high-impact rows before freeze.,combined_correlation_review_queue_20260525.csv,metadata differences; one-coder-only correlation values
S039,phase2,Pair D,Patients' Acceptance and Intentions on Using Artificial Intelligence in Dental D,2025,10.1016/j.identj.2025.103893,S039.pdf,R2,excluded,R3,excluded,6,6,0,0,0,yes,yes,0,,exclude_confirmed,source_checked_confirmed_exclusion_pending_full_freeze_application,source_checked_not_frozen_full_corpus,Carry confirmed exclusion into full-corpus reference audit/freeze package; verify no target rows are retained.,phase2_exclusion_source_check_20260525.md; phase2_source_check_candidates_20260525.csv,metadata differences; exclusion/source-check
S056,phase2,Pair D,Examining the influence of individual-level cultural values on CFL learners’ acc,2025,10.1080/10494820.2024.2443785,S056.pdf,R2,done,R3,review_source,11,8,3,0,3,yes,yes,3,included_source_corrected,include_candidate,scoped_phase2_frozen,frozen_scoped_package,"No action for scoped package; include in any full freeze as already frozen/audited, while preserving scope note.",reference_standard_freeze_log_20260608.md; paper_b_phase2_source_adjudicated_reference_frozen_20260608.csv; paper_b_phase2_step4_decision_application_audit_20260608.csv,metadata differences; one-coder-only correlation values; source review
S065,phase2,Pair D,Examining factors influencing university students' perceptions of AI technologie,2025,10.1080/2331186x.2025.2587487,S065.pdf,R2,done,R3,done,19,6,10,3,20,yes,no,0,,,correlation_disagreement_pending_adjudication,pre_adjudication_disagreement_not_frozen,Triage one-coder-only and numeric/source correlation differences; source-check high-impact rows before freeze.,combined_correlation_review_queue_20260525.csv,metadata differences; one-coder-only correlation values; numeric/source correlation differences
S068,phase2,Pair D,Physics instructors' acceptance and implementation of generative AI,2025,10.1103/r2fn-kdy4,S068.pdf,R2,done,R3,done,8,7,0,1,14,yes,no,0,,,correlation_disagreement_pending_adjudication,pre_adjudication_disagreement_not_frozen,Triage one-coder-only and numeric/source correlation differences; source-check high-impact rows before freeze.,combined_correlation_review_queue_20260525.csv,metadata differences; numeric/source correlation differences
S077,phase2,Pair D,The Influence of Social Support Theory on AI Acceptance: Examining Educational S,2025,10.1109/ACCESS.2025.3534099,S077.pdf,R2,done,R3,done,10,6,4,0,16,yes,no,0,,,correlation_disagreement_pending_adjudication,pre_adjudication_disagreement_not_frozen,Triage one-coder-only and numeric/source correlation differences; source-check high-impact rows before freeze.,combined_correlation_review_queue_20260525.csv,metadata differences; one-coder-only correlation values
S078,phase2,Pair D,What Motivates Second Language Majors to Use Generative AI for Informal Learning,2025,10.1109/ACCESS.2025.3544489,S078.pdf,R2,done,R3,done,8,5,0,3,12,yes,no,0,,,correlation_disagreement_pending_adjudication,pre_adjudication_disagreement_not_frozen,Triage one-coder-only and numeric/source correlation differences; source-check high-impact rows before freeze.,combined_correlation_review_queue_20260525.csv,metadata differences; numeric/source correlation differences
S083,phase2,Pair D,College Students' Behavioural Intentions of AI-Assisted Language Learning: Based,2025,10.1111/jcal.70075,S083.pdf,R2,done,R3,done,5,5,0,0,12,no,no,0,,,metadata_only_or_no_correlation_gap_pending_lightweight_audit,not_frozen_lightweight_audit_pending,Run lightweight metadata/status audit and confirm no target-row adjudication is needed before full freeze.,combined_study_review_queue_20260525.csv,metadata differences
S085,phase2,Pair D,Understanding the Effect of Risk Perception on the Acceptance and Use of Large L,2025,10.1145/3757693,S085.pdf,R2,done,R3,done,12,9,0,3,6,yes,no,0,,,correlation_disagreement_pending_adjudication,pre_adjudication_disagreement_not_frozen,Triage one-coder-only and numeric/source correlation differences; source-check high-impact rows before freeze.,combined_correlation_review_queue_20260525.csv,metadata differences; numeric/source correlation differences
S092,phase2,Pair D,"Chatting Heavily with ChatGPT: Investigating Usefulness, Privacy, Integrity, Eas",2025,10.1177/23294906251319016,S092.pdf,R2,review_source,R3,done,12,9,3,0,3,yes,yes,3,included_accept_R3_source_beta_corrected,include_candidate,scoped_phase2_frozen,frozen_scoped_package,"No action for scoped package; include in any full freeze as already frozen/audited, while preserving scope note.",reference_standard_freeze_log_20260608.md; paper_b_phase2_source_adjudicated_reference_frozen_20260608.csv; paper_b_phase2_step4_decision_application_audit_20260608.csv,metadata differences; one-coder-only correlation values; source review
S094,phase2,Pair D,Using Generative AI in nursing education: Students' perceptions,2025,10.1186/s12909-025-07416-z,S094.pdf,R2,done,R3,done,10,9,0,1,2,yes,no,0,,,correlation_disagreement_pending_adjudication,pre_adjudication_disagreement_not_frozen,Triage one-coder-only and numeric/source correlation differences; source-check high-impact rows before freeze.,combined_correlation_review_queue_20260525.csv,metadata differences; numeric/source correlation differences
