study_id,phase_block,pair,title,application_terminal_status,n_application_rows,row_application_source,status_source,freeze_authorization_status,qa_status,caveat_status,next_action,evidence_basis,notes
S093,phase2,Pair C,Assessing ChatGPT adoption in Jordanian medical education: a UTAUT model approac,included_reference_application_draft,6,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,pending_full_corpus_freeze_authorization,pass,none,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S094,phase2,Pair D,Using Generative AI in nursing education: Students' perceptions,included_reference_application_draft,1,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,pending_full_corpus_freeze_authorization,pass,none,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S095,phase1,Pair A,"Generative artificial intelligence acceptance, anxiety, and behavioral intention",included_reference_application_draft,9,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,pending_full_corpus_freeze_authorization,pass,none,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S096,phase2,Pair D,Insights into the relationship between anxiety and attitudes toward artificial i,included_reference_application_draft,2,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,pending_full_corpus_freeze_authorization,pass,none,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S097,phase1,Pair B,Applying the technology acceptance model to examine factors influencing chatbot,included_reference_application_draft,10,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,pending_full_corpus_freeze_authorization,pass,none,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S098,phase2,Pair D,What is the influence of psychosocial factors on artificial intelligence appropr,included_reference_application_draft,6,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,pending_full_corpus_freeze_authorization,pass,none,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S099,phase2,Pair D,Artificial intelligence and communication technologies in academia: faculty perc,included_reference_application_draft,12,source_checked_or_logged_reference_draft_rows,full_corpus_manual_blocker_status_20260608.csv,pending_full_corpus_freeze_authorization,pass_with_caveats,manual_resolution_caveat,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_manual_blocker_status_20260608.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,study_terminal_status=reference_draft_created_manual_blocker_resolved. Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S100,phase1,Pair B,In GenAI we trust: An investigation of university students' reliance on and resi,included_reference_application_draft,3,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,pending_full_corpus_freeze_authorization,pass,none,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S101,phase2,Pair D,Determining Factors Influencing Indonesian Higher Education Students' Intention,excluded_or_no_target_status_application_draft,0,,phase2_confirmed_exclusion_full_corpus_audit_20260608.csv,pending_full_corpus_freeze_authorization,pass_status_only,none,Confirm status-only handling in final freeze authorization; do not generate Step 5 rows for this study.,phase2_confirmed_exclusion_full_corpus_audit_20260608.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,notes=metadata differences; exclusion/source-check; exclusion_code=E-FT1. Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S102,phase1,Pair A,Understanding university students' adoption of ChatGPT: A TAM-based exploration,included_reference_application_draft,10,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,pending_full_corpus_freeze_authorization,pass,none,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S103,phase2,Pair C,Antecedents of students' behavioural intention to use generative artificial inte,included_reference_application_draft,10,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,pending_full_corpus_freeze_authorization,pass,none,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S104,phase1,Pair A,Factors affecting Indonesian pre-service EFL teachers' AI acceptance and use,included_reference_application_draft,6,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,pending_full_corpus_freeze_authorization,pass,none,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S105,phase1,Pair B,The Use of ChatGPT in Academic Writing by University Students in Jordan,excluded_or_no_target_status_application_draft,0,,full_corpus_lightweight_status_audit_20260609.csv,pending_full_corpus_freeze_authorization,pass_status_only,excluded_or_no_target_status_caveat,Confirm status-only handling in final freeze authorization; do not generate Step 5 rows for this study.,full_corpus_lightweight_status_audit_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,study_terminal_status=excluded_from_masem_correlation_contribution_status_draft; final_freeze_handling=Carry E-FT1/no-target status draft into final full-corpus freeze application/QA; verify no target rows are retained; keep Step 5 inactive.; notes=Lightweight PDF check found descriptive/mixed-method survey tables rather than coded target construct-pair correlations; no coder correlation rows were present.; exclusion_code=E-FT1; audit_status=completed. Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S106,phase2,Pair D,Unleashing the determinants of adoption of ChatGPT in medical education: A stude,included_reference_application_draft,6,coder_agreed_lightweight_rows,full_corpus_lightweight_status_audit_20260609.csv,pending_full_corpus_freeze_authorization,pass_with_caveats,metadata_status_caveat,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_lightweight_status_audit_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,study_terminal_status=included_coder_agreed_correlation_rows_status_draft; final_freeze_handling=Carry coder-agreed correlation rows from combined coder values into final full-corpus freeze application/QA; keep Step 5 inactive.; notes=Metadata/status differences only; 6 of 6 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created.; audit_status=completed. Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S107,phase2,Pair D,Integrating AI in Academia: A SEM Evaluation of Research Scholars’ Usage Intenti,included_reference_application_draft,4,coder_agreed_lightweight_rows,full_corpus_lightweight_status_audit_20260609.csv,pending_full_corpus_freeze_authorization,pass_with_caveats,metadata_status_caveat,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_lightweight_status_audit_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,study_terminal_status=included_coder_agreed_correlation_rows_status_draft; final_freeze_handling=Carry coder-agreed correlation rows from combined coder values into final full-corpus freeze application/QA; keep Step 5 inactive.; notes=Metadata/status differences only; 4 of 4 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created.; audit_status=completed. Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S108,phase2,Pair C,The impact of artificial intelligence on maker education: Motivation and technol,excluded_or_no_target_status_application_draft,0,,phase2_confirmed_exclusion_full_corpus_audit_20260608.csv,pending_full_corpus_freeze_authorization,pass_status_only,none,Confirm status-only handling in final freeze authorization; do not generate Step 5 rows for this study.,phase2_confirmed_exclusion_full_corpus_audit_20260608.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,notes=metadata differences; one-coder-only correlation values; exclusion/source-check; exclusion_code=E-FT1. Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S109,phase1,Pair B,Acceptance of AI-Powered Chatbots Among Physiotherapy Students: International Cr,excluded_or_no_target_status_application_draft,0,,full_corpus_lightweight_status_audit_20260609.csv,pending_full_corpus_freeze_authorization,pass_status_only,excluded_or_no_target_status_caveat,Confirm status-only handling in final freeze authorization; do not generate Step 5 rows for this study.,full_corpus_lightweight_status_audit_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,"study_terminal_status=excluded_from_masem_correlation_contribution_status_draft; final_freeze_handling=Carry E-FT1/no-target status draft into final full-corpus freeze application/QA; verify no target rows are retained; keep Step 5 inactive.; notes=Coder notes and lightweight PDF check indicate total TAM-score associations/regression with external factors only, not an inter-construct target matrix.; exclusion_code=E-FT1; audit_status=completed. Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded."
S111,phase1,Pair B,FACTORS INFLUENCING ARTIFICIAL INTELLIGENCE (AI) ADOPTION AMONG MALAYSIAN STUDEN,included_reference_application_draft,6,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,pending_full_corpus_freeze_authorization,pass,none,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S112,phase2,Pair C,Determinants of Generative AI Adoption in Higher Education: A Social Science Per,included_reference_application_draft,7,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,pending_full_corpus_freeze_authorization,pass,none,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S113,phase2,Pair C,A MODEL FOR THE ADOPTION OF ARTIFICIAL INTELLIGENCE IN INCLUSIVE EDUCATION: AN E,included_reference_application_draft,6,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,pending_full_corpus_freeze_authorization,pass,none,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S114,phase2,Pair D,Predicting EFL Students’ Use of Artificial Intelligence Tool in Advancing Their,included_reference_application_draft,14,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,pending_full_corpus_freeze_authorization,pass,none,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S115,phase2,Pair C,Investigating EFL Learners’ Perceptions of Using AI to Enhance English Vocabular,included_reference_application_draft,6,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,pending_full_corpus_freeze_authorization,pass,none,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S116,phase2,Pair C,Higher education students' ChatGPT use behavior: Structural equation modelling o,included_reference_application_draft,15,coder_agreed_lightweight_rows,full_corpus_lightweight_status_audit_20260609.csv,pending_full_corpus_freeze_authorization,pass_with_caveats,metadata_status_caveat,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_lightweight_status_audit_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,study_terminal_status=included_coder_agreed_correlation_rows_status_draft; final_freeze_handling=Carry coder-agreed correlation rows from combined coder values into final full-corpus freeze application/QA; keep Step 5 inactive.; notes=Metadata/status differences only; 15 of 15 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created.; audit_status=completed. Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S117,phase1,Pair B,Factors Influencing International Students' Adoption of Generative Artificial In,included_reference_application_draft,7,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,pending_full_corpus_freeze_authorization,pass,none,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S118,phase2,Pair D,Faculty acceptance and use of generative artificial intelligence in their practi,excluded_or_no_target_status_application_draft,0,,phase2_confirmed_exclusion_full_corpus_audit_20260608.csv,pending_full_corpus_freeze_authorization,pass_status_only,none,Confirm status-only handling in final freeze authorization; do not generate Step 5 rows for this study.,phase2_confirmed_exclusion_full_corpus_audit_20260608.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,notes=metadata differences; exclusion/source-check; exclusion_code=E-FT1. Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S119,phase2,Pair C,The moderating role of ethnic culture on adoption intention of generative artifi,included_reference_application_draft,10,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,pending_full_corpus_freeze_authorization,pass,none,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S120,phase1,Pair A,Exploring the acceptance of ChatGPT in higher education: a comprehensive quantit,included_reference_application_draft,5,source_checked_or_logged_reference_draft_rows,phase1_high_confidence_reference_draft_status_20260608.csv,pending_full_corpus_freeze_authorization,pass_with_caveats,path_or_beta_conversion_caveat,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; phase1_high_confidence_reference_draft_status_20260608.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,"draft_status=included_row_draft_high_confidence; decision_summary=Use R1 beta-converted path-coefficient values BI-EE=.06, BI-FC=.19, BI-PE=.32, BI-SI=.14, BI-UB=.69; exclude R2-only SI-TRU/SI-UB/TRU-UB.; notes=Draft uses student/instructor weighted n=351. Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded."
S121,phase2,Pair D,Motivational and appraisal factors shaping generative AI use and intention in Au,included_reference_application_draft,56,source_checked_or_logged_reference_draft_rows,paper_b_phase2_step4_decision_application_audit_20260608.csv,pending_full_corpus_freeze_authorization,pass,none,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; paper_b_phase2_step4_decision_application_audit_20260608.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,notes=Students and teachers remain separate samples; SE mapping confidence is medium. Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S122,phase2,Pair C,Adoption intention of generative artificial intelligence among Chinese college s,included_reference_application_draft,10,coder_agreed_lightweight_rows,full_corpus_lightweight_status_audit_20260609.csv,pending_full_corpus_freeze_authorization,pass_with_caveats,metadata_status_caveat,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_lightweight_status_audit_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,study_terminal_status=included_coder_agreed_correlation_rows_status_draft; final_freeze_handling=Carry coder-agreed correlation rows from combined coder values into final full-corpus freeze application/QA; keep Step 5 inactive.; notes=Metadata/status differences only; 10 of 10 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created.; audit_status=completed. Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S123,phase2,Pair D,Balancing generative AI integration and faculty well-being: evidence from Chines,included_reference_application_draft,3,coder_agreed_lightweight_rows,full_corpus_lightweight_status_audit_20260609.csv,pending_full_corpus_freeze_authorization,pass_with_caveats,metadata_status_caveat,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_lightweight_status_audit_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,study_terminal_status=included_coder_agreed_correlation_rows_status_draft; final_freeze_handling=Carry coder-agreed correlation rows from combined coder values into final full-corpus freeze application/QA; keep Step 5 inactive.; notes=Metadata/status differences only; 3 of 3 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created.; audit_status=completed. Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S124,phase2,Pair D,Exploring pre-service music teachers' acceptance of generative artificial intell,included_reference_application_draft,6,coder_agreed_lightweight_rows,full_corpus_lightweight_status_audit_20260609.csv,pending_full_corpus_freeze_authorization,pass_with_caveats,metadata_status_caveat,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_lightweight_status_audit_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,study_terminal_status=included_coder_agreed_correlation_rows_status_draft; final_freeze_handling=Carry coder-agreed correlation rows from combined coder values into final full-corpus freeze application/QA; keep Step 5 inactive.; notes=Metadata/status differences only; 6 of 6 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created.; audit_status=completed. Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S125,phase1,Pair B,Exploring AI tool adoption in higher education: evidence from a PLS-SEM model in,included_reference_application_draft,15,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,pending_full_corpus_freeze_authorization,pass,none,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S126,phase2,Pair C,Prediction of the Use of Generative Artificial Intelligence Through ChatGPT Amon,included_reference_application_draft,15,coder_agreed_lightweight_rows,full_corpus_lightweight_status_audit_20260609.csv,pending_full_corpus_freeze_authorization,pass_with_caveats,metadata_status_caveat,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_lightweight_status_audit_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,study_terminal_status=included_coder_agreed_correlation_rows_status_draft; final_freeze_handling=Carry coder-agreed correlation rows from combined coder values into final full-corpus freeze application/QA; keep Step 5 inactive.; notes=Metadata/status differences only; 15 of 15 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created.; audit_status=completed. Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S127,phase1,Pair B,Academic Level as a Moderator in University Students' Acceptance of Educational,included_reference_application_draft,15,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,pending_full_corpus_freeze_authorization,pass,none,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S128,phase2,Pair C,Examining the Acceptance and Use of AI-Based Assistive Technology Among Universi,included_reference_application_draft,15,coder_agreed_lightweight_rows,full_corpus_lightweight_status_audit_20260609.csv,pending_full_corpus_freeze_authorization,pass_with_caveats,metadata_status_caveat,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_lightweight_status_audit_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,study_terminal_status=included_coder_agreed_correlation_rows_status_draft; final_freeze_handling=Carry coder-agreed correlation rows from combined coder values into final full-corpus freeze application/QA; keep Step 5 inactive.; notes=Metadata/status differences only; 15 of 15 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created.; audit_status=completed. Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S129,phase2,Pair C,Examining the Influence of AI on Python Programming Education: An Empirical Stud,included_reference_application_draft,9,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,pending_full_corpus_freeze_authorization,pass,none,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S130,phase1,Pair B,Mindsets Matter: A Mediation Analysis of the Role of a Technological Growth Mind,included_reference_application_draft,10,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,pending_full_corpus_freeze_authorization,pass,none,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S131,phase2,Pair D,Generative AI as a Cognitive Co-Pilot in English Language Learning in Higher Edu,included_reference_application_draft,4,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,pending_full_corpus_freeze_authorization,pass,none,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S132,phase2,Pair C,ChatGPT or Human Mentors? Student Perceptions of Technology Acceptance and Use a,excluded_or_no_target_status_application_draft,0,,phase2_confirmed_exclusion_full_corpus_audit_20260608.csv,pending_full_corpus_freeze_authorization,pass_status_only,none,Confirm status-only handling in final freeze authorization; do not generate Step 5 rows for this study.,phase2_confirmed_exclusion_full_corpus_audit_20260608.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,notes=metadata differences; exclusion/source-check; exclusion_code=E-FT1. Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S133,phase2,Pair D,Habit Predicting Higher Education EFL Students' Intention and Use of AI: A Nexus,included_reference_application_draft,15,coder_agreed_lightweight_rows,full_corpus_lightweight_status_audit_20260609.csv,pending_full_corpus_freeze_authorization,pass_with_caveats,metadata_status_caveat,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_lightweight_status_audit_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,study_terminal_status=included_coder_agreed_correlation_rows_status_draft; final_freeze_handling=Carry coder-agreed correlation rows from combined coder values into final full-corpus freeze application/QA; keep Step 5 inactive.; notes=Metadata/status differences only; 15 of 15 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created.; audit_status=completed. Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S134,phase2,Pair C,Learners' Acceptance of ChatGPT in School,included_reference_application_draft,6,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,pending_full_corpus_freeze_authorization,pass,none,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S135,phase2,Pair D,Exploring Generation Z's Acceptance of Artificial Intelligence in Higher Educati,included_reference_application_draft,10,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,pending_full_corpus_freeze_authorization,pass,none,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S136,phase2,Pair C,Factors Influencing the Reported Intention of Higher Vocational Computer Science,included_reference_application_draft,10,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,pending_full_corpus_freeze_authorization,pass,none,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
