full10_pair_order_label,study_id,missing_pair,batch_decision_class,candidate_value,candidate_value_metric,source_packet_file,source_locator,construct_mapping_issue,promote_to_supplemental_input,researcher_action,rationale_ko,original_triage_class,construct_1_human_supported,construct_2_human_supported,supported_constructs_in_human_reference,paper_b_boundary
26_FC-SE,S121-2,FC-SE,excluded_one_construct_not_human_supported,,,S121_source_packet_20260609.txt,,,no,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; do not add unless source adjudication reopens construct mapping.,likely_false_positive_one_construct_not_human_supported,yes,no,BI;EE;FC;PE;SI;TRU;UB,candidate_only_not_analytic_input_until_human_confirmed
26_FC-SE,S138,FC-SE,excluded_one_construct_not_human_supported,,,S138_source_packet_20260609.txt,,,no,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; do not add unless source adjudication reopens construct mapping.,likely_false_positive_one_construct_not_human_supported,no,yes,ATT;BI;EE;PE;SE;SI;TRU;UB,candidate_only_not_analytic_input_until_human_confirmed
26_FC-SE,S173,FC-SE,excluded_one_construct_not_human_supported,,,S173_source_packet_20260609.txt,,,no,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; do not add unless source adjudication reopens construct mapping.,likely_false_positive_one_construct_not_human_supported,yes,no,BI;EE;FC;PE;SI;TRU;UB,candidate_only_not_analytic_input_until_human_confirmed
26_FC-SE,S176,FC-SE,excluded_one_construct_not_human_supported,,,S176_source_packet_20260609.txt,,,no,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; do not add unless source adjudication reopens construct mapping.,likely_false_positive_one_construct_not_human_supported,yes,no,ATT;BI;EE;FC;PE;SI;TRU;UB,candidate_only_not_analytic_input_until_human_confirmed
26_FC-SE,S185,FC-SE,excluded_one_construct_not_human_supported,,,,,,no,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; do not add unless source adjudication reopens construct mapping.,likely_false_positive_one_construct_not_human_supported,yes,no,ANX;ATT;BI;EE;FC;PE;SI,candidate_only_not_analytic_input_until_human_confirmed
26_FC-SE,S190,FC-SE,excluded_one_construct_not_human_supported,,,S190_source_packet_20260609.txt,,,no,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; do not add unless source adjudication reopens construct mapping.,likely_false_positive_one_construct_not_human_supported,yes,no,ANX;ATT;BI;EE;FC;PE;SI,candidate_only_not_analytic_input_until_human_confirmed
26_FC-SE,S214,FC-SE,excluded_one_construct_not_human_supported,,,S214_source_packet_20260609.txt,,,no,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; do not add unless source adjudication reopens construct mapping.,likely_false_positive_one_construct_not_human_supported,yes,no,ATT;BI;EE;FC;PE;SI;UB,candidate_only_not_analytic_input_until_human_confirmed
26_FC-SE,S223,FC-SE,excluded_one_construct_not_human_supported,,,S223_source_packet_20260609.txt,,,no,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; do not add unless source adjudication reopens construct mapping.,likely_false_positive_one_construct_not_human_supported,yes,no,BI;EE;FC;PE;SI;TRU;UB,candidate_only_not_analytic_input_until_human_confirmed
27_FC-TRU,S016,FC-TRU,excluded_one_construct_not_human_supported,,,S016_source_packet_20260609.txt,,,no,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; do not add unless source adjudication reopens construct mapping.,likely_false_positive_one_construct_not_human_supported,yes,no,ANX;ATT;BI;EE;FC;PE;SE,candidate_only_not_analytic_input_until_human_confirmed
27_FC-TRU,S025,FC-TRU,excluded_one_construct_not_human_supported,,,S025_source_packet_20260609.txt,,,no,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; do not add unless source adjudication reopens construct mapping.,likely_false_positive_one_construct_not_human_supported,yes,no,BI;EE;FC;PE;SE;SI;UB,candidate_only_not_analytic_input_until_human_confirmed
27_FC-TRU,S036,FC-TRU,excluded_one_construct_not_human_supported,,,S036_source_packet_20260609.txt,,,no,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; do not add unless source adjudication reopens construct mapping.,likely_false_positive_one_construct_not_human_supported,no,yes,ANX;BI;EE;PE;SE;SI;TRU,candidate_only_not_analytic_input_until_human_confirmed
27_FC-TRU,S051,FC-TRU,excluded_one_construct_not_human_supported,,,S051_source_packet_20260609.txt,,,no,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; do not add unless source adjudication reopens construct mapping.,likely_false_positive_one_construct_not_human_supported,yes,no,ANX;BI;EE;FC;PE;SI;UB,candidate_only_not_analytic_input_until_human_confirmed
27_FC-TRU,S055,FC-TRU,excluded_one_construct_not_human_supported,,,S055_source_packet_20260609.txt,,,no,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; do not add unless source adjudication reopens construct mapping.,likely_false_positive_one_construct_not_human_supported,yes,no,ATT;BI;EE;FC;PE;SI;UB,candidate_only_not_analytic_input_until_human_confirmed
27_FC-TRU,S057,FC-TRU,excluded_one_construct_not_human_supported,,,S057_source_packet_20260609.txt,,,no,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; do not add unless source adjudication reopens construct mapping.,likely_false_positive_one_construct_not_human_supported,yes,no,ANX;ATT;BI;EE;FC;PE;SE;SI,candidate_only_not_analytic_input_until_human_confirmed
27_FC-TRU,S072,FC-TRU,excluded_one_construct_not_human_supported,,,S072_source_packet_20260609.txt,,,no,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; do not add unless source adjudication reopens construct mapping.,likely_false_positive_one_construct_not_human_supported,yes,no,ANX;ATT;BI;EE;FC;PE;SI;UB,candidate_only_not_analytic_input_until_human_confirmed
27_FC-TRU,S138,FC-TRU,excluded_one_construct_not_human_supported,,,S138_source_packet_20260609.txt,,,no,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; do not add unless source adjudication reopens construct mapping.,likely_false_positive_one_construct_not_human_supported,no,yes,ATT;BI;EE;PE;SE;SI;TRU;UB,candidate_only_not_analytic_input_until_human_confirmed
27_FC-TRU,S157,FC-TRU,excluded_one_construct_not_human_supported,,,S157_source_packet_20260609.txt,,,no,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; do not add unless source adjudication reopens construct mapping.,likely_false_positive_one_construct_not_human_supported,yes,no,AUT;BI;EE;FC;PE;SE;SI;UB,candidate_only_not_analytic_input_until_human_confirmed
27_FC-TRU,S164,FC-TRU,excluded_one_construct_not_human_supported,,,S164_source_packet_20260609.txt,,,no,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; do not add unless source adjudication reopens construct mapping.,likely_false_positive_one_construct_not_human_supported,yes,no,ATT;BI;EE;FC;PE;SI;UB,candidate_only_not_analytic_input_until_human_confirmed
27_FC-TRU,S185,FC-TRU,excluded_one_construct_not_human_supported,,,,,,no,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; do not add unless source adjudication reopens construct mapping.,likely_false_positive_one_construct_not_human_supported,yes,no,ANX;ATT;BI;EE;FC;PE;SI,candidate_only_not_analytic_input_until_human_confirmed
27_FC-TRU,S190,FC-TRU,excluded_one_construct_not_human_supported,,,S190_source_packet_20260609.txt,,,no,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; do not add unless source adjudication reopens construct mapping.,likely_false_positive_one_construct_not_human_supported,yes,no,ANX;ATT;BI;EE;FC;PE;SI,candidate_only_not_analytic_input_until_human_confirmed
28_ANX-FC,S004,ANX-FC,excluded_one_construct_not_human_supported,,,S004_source_packet_20260609.txt,,,no,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; do not add unless source adjudication reopens construct mapping.,likely_false_positive_one_construct_not_human_supported,no,yes,BI;EE;FC;PE;SE;SI;TRU;UB,candidate_only_not_analytic_input_until_human_confirmed
28_ANX-FC,S030,ANX-FC,excluded_one_construct_not_human_supported,,,S030_source_packet_20260609.txt,,,no,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; do not add unless source adjudication reopens construct mapping.,likely_false_positive_one_construct_not_human_supported,no,yes,ATT;BI;EE;FC;PE;SI;TRU,candidate_only_not_analytic_input_until_human_confirmed
28_ANX-FC,S036,ANX-FC,excluded_one_construct_not_human_supported,,,S036_source_packet_20260609.txt,,,no,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; do not add unless source adjudication reopens construct mapping.,likely_false_positive_one_construct_not_human_supported,yes,no,ANX;BI;EE;PE;SE;SI;TRU,candidate_only_not_analytic_input_until_human_confirmed
28_ANX-FC,S048,ANX-FC,excluded_one_construct_not_human_supported,,,S048_source_packet_20260609.txt,,,no,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; do not add unless source adjudication reopens construct mapping.,likely_false_positive_one_construct_not_human_supported,no,yes,ATT;BI;EE;FC;PE;SI;TRU;UB,candidate_only_not_analytic_input_until_human_confirmed
28_ANX-FC,S055,ANX-FC,excluded_one_construct_not_human_supported,,,S055_source_packet_20260609.txt,,,no,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; do not add unless source adjudication reopens construct mapping.,likely_false_positive_one_construct_not_human_supported,no,yes,ATT;BI;EE;FC;PE;SI;UB,candidate_only_not_analytic_input_until_human_confirmed
28_ANX-FC,S086,ANX-FC,excluded_one_construct_not_human_supported,,,S086_source_packet_20260609.txt,,,no,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; do not add unless source adjudication reopens construct mapping.,likely_false_positive_one_construct_not_human_supported,no,yes,BI;EE;FC;PE;SI;TRU;UB,candidate_only_not_analytic_input_until_human_confirmed
28_ANX-FC,S088,ANX-FC,excluded_one_construct_not_human_supported,,,S088_source_packet_20260609.txt,,,no,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; do not add unless source adjudication reopens construct mapping.,likely_false_positive_one_construct_not_human_supported,no,yes,BI;EE;FC;PE;SI;TRU;UB,candidate_only_not_analytic_input_until_human_confirmed
28_ANX-FC,S121-1,ANX-FC,excluded_one_construct_not_human_supported,,,S121_source_packet_20260609.txt,,,no,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; do not add unless source adjudication reopens construct mapping.,likely_false_positive_one_construct_not_human_supported,no,yes,BI;EE;FC;PE;SI;TRU;UB,candidate_only_not_analytic_input_until_human_confirmed
28_ANX-FC,S121-2,ANX-FC,excluded_one_construct_not_human_supported,,,S121_source_packet_20260609.txt,,,no,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; do not add unless source adjudication reopens construct mapping.,likely_false_positive_one_construct_not_human_supported,no,yes,BI;EE;FC;PE;SI;TRU;UB,candidate_only_not_analytic_input_until_human_confirmed
28_ANX-FC,S138,ANX-FC,excluded_no_construct_human_supported,,,S138_source_packet_20260609.txt,,,no,do_not_add_unless_reopened_by_source_evidence,Neither construct is human/frozen-supported for this study; likely AI term-hit overreach or source mismatch.,likely_false_positive_no_construct_human_supported,no,no,ATT;BI;EE;PE;SE;SI;TRU;UB,candidate_only_not_analytic_input_until_human_confirmed
28_ANX-FC,S164,ANX-FC,excluded_one_construct_not_human_supported,,,S164_source_packet_20260609.txt,,,no,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; do not add unless source adjudication reopens construct mapping.,likely_false_positive_one_construct_not_human_supported,no,yes,ATT;BI;EE;FC;PE;SI;UB,candidate_only_not_analytic_input_until_human_confirmed
28_ANX-FC,S173,ANX-FC,excluded_one_construct_not_human_supported,,,S173_source_packet_20260609.txt,,,no,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; do not add unless source adjudication reopens construct mapping.,likely_false_positive_one_construct_not_human_supported,no,yes,BI;EE;FC;PE;SI;TRU;UB,candidate_only_not_analytic_input_until_human_confirmed
28_ANX-FC,S176,ANX-FC,excluded_one_construct_not_human_supported,,,S176_source_packet_20260609.txt,,,no,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; do not add unless source adjudication reopens construct mapping.,likely_false_positive_one_construct_not_human_supported,no,yes,ATT;BI;EE;FC;PE;SI;TRU;UB,candidate_only_not_analytic_input_until_human_confirmed
28_ANX-FC,S191,ANX-FC,excluded_one_construct_not_human_supported,,,S191_source_packet_20260609.txt,,,no,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; do not add unless source adjudication reopens construct mapping.,likely_false_positive_one_construct_not_human_supported,no,yes,BI;EE;FC;PE;SE;SI;UB,candidate_only_not_analytic_input_until_human_confirmed
28_ANX-FC,S214,ANX-FC,excluded_one_construct_not_human_supported,,,S214_source_packet_20260609.txt,,,no,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; do not add unless source adjudication reopens construct mapping.,likely_false_positive_one_construct_not_human_supported,no,yes,ATT;BI;EE;FC;PE;SI;UB,candidate_only_not_analytic_input_until_human_confirmed
29_BI-FC,S036,BI-FC,excluded_one_construct_not_human_supported,,,S036_source_packet_20260609.txt,,,no,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; do not add unless source adjudication reopens construct mapping.,likely_false_positive_one_construct_not_human_supported,yes,no,ANX;BI;EE;PE;SE;SI;TRU,candidate_only_not_analytic_input_until_human_confirmed
29_BI-FC,S048,BI-FC,numeric_cell_candidate_pending_researcher_confirmation,0.424,source_reported_pearson_correlation_matrix,S048_source_packet_20260609.txt,S048_doc1 page 13 chunk 1; Table 2 descriptive statistics and correlations; INT x FC,,pending_researcher_confirmation,researcher_confirm_source_value_evidence_type_and_location,"Both constructs are human/frozen-supported and Table 2 reports a source-visible Pearson r cell. Keep as review evidence until researcher confirms value, evidence type, and source location.",source_review_priority_both_constructs_human_supported,yes,yes,ATT;BI;EE;FC;PE;SI;TRU;UB,candidate_only_not_analytic_input_until_human_confirmed
29_BI-FC,S138,BI-FC,excluded_one_construct_not_human_supported,,,S138_source_packet_20260609.txt,,,no,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; do not add unless source adjudication reopens construct mapping.,likely_false_positive_one_construct_not_human_supported,yes,no,ATT;BI;EE;PE;SE;SI;TRU;UB,candidate_only_not_analytic_input_until_human_confirmed
30_FC-UB,S016,FC-UB,excluded_one_construct_not_human_supported,,,S016_source_packet_20260609.txt,,,no,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; do not add unless source adjudication reopens construct mapping.,likely_false_positive_one_construct_not_human_supported,yes,no,ANX;ATT;BI;EE;FC;PE;SE,candidate_only_not_analytic_input_until_human_confirmed
30_FC-UB,S030,FC-UB,excluded_one_construct_not_human_supported,,,S030_source_packet_20260609.txt,,,no,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; do not add unless source adjudication reopens construct mapping.,likely_false_positive_one_construct_not_human_supported,yes,no,ATT;BI;EE;FC;PE;SI;TRU,candidate_only_not_analytic_input_until_human_confirmed
30_FC-UB,S036,FC-UB,excluded_no_construct_human_supported,,,S036_source_packet_20260609.txt,,,no,do_not_add_unless_reopened_by_source_evidence,Neither construct is human/frozen-supported for this study; likely AI term-hit overreach or source mismatch.,likely_false_positive_no_construct_human_supported,no,no,ANX;BI;EE;PE;SE;SI;TRU,candidate_only_not_analytic_input_until_human_confirmed
30_FC-UB,S048,FC-UB,numeric_cell_candidate_pending_researcher_confirmation,0.340,source_reported_pearson_correlation_matrix,S048_source_packet_20260609.txt,S048_doc1 page 13 chunk 1; Table 2 descriptive statistics and correlations; FC x USE,,pending_researcher_confirmation,researcher_confirm_source_value_evidence_type_and_location,"Both constructs are human/frozen-supported and Table 2 reports a source-visible Pearson r cell. Keep as review evidence until researcher confirms value, evidence type, and source location.",source_review_priority_both_constructs_human_supported,yes,yes,ATT;BI;EE;FC;PE;SI;TRU;UB,candidate_only_not_analytic_input_until_human_confirmed
30_FC-UB,S057,FC-UB,excluded_one_construct_not_human_supported,,,S057_source_packet_20260609.txt,,,no,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; do not add unless source adjudication reopens construct mapping.,likely_false_positive_one_construct_not_human_supported,yes,no,ANX;ATT;BI;EE;FC;PE;SE;SI,candidate_only_not_analytic_input_until_human_confirmed
30_FC-UB,S138,FC-UB,excluded_one_construct_not_human_supported,,,S138_source_packet_20260609.txt,,,no,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; do not add unless source adjudication reopens construct mapping.,likely_false_positive_one_construct_not_human_supported,no,yes,ATT;BI;EE;PE;SE;SI;TRU;UB,candidate_only_not_analytic_input_until_human_confirmed
30_FC-UB,S185,FC-UB,excluded_one_construct_not_human_supported,,,,,,no,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; do not add unless source adjudication reopens construct mapping.,likely_false_positive_one_construct_not_human_supported,yes,no,ANX;ATT;BI;EE;FC;PE;SI,candidate_only_not_analytic_input_until_human_confirmed
30_FC-UB,S190,FC-UB,excluded_one_construct_not_human_supported,,,S190_source_packet_20260609.txt,,,no,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; do not add unless source adjudication reopens construct mapping.,likely_false_positive_one_construct_not_human_supported,yes,no,ANX;ATT;BI;EE;FC;PE;SI,candidate_only_not_analytic_input_until_human_confirmed
31_ATT-SE,S004,ATT-SE,excluded_one_construct_not_human_supported,,,S004_source_packet_20260609.txt,,,no,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; do not add unless source adjudication reopens construct mapping.,likely_false_positive_one_construct_not_human_supported,no,yes,BI;EE;FC;PE;SE;SI;TRU;UB,candidate_only_not_analytic_input_until_human_confirmed
31_ATT-SE,S025,ATT-SE,excluded_one_construct_not_human_supported,,,S025_source_packet_20260609.txt,,,no,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; do not add unless source adjudication reopens construct mapping.,likely_false_positive_one_construct_not_human_supported,no,yes,BI;EE;FC;PE;SE;SI;UB,candidate_only_not_analytic_input_until_human_confirmed
31_ATT-SE,S030,ATT-SE,excluded_one_construct_not_human_supported,,,S030_source_packet_20260609.txt,,,no,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; do not add unless source adjudication reopens construct mapping.,likely_false_positive_one_construct_not_human_supported,yes,no,ATT;BI;EE;FC;PE;SI;TRU,candidate_only_not_analytic_input_until_human_confirmed
31_ATT-SE,S036,ATT-SE,excluded_one_construct_not_human_supported,,,S036_source_packet_20260609.txt,,,no,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; do not add unless source adjudication reopens construct mapping.,likely_false_positive_one_construct_not_human_supported,no,yes,ANX;BI;EE;PE;SE;SI;TRU,candidate_only_not_analytic_input_until_human_confirmed
31_ATT-SE,S055,ATT-SE,excluded_one_construct_not_human_supported,,,S055_source_packet_20260609.txt,,,no,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; do not add unless source adjudication reopens construct mapping.,likely_false_positive_one_construct_not_human_supported,yes,no,ATT;BI;EE;FC;PE;SI;UB,candidate_only_not_analytic_input_until_human_confirmed
31_ATT-SE,S072,ATT-SE,excluded_one_construct_not_human_supported,,,S072_source_packet_20260609.txt,,,no,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; do not add unless source adjudication reopens construct mapping.,likely_false_positive_one_construct_not_human_supported,yes,no,ANX;ATT;BI;EE;FC;PE;SI;UB,candidate_only_not_analytic_input_until_human_confirmed
31_ATT-SE,S088,ATT-SE,excluded_no_construct_human_supported,,,S088_source_packet_20260609.txt,,,no,do_not_add_unless_reopened_by_source_evidence,Neither construct is human/frozen-supported for this study; likely AI term-hit overreach or source mismatch.,likely_false_positive_no_construct_human_supported,no,no,BI;EE;FC;PE;SI;TRU;UB,candidate_only_not_analytic_input_until_human_confirmed
31_ATT-SE,S121-1,ATT-SE,excluded_no_construct_human_supported,,,S121_source_packet_20260609.txt,,,no,do_not_add_unless_reopened_by_source_evidence,Neither construct is human/frozen-supported for this study; likely AI term-hit overreach or source mismatch.,likely_false_positive_no_construct_human_supported,no,no,BI;EE;FC;PE;SI;TRU;UB,candidate_only_not_analytic_input_until_human_confirmed
31_ATT-SE,S121-2,ATT-SE,excluded_no_construct_human_supported,,,S121_source_packet_20260609.txt,,,no,do_not_add_unless_reopened_by_source_evidence,Neither construct is human/frozen-supported for this study; likely AI term-hit overreach or source mismatch.,likely_false_positive_no_construct_human_supported,no,no,BI;EE;FC;PE;SI;TRU;UB,candidate_only_not_analytic_input_until_human_confirmed
31_ATT-SE,S157,ATT-SE,excluded_one_construct_not_human_supported,,,S157_source_packet_20260609.txt,,,no,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; do not add unless source adjudication reopens construct mapping.,likely_false_positive_one_construct_not_human_supported,no,yes,AUT;BI;EE;FC;PE;SE;SI;UB,candidate_only_not_analytic_input_until_human_confirmed
31_ATT-SE,S173,ATT-SE,excluded_no_construct_human_supported,,,S173_source_packet_20260609.txt,,,no,do_not_add_unless_reopened_by_source_evidence,Neither construct is human/frozen-supported for this study; likely AI term-hit overreach or source mismatch.,likely_false_positive_no_construct_human_supported,no,no,BI;EE;FC;PE;SI;TRU;UB,candidate_only_not_analytic_input_until_human_confirmed
31_ATT-SE,S176,ATT-SE,excluded_one_construct_not_human_supported,,,S176_source_packet_20260609.txt,,,no,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; do not add unless source adjudication reopens construct mapping.,likely_false_positive_one_construct_not_human_supported,yes,no,ATT;BI;EE;FC;PE;SI;TRU;UB,candidate_only_not_analytic_input_until_human_confirmed
31_ATT-SE,S185,ATT-SE,excluded_one_construct_not_human_supported,,,,,,no,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; do not add unless source adjudication reopens construct mapping.,likely_false_positive_one_construct_not_human_supported,yes,no,ANX;ATT;BI;EE;FC;PE;SI,candidate_only_not_analytic_input_until_human_confirmed
31_ATT-SE,S190,ATT-SE,excluded_one_construct_not_human_supported,,,S190_source_packet_20260609.txt,,,no,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; do not add unless source adjudication reopens construct mapping.,likely_false_positive_one_construct_not_human_supported,yes,no,ANX;ATT;BI;EE;FC;PE;SI,candidate_only_not_analytic_input_until_human_confirmed
31_ATT-SE,S191,ATT-SE,excluded_one_construct_not_human_supported,,,S191_source_packet_20260609.txt,,,no,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; do not add unless source adjudication reopens construct mapping.,likely_false_positive_one_construct_not_human_supported,no,yes,BI;EE;FC;PE;SE;SI;UB,candidate_only_not_analytic_input_until_human_confirmed
31_ATT-SE,S214,ATT-SE,excluded_one_construct_not_human_supported,,,S214_source_packet_20260609.txt,,,no,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; do not add unless source adjudication reopens construct mapping.,likely_false_positive_one_construct_not_human_supported,yes,no,ATT;BI;EE;FC;PE;SI;UB,candidate_only_not_analytic_input_until_human_confirmed
31_ATT-SE,S223,ATT-SE,excluded_no_construct_human_supported,,,S223_source_packet_20260609.txt,,,no,do_not_add_unless_reopened_by_source_evidence,Neither construct is human/frozen-supported for this study; likely AI term-hit overreach or source mismatch.,likely_false_positive_no_construct_human_supported,no,no,BI;EE;FC;PE;SI;TRU;UB,candidate_only_not_analytic_input_until_human_confirmed
32_ATT-TRU,S004,ATT-TRU,excluded_one_construct_not_human_supported,,,S004_source_packet_20260609.txt,,,no,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; do not add unless source adjudication reopens construct mapping.,likely_false_positive_one_construct_not_human_supported,no,yes,BI;EE;FC;PE;SE;SI;TRU;UB,candidate_only_not_analytic_input_until_human_confirmed
32_ATT-TRU,S016,ATT-TRU,excluded_one_construct_not_human_supported,,,S016_source_packet_20260609.txt,,,no,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; do not add unless source adjudication reopens construct mapping.,likely_false_positive_one_construct_not_human_supported,yes,no,ANX;ATT;BI;EE;FC;PE;SE,candidate_only_not_analytic_input_until_human_confirmed
32_ATT-TRU,S025,ATT-TRU,excluded_no_construct_human_supported,,,S025_source_packet_20260609.txt,,,no,do_not_add_unless_reopened_by_source_evidence,Neither construct is human/frozen-supported for this study; likely AI term-hit overreach or source mismatch.,likely_false_positive_no_construct_human_supported,no,no,BI;EE;FC;PE;SE;SI;UB,candidate_only_not_analytic_input_until_human_confirmed
32_ATT-TRU,S035,ATT-TRU,excluded_one_construct_not_human_supported,,,S035_source_packet_20260609.txt,,,no,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; do not add unless source adjudication reopens construct mapping.,likely_false_positive_one_construct_not_human_supported,no,yes,BI;EE;FC;PE;SI;TRU;UB,candidate_only_not_analytic_input_until_human_confirmed
32_ATT-TRU,S036,ATT-TRU,excluded_one_construct_not_human_supported,,,S036_source_packet_20260609.txt,,,no,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; do not add unless source adjudication reopens construct mapping.,likely_false_positive_one_construct_not_human_supported,no,yes,ANX;BI;EE;PE;SE;SI;TRU,candidate_only_not_analytic_input_until_human_confirmed
32_ATT-TRU,S051,ATT-TRU,excluded_no_construct_human_supported,,,S051_source_packet_20260609.txt,,,no,do_not_add_unless_reopened_by_source_evidence,Neither construct is human/frozen-supported for this study; likely AI term-hit overreach or source mismatch.,likely_false_positive_no_construct_human_supported,no,no,ANX;BI;EE;FC;PE;SI;UB,candidate_only_not_analytic_input_until_human_confirmed
32_ATT-TRU,S055,ATT-TRU,excluded_one_construct_not_human_supported,,,S055_source_packet_20260609.txt,,,no,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; do not add unless source adjudication reopens construct mapping.,likely_false_positive_one_construct_not_human_supported,yes,no,ATT;BI;EE;FC;PE;SI;UB,candidate_only_not_analytic_input_until_human_confirmed
32_ATT-TRU,S057,ATT-TRU,excluded_one_construct_not_human_supported,,,S057_source_packet_20260609.txt,,,no,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; do not add unless source adjudication reopens construct mapping.,likely_false_positive_one_construct_not_human_supported,yes,no,ANX;ATT;BI;EE;FC;PE;SE;SI,candidate_only_not_analytic_input_until_human_confirmed
32_ATT-TRU,S072,ATT-TRU,excluded_one_construct_not_human_supported,,,S072_source_packet_20260609.txt,,,no,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; do not add unless source adjudication reopens construct mapping.,likely_false_positive_one_construct_not_human_supported,yes,no,ANX;ATT;BI;EE;FC;PE;SI;UB,candidate_only_not_analytic_input_until_human_confirmed
32_ATT-TRU,S086,ATT-TRU,excluded_one_construct_not_human_supported,,,S086_source_packet_20260609.txt,,,no,do_not_add_unless_reopened_by_source_evidence,Only one construct is human/frozen-supported for this study; do not add unless source adjudication reopens construct mapping.,likely_false_positive_one_construct_not_human_supported,no,yes,BI;EE;FC;PE;SI;TRU;UB,candidate_only_not_analytic_input_until_human_confirmed
