ai_trace_status,candidate_status,recommended_human_action,review_priority,study_id,pair,construct_1,construct_2,human_coded_value_to_check,sample_size_numeric,source_file,source_location,source_location_terms_found,construct_1_terms_found,construct_2_terms_found,table_terms_found,base_study_id_used_for_source_text,source_packet_exists,source_packet_file,exact_value_found_in_source_packet_text,broad_value_found_in_source_packet_text,pdf_exists,pdf_matched_stem,pdf_text_status,exact_value_found_in_pdf_text,broad_value_found_in_pdf_text,pdf_path_local_only,paper_b_boundary
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p1_review_value_not_found_in_any_text,S121-1,SI-TRU,SI,TRU,0.23,,latest_human_R3_(합의) CORRELATIONS,,,SI;social influence,TRU;trust,correlation;correlations;table,S121,true,S121_source_packet_20260609.txt,true,true,true,S121,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S121.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p1_review_value_not_found_in_any_text,S121-1,SI-UB,SI,UB,0.32,,latest_human_R3_(합의) CORRELATIONS,,,SI;social influence,UB;actual use;usage behavior;use;use behavior,correlation;correlations;table,S121,true,S121_source_packet_20260609.txt,true,true,true,S121,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S121.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p1_review_value_not_found_in_any_text,S121-1,TRU-UB,TRU,UB,0.36,,latest_human_R3_(합의) CORRELATIONS,,,TRU;trust,UB;actual use;usage behavior;use;use behavior,correlation;correlations;table,S121,true,S121_source_packet_20260609.txt,true,true,true,S121,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S121.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p1_review_value_not_found_in_any_text,S121-2,BI-EE,BI,EE,0.69,,latest_human_R3_(합의) CORRELATIONS,Figure 2 teacher,,BI;behavioral intention;intention to use;usage intention,EE;ease of use;effort expectancy;perceived ease of use,correlation;correlations;table,S121,true,S121_source_packet_20260609.txt,false,true,true,S121,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S121.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p1_review_value_not_found_in_any_text,S121-2,BI-FC,BI,FC,0.58,,latest_human_R3_(합의) CORRELATIONS,,,BI;behavioral intention;intention to use;usage intention,FC;facilitating;facilitating conditions;resources;support,correlation;correlations;table,S121,true,S121_source_packet_20260609.txt,true,true,true,S121,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S121.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p1_review_value_not_found_in_any_text,S121-2,BI-PE,BI,PE,0.81,,latest_human_R3_(합의) CORRELATIONS,,,BI;behavioral intention;intention to use;usage intention,PE;perceived usefulness;performance expectancy;useful;usefulness,correlation;correlations;table,S121,true,S121_source_packet_20260609.txt,true,true,true,S121,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S121.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p1_review_value_not_found_in_any_text,S121-2,BI-SI,BI,SI,0.58,,latest_human_R3_(합의) CORRELATIONS,,,BI;behavioral intention;intention to use;usage intention,SI;social influence,correlation;correlations;table,S121,true,S121_source_packet_20260609.txt,true,true,true,S121,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S121.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p1_review_value_not_found_in_any_text,S121-2,BI-TRU,BI,TRU,0.27,,latest_human_R3_(합의) CORRELATIONS,,,BI;behavioral intention;intention to use;usage intention,TRU;trust,correlation;correlations;table,S121,true,S121_source_packet_20260609.txt,true,true,true,S121,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S121.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p1_review_value_not_found_in_any_text,S121-2,BI-UB,BI,UB,0.48,,latest_human_R3_(합의) CORRELATIONS,,,BI;behavioral intention;intention to use;usage intention,UB;actual use;usage behavior;use;use behavior,correlation;correlations;table,S121,true,S121_source_packet_20260609.txt,true,true,true,S121,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S121.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p1_review_value_not_found_in_any_text,S121-2,EE-FC,EE,FC,0.7,,latest_human_R3_(합의) CORRELATIONS,,,EE;ease of use;effort expectancy;perceived ease of use,FC;facilitating;facilitating conditions;resources;support,correlation;correlations;table,S121,true,S121_source_packet_20260609.txt,true,true,true,S121,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S121.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p1_review_value_not_found_in_any_text,S121-2,EE-PE,EE,PE,0.57,,latest_human_R3_(합의) CORRELATIONS,,,EE;ease of use;effort expectancy;perceived ease of use,PE;perceived usefulness;performance expectancy;useful;usefulness,correlation;correlations;table,S121,true,S121_source_packet_20260609.txt,true,true,true,S121,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S121.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p1_review_value_not_found_in_any_text,S121-2,EE-SI,EE,SI,0.45,,latest_human_R3_(합의) CORRELATIONS,,,EE;ease of use;effort expectancy;perceived ease of use,SI;social influence,correlation;correlations;table,S121,true,S121_source_packet_20260609.txt,false,true,true,S121,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S121.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p1_review_value_not_found_in_any_text,S121-2,EE-TRU,EE,TRU,0.19,,latest_human_R3_(합의) CORRELATIONS,,,EE;ease of use;effort expectancy;perceived ease of use,TRU;trust,correlation;correlations;table,S121,true,S121_source_packet_20260609.txt,true,true,true,S121,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S121.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p1_review_value_not_found_in_any_text,S121-2,EE-UB,EE,UB,0.44,,latest_human_R3_(합의) CORRELATIONS,,,EE;ease of use;effort expectancy;perceived ease of use,UB;actual use;usage behavior;use;use behavior,correlation;correlations;table,S121,true,S121_source_packet_20260609.txt,false,true,true,S121,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S121.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p1_review_value_not_found_in_any_text,S121-2,FC-PE,FC,PE,0.47,,latest_human_R3_(합의) CORRELATIONS,,,FC;facilitating;facilitating conditions;resources;support,PE;perceived usefulness;performance expectancy;useful;usefulness,correlation;correlations;table,S121,true,S121_source_packet_20260609.txt,true,true,true,S121,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S121.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p1_review_value_not_found_in_any_text,S121-2,FC-SI,FC,SI,0.44,,latest_human_R3_(합의) CORRELATIONS,,,FC;facilitating;facilitating conditions;resources;support,SI;social influence,correlation;correlations;table,S121,true,S121_source_packet_20260609.txt,false,true,true,S121,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S121.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p1_review_value_not_found_in_any_text,S121-2,FC-TRU,FC,TRU,0.13,,latest_human_R3_(합의) CORRELATIONS,,,FC;facilitating;facilitating conditions;resources;support,TRU;trust,correlation;correlations;table,S121,true,S121_source_packet_20260609.txt,true,true,true,S121,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S121.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p1_review_value_not_found_in_any_text,S121-2,FC-UB,FC,UB,0.34,,latest_human_R3_(합의) CORRELATIONS,,,FC;facilitating;facilitating conditions;resources;support,UB;actual use;usage behavior;use;use behavior,correlation;correlations;table,S121,true,S121_source_packet_20260609.txt,true,true,true,S121,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S121.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p1_review_value_not_found_in_any_text,S121-2,PE-SI,PE,SI,0.59,,latest_human_R3_(합의) CORRELATIONS,,,PE;perceived usefulness;performance expectancy;useful;usefulness,SI;social influence,correlation;correlations;table,S121,true,S121_source_packet_20260609.txt,true,true,true,S121,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S121.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p1_review_value_not_found_in_any_text,S121-2,PE-TRU,PE,TRU,0.31,,latest_human_R3_(합의) CORRELATIONS,,,PE;perceived usefulness;performance expectancy;useful;usefulness,TRU;trust,correlation;correlations;table,S121,true,S121_source_packet_20260609.txt,false,true,true,S121,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S121.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p1_review_value_not_found_in_any_text,S121-2,PE-UB,PE,UB,0.35,,latest_human_R3_(합의) CORRELATIONS,,,PE;perceived usefulness;performance expectancy;useful;usefulness,UB;actual use;usage behavior;use;use behavior,correlation;correlations;table,S121,true,S121_source_packet_20260609.txt,true,true,true,S121,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S121.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p1_review_value_not_found_in_any_text,S121-2,SI-TRU,SI,TRU,0.16,,latest_human_R3_(합의) CORRELATIONS,,,SI;social influence,TRU;trust,correlation;correlations;table,S121,true,S121_source_packet_20260609.txt,false,true,true,S121,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S121.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p1_review_value_not_found_in_any_text,S121-2,SI-UB,SI,UB,0.21,,latest_human_R3_(합의) CORRELATIONS,,,SI;social influence,UB;actual use;usage behavior;use;use behavior,correlation;correlations;table,S121,true,S121_source_packet_20260609.txt,true,true,true,S121,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S121.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p1_review_value_not_found_in_any_text,S121-2,TRU-UB,TRU,UB,0.31,,latest_human_R3_(합의) CORRELATIONS,,,TRU;trust,UB;actual use;usage behavior;use;use behavior,correlation;correlations;table,S121,true,S121_source_packet_20260609.txt,false,true,true,S121,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S121.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p1_review_value_not_found_in_any_text,S077,ATT-EE,ATT,EE,0.62,308.0,latest_human_R3_(합의) CORRELATIONS,,,ATT;attitude;attitude toward;attitudes,EE;PEOU;ease of use;easy to use;perceived ease of use,correlation;correlations;fornell;larcker;latent;pearson;table,S077,true,S077_source_packet_20260609.txt,false,true,true,S077,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S077.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p1_review_value_not_found_in_any_text,S077,ATT-PE,ATT,PE,0.75,308.0,latest_human_R3_(합의) CORRELATIONS,,,ATT;attitude;attitude toward;attitudes,PE;PU;perceived usefulness;useful;usefulness,correlation;correlations;fornell;larcker;latent;pearson;table,S077,true,S077_source_packet_20260609.txt,false,true,true,S077,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S077.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p1_review_value_not_found_in_any_text,S077,ATT-SI,ATT,SI,0.6,308.0,latest_human_R3_(합의) CORRELATIONS,,,ATT;attitude;attitude toward;attitudes,SI;social influence;subjective norm,correlation;correlations;fornell;larcker;latent;pearson;table,S077,true,S077_source_packet_20260609.txt,false,true,true,S077,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S077.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p1_review_value_not_found_in_any_text,S077,BI-EE,BI,EE,0.62,308.0,latest_human_R3_(합의) CORRELATIONS,,,BI;behavioral intention;continuance intention;intention to use,EE;PEOU;ease of use;easy to use;perceived ease of use,correlation;correlations;fornell;larcker;latent;pearson;table,S077,true,S077_source_packet_20260609.txt,false,true,true,S077,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S077.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p1_review_value_not_found_in_any_text,S077,BI-PE,BI,PE,0.63,308.0,latest_human_R3_(합의) CORRELATIONS,,,BI;behavioral intention;continuance intention;intention to use,PE;PU;perceived usefulness;useful;usefulness,correlation;correlations;fornell;larcker;latent;pearson;table,S077,true,S077_source_packet_20260609.txt,false,true,true,S077,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S077.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p1_review_value_not_found_in_any_text,S077,BI-SI,BI,SI,0.63,308.0,latest_human_R3_(합의) CORRELATIONS,,,BI;behavioral intention;continuance intention;intention to use,SI;social influence;subjective norm,correlation;correlations;fornell;larcker;latent;pearson;table,S077,true,S077_source_packet_20260609.txt,false,true,true,S077,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S077.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p2_source_or_pdf_presence_gap,S222,BI-EE,BI,EE,0.45,50.0,latest_human_R3_CORRELATIONS,"Table 6, p. 2028",Table 6,BI;behavioral intention;behavioural intention;continuance intention;intention to use,PEOU;ease of use;easy to use;effort expectancy;perceived ease of use,correlation;fornell;larcker;table,S222,false,,false,false,true,S222,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S222.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_possible_value_visible_broad_match,ai_candidate_only_existing_human_value_under_review,human_check_broad_numeric_match_for_false_positive,p1_review_value_not_found_in_any_text,S222,BI-PE,BI,PE,0.58,50.0,latest_human_R3_CORRELATIONS,"Table 6, p.2028",Table 6,BI;behavioral intention;behavioural intention;continuance intention;intention to use,PE;PU;perceived usefulness;performance expectancy;useful;usefulness,correlation;fornell;larcker;table,S222,false,,false,false,true,S222,ok,false,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S222.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_possible_value_visible_broad_match,ai_candidate_only_existing_human_value_under_review,human_check_broad_numeric_match_for_false_positive,p1_review_value_not_found_in_any_text,S218,ATT-BI,ATT,BI,0.78,242.0,latest_human_R3_CORRELATIONS,"Table 1, p.5",Table 1,attitude;attitude toward;attitudes,behavioral intention;behavioural intention;intention to use,correlation;matrix;table,S218,false,,false,false,true,S218,ok,false,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S218.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_possible_value_visible_broad_match,ai_candidate_only_existing_human_value_under_review,human_check_broad_numeric_match_for_false_positive,p1_review_value_not_found_in_any_text,S218,ATT-EE,ATT,EE,0.68,242.0,latest_human_R3_CORRELATIONS,"Table 1, p. 5",Table 1,attitude;attitude toward;attitudes,ease of use;easy to use;perceived ease of use,correlation;matrix;table,S218,false,,false,false,true,S218,ok,false,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S218.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p1_review_value_not_found_in_any_text,S218,ATT-PE,ATT,PE,0.7,242.0,latest_human_R3_CORRELATIONS,"Table 1, p.5",Table 1,attitude;attitude toward;attitudes,perceived usefulness;useful;usefulness,correlation;matrix;table,S218,false,,false,false,true,S218,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S218.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p2_source_or_pdf_presence_gap,S218,BI-EE,BI,EE,0.59,242.0,latest_human_R3_CORRELATIONS,"Table 1, p.5",Table 1,behavioral intention;behavioural intention;intention to use,ease of use;easy to use;perceived ease of use,correlation;matrix;table,S218,false,,false,false,true,S218,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S218.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_possible_value_visible_broad_match,ai_candidate_only_existing_human_value_under_review,human_check_broad_numeric_match_for_false_positive,p1_review_value_not_found_in_any_text,S218,BI-PE,BI,PE,0.63,242.0,latest_human_R3_CORRELATIONS,"Table 1, p.5",Table 1,behavioral intention;behavioural intention;intention to use,perceived usefulness;useful;usefulness,correlation;matrix;table,S218,false,,false,false,true,S218,ok,false,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S218.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p2_source_or_pdf_presence_gap,S218,EE-PE,EE,PE,0.66,242.0,latest_human_R3_CORRELATIONS,"Table 1, p.5",Table 1,ease of use;easy to use;perceived ease of use,perceived usefulness;useful;usefulness,correlation;matrix;table,S218,false,,false,false,true,S218,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S218.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p2_source_or_pdf_presence_gap,S185,ANX-ATT,ANX,ATT,0.46,298.0,latest_human_R3_CORRELATIONS,"Table 3, p.7",Table 3,anxiety;apprehension,ATT;attitude;attitude toward;attitudes,correlation;fornell;larcker;table,S185,false,,false,false,true,S185,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S185.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p2_source_or_pdf_presence_gap,S185,ANX-EE,ANX,EE,0.473,298.0,latest_human_R3_CORRELATIONS,,,anxiety;apprehension,ease of use;easy to use;perceived ease of use,correlation;fornell;larcker;table,S185,false,,false,false,true,S185,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S185.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p2_source_or_pdf_presence_gap,S185,ANX-PE,ANX,PE,0.435,298.0,latest_human_R3_CORRELATIONS,,,anxiety;apprehension,PE;PU;perceived usefulness;useful;usefulness,correlation;fornell;larcker;table,S185,false,,false,false,true,S185,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S185.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p2_source_or_pdf_presence_gap,S185,ANX-SI,ANX,SI,0.216,298.0,latest_human_R3_CORRELATIONS,,,anxiety;apprehension,social influence;subjective norm,correlation;fornell;larcker;table,S185,false,,false,false,true,S185,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S185.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p2_source_or_pdf_presence_gap,S185,ATT-BI,ATT,BI,0.453,298.0,latest_human_R3_CORRELATIONS,Table3,,ATT;attitude;attitude toward;attitudes,BI;behavioral intention;intention to use;usage intention,correlation;fornell;larcker;table,S185,false,,false,false,true,S185,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S185.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p2_source_or_pdf_presence_gap,S185,ATT-EE,ATT,EE,0.473,298.0,latest_human_R3_CORRELATIONS,Table3,,ATT;attitude;attitude toward;attitudes,ease of use;easy to use;perceived ease of use,correlation;fornell;larcker;table,S185,false,,false,false,true,S185,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S185.pdf,candidate_only_not_analytic_input_until_human_confirmed
