task_unit_id,study_id,denominator_family,source_condition,field_key,construct_pair,expected_answer_type,available_model_count,available_models,model_coverage_status,answer_state_count,cross_model_behavior_disagreement,correct_models,incorrect_models,abstaining_models,primary_score_status,primary_is_correct,primary_answer_state,review_priority,triage_signals
P2-TASK-03594,S130,converted_or_model_derived_effect_size,source_pointer_only_converted_or_source_statistic_secondary_source_statistic_converted_by_human_consensus,ATT-BI,ATT-BI,numeric_effect_size_with_source_type,0,,reference_only_no_locked_model_row,0,0,,,,reference_only_no_locked_model_row,,missing_model_row,P0_expert_review_numeric_or_masem,high_consequence_numeric;primary_missing_model_row;reference_only_no_locked_model_row;source_or_trace_risk;source_pointer_only_no_evidence_text
P2-TASK-03595,S130,converted_or_model_derived_effect_size,source_pointer_only_converted_or_source_statistic_secondary_source_statistic_converted_by_human_consensus,ATT-EE,ATT-EE,numeric_effect_size_with_source_type,0,,reference_only_no_locked_model_row,0,0,,,,reference_only_no_locked_model_row,,missing_model_row,P0_expert_review_numeric_or_masem,high_consequence_numeric;primary_missing_model_row;reference_only_no_locked_model_row;source_or_trace_risk;source_pointer_only_no_evidence_text
P2-TASK-03596,S130,absence_or_blank_consensus,blank_or_absence_consensus,ATT-FC,ATT-FC,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,not_scored_no_locked_answer,,not_scored_no_locked_answer,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_not_scored
P2-TASK-03597,S130,converted_or_model_derived_effect_size,source_pointer_only_converted_or_source_statistic_secondary_source_statistic_converted_by_human_consensus,ATT-PE,ATT-PE,numeric_effect_size_with_source_type,0,,reference_only_no_locked_model_row,0,0,,,,reference_only_no_locked_model_row,,missing_model_row,P0_expert_review_numeric_or_masem,high_consequence_numeric;primary_missing_model_row;reference_only_no_locked_model_row;source_or_trace_risk;source_pointer_only_no_evidence_text
P2-TASK-03598,S130,absence_or_blank_consensus,blank_or_absence_consensus,ATT-SE,ATT-SE,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,not_scored_no_locked_answer,,not_scored_no_locked_answer,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_not_scored
P2-TASK-03599,S130,absence_or_blank_consensus,blank_or_absence_consensus,ATT-SI,ATT-SI,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,not_scored_no_locked_answer,,not_scored_no_locked_answer,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_not_scored
P2-TASK-03600,S130,absence_or_blank_consensus,blank_or_absence_consensus,ATT-TRA,ATT-TRA,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,not_scored_no_locked_answer,,not_scored_no_locked_answer,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_not_scored
P2-TASK-03601,S130,absence_or_blank_consensus,blank_or_absence_consensus,ATT-TRU,ATT-TRU,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,not_scored_no_locked_answer,,not_scored_no_locked_answer,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_not_scored
P2-TASK-03602,S130,absence_or_blank_consensus,blank_or_absence_consensus,ATT-UB,ATT-UB,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,not_scored_no_locked_answer,,not_scored_no_locked_answer,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_not_scored
P2-TASK-03603,S130,absence_or_blank_consensus,blank_or_absence_consensus,AUT-BI,AUT-BI,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,codex:gpt-5.5;gemini:gemini-3-flash-preview,codex:gpt-5.5;gemini:gemini-3-flash-preview,scored_abstention,0,abstain,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_abstention;primary_incorrect
P2-TASK-03604,S130,absence_or_blank_consensus,blank_or_absence_consensus,AUT-EE,AUT-EE,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,codex:gpt-5.5;gemini:gemini-3-flash-preview,codex:gpt-5.5;gemini:gemini-3-flash-preview,scored_abstention,0,abstain,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_abstention;primary_incorrect
P2-TASK-03605,S130,absence_or_blank_consensus,blank_or_absence_consensus,AUT-FC,AUT-FC,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,codex:gpt-5.5;gemini:gemini-3-flash-preview,codex:gpt-5.5;gemini:gemini-3-flash-preview,scored_abstention,0,abstain,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_abstention;primary_incorrect
P2-TASK-03606,S130,absence_or_blank_consensus,blank_or_absence_consensus,AUT-PE,AUT-PE,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,codex:gpt-5.5;gemini:gemini-3-flash-preview,codex:gpt-5.5;gemini:gemini-3-flash-preview,scored_abstention,0,abstain,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_abstention;primary_incorrect
P2-TASK-03607,S130,absence_or_blank_consensus,blank_or_absence_consensus,AUT-SE,AUT-SE,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,codex:gpt-5.5;gemini:gemini-3-flash-preview,codex:gpt-5.5;gemini:gemini-3-flash-preview,scored_abstention,0,abstain,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_abstention;primary_incorrect
P2-TASK-03608,S130,absence_or_blank_consensus,blank_or_absence_consensus,AUT-SI,AUT-SI,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,codex:gpt-5.5;gemini:gemini-3-flash-preview,codex:gpt-5.5;gemini:gemini-3-flash-preview,scored_abstention,0,abstain,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_abstention;primary_incorrect
P2-TASK-03609,S130,absence_or_blank_consensus,blank_or_absence_consensus,AUT-TRA,AUT-TRA,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,codex:gpt-5.5;gemini:gemini-3-flash-preview,codex:gpt-5.5;gemini:gemini-3-flash-preview,scored_abstention,0,abstain,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_abstention;primary_incorrect
P2-TASK-03610,S130,absence_or_blank_consensus,blank_or_absence_consensus,AUT-TRU,AUT-TRU,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,codex:gpt-5.5;gemini:gemini-3-flash-preview,codex:gpt-5.5;gemini:gemini-3-flash-preview,scored_abstention,0,abstain,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_abstention;primary_incorrect
P2-TASK-03611,S130,absence_or_blank_consensus,blank_or_absence_consensus,AUT-UB,AUT-UB,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,codex:gpt-5.5;gemini:gemini-3-flash-preview,codex:gpt-5.5;gemini:gemini-3-flash-preview,scored_abstention,0,abstain,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_abstention;primary_incorrect
P2-TASK-03612,S130,converted_or_model_derived_effect_size,source_pointer_only_converted_or_source_statistic_secondary_source_statistic_converted_by_human_consensus,BI-EE,BI-EE,numeric_effect_size_with_source_type,0,,reference_only_no_locked_model_row,0,0,,,,reference_only_no_locked_model_row,,missing_model_row,P0_expert_review_numeric_or_masem,high_consequence_numeric;primary_missing_model_row;reference_only_no_locked_model_row;source_or_trace_risk;source_pointer_only_no_evidence_text
P2-TASK-03613,S130,absence_or_blank_consensus,blank_or_absence_consensus,BI-FC,BI-FC,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,codex:gpt-5.5;gemini:gemini-3-flash-preview,codex:gpt-5.5;gemini:gemini-3-flash-preview,scored_abstention,0,abstain,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_abstention;primary_incorrect
P2-TASK-03614,S130,converted_or_model_derived_effect_size,source_pointer_only_converted_or_source_statistic_secondary_source_statistic_converted_by_human_consensus,BI-PE,BI-PE,numeric_effect_size_with_source_type,0,,reference_only_no_locked_model_row,0,0,,,,reference_only_no_locked_model_row,,missing_model_row,P0_expert_review_numeric_or_masem,high_consequence_numeric;primary_missing_model_row;reference_only_no_locked_model_row;source_or_trace_risk;source_pointer_only_no_evidence_text
P2-TASK-03615,S130,absence_or_blank_consensus,blank_or_absence_consensus,BI-SE,BI-SE,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,not_scored_no_locked_answer,,not_scored_no_locked_answer,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_not_scored
P2-TASK-03616,S130,absence_or_blank_consensus,blank_or_absence_consensus,BI-SI,BI-SI,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,not_scored_no_locked_answer,,not_scored_no_locked_answer,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_not_scored
P2-TASK-03617,S130,absence_or_blank_consensus,blank_or_absence_consensus,BI-TRA,BI-TRA,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,not_scored_no_locked_answer,,not_scored_no_locked_answer,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_not_scored
P2-TASK-03618,S130,absence_or_blank_consensus,blank_or_absence_consensus,BI-TRU,BI-TRU,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,not_scored_no_locked_answer,,not_scored_no_locked_answer,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_not_scored
P2-TASK-03619,S130,absence_or_blank_consensus,blank_or_absence_consensus,BI-UB,BI-UB,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,not_scored_no_locked_answer,,not_scored_no_locked_answer,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_not_scored
P2-TASK-03620,S130,absence_or_blank_consensus,blank_or_absence_consensus,EE-FC,EE-FC,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,not_scored_no_locked_answer,,not_scored_no_locked_answer,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_not_scored
P2-TASK-03621,S130,converted_or_model_derived_effect_size,source_pointer_only_converted_or_source_statistic_secondary_source_statistic_converted_by_human_consensus,EE-PE,EE-PE,numeric_effect_size_with_source_type,0,,reference_only_no_locked_model_row,0,0,,,,reference_only_no_locked_model_row,,missing_model_row,P0_expert_review_numeric_or_masem,high_consequence_numeric;primary_missing_model_row;reference_only_no_locked_model_row;source_or_trace_risk;source_pointer_only_no_evidence_text
P2-TASK-03622,S130,absence_or_blank_consensus,blank_or_absence_consensus,EE-SE,EE-SE,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,not_scored_no_locked_answer,,not_scored_no_locked_answer,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_not_scored
P2-TASK-03623,S130,absence_or_blank_consensus,blank_or_absence_consensus,EE-SI,EE-SI,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,not_scored_no_locked_answer,,not_scored_no_locked_answer,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_not_scored
P2-TASK-03624,S130,absence_or_blank_consensus,blank_or_absence_consensus,EE-TRA,EE-TRA,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,not_scored_no_locked_answer,,not_scored_no_locked_answer,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_not_scored
P2-TASK-03625,S130,absence_or_blank_consensus,blank_or_absence_consensus,EE-TRU,EE-TRU,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,not_scored_no_locked_answer,,not_scored_no_locked_answer,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_not_scored
P2-TASK-03626,S130,absence_or_blank_consensus,blank_or_absence_consensus,EE-UB,EE-UB,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,not_scored_no_locked_answer,,not_scored_no_locked_answer,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_not_scored
P2-TASK-03627,S130,absence_or_blank_consensus,blank_or_absence_consensus,FC-PE,FC-PE,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,not_scored_no_locked_answer,,not_scored_no_locked_answer,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_not_scored
P2-TASK-03628,S130,absence_or_blank_consensus,blank_or_absence_consensus,FC-SE,FC-SE,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,not_scored_no_locked_answer,,not_scored_no_locked_answer,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_not_scored
P2-TASK-03629,S130,absence_or_blank_consensus,blank_or_absence_consensus,FC-SI,FC-SI,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,not_scored_no_locked_answer,,not_scored_no_locked_answer,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_not_scored
P2-TASK-03630,S130,absence_or_blank_consensus,blank_or_absence_consensus,FC-TRA,FC-TRA,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,not_scored_no_locked_answer,,not_scored_no_locked_answer,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_not_scored
P2-TASK-03631,S130,absence_or_blank_consensus,blank_or_absence_consensus,FC-TRU,FC-TRU,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,not_scored_no_locked_answer,,not_scored_no_locked_answer,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_not_scored
P2-TASK-03632,S130,absence_or_blank_consensus,blank_or_absence_consensus,FC-UB,FC-UB,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,not_scored_no_locked_answer,,not_scored_no_locked_answer,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_not_scored
P2-TASK-03633,S130,absence_or_blank_consensus,blank_or_absence_consensus,PE-SE,PE-SE,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,not_scored_no_locked_answer,,not_scored_no_locked_answer,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_not_scored
P2-TASK-03634,S130,absence_or_blank_consensus,blank_or_absence_consensus,PE-SI,PE-SI,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,not_scored_no_locked_answer,,not_scored_no_locked_answer,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_not_scored
P2-TASK-03635,S130,absence_or_blank_consensus,blank_or_absence_consensus,PE-TRA,PE-TRA,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,not_scored_no_locked_answer,,not_scored_no_locked_answer,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_not_scored
P2-TASK-03636,S130,absence_or_blank_consensus,blank_or_absence_consensus,PE-TRU,PE-TRU,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,not_scored_no_locked_answer,,not_scored_no_locked_answer,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_not_scored
P2-TASK-03637,S130,absence_or_blank_consensus,blank_or_absence_consensus,PE-UB,PE-UB,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,not_scored_no_locked_answer,,not_scored_no_locked_answer,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_not_scored
P2-TASK-03638,S130,absence_or_blank_consensus,blank_or_absence_consensus,SE-SI,SE-SI,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,not_scored_no_locked_answer,,not_scored_no_locked_answer,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_not_scored
P2-TASK-03639,S130,absence_or_blank_consensus,blank_or_absence_consensus,SE-TRA,SE-TRA,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,not_scored_no_locked_answer,,not_scored_no_locked_answer,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_not_scored
P2-TASK-03640,S130,absence_or_blank_consensus,blank_or_absence_consensus,SE-TRU,SE-TRU,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,not_scored_no_locked_answer,,not_scored_no_locked_answer,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_not_scored
P2-TASK-03641,S130,absence_or_blank_consensus,blank_or_absence_consensus,SE-UB,SE-UB,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,not_scored_no_locked_answer,,not_scored_no_locked_answer,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_not_scored
P2-TASK-03642,S130,absence_or_blank_consensus,blank_or_absence_consensus,SI-TRA,SI-TRA,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,not_scored_no_locked_answer,,not_scored_no_locked_answer,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_not_scored
P2-TASK-03643,S130,absence_or_blank_consensus,blank_or_absence_consensus,SI-TRU,SI-TRU,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,not_scored_no_locked_answer,,not_scored_no_locked_answer,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_not_scored
P2-TASK-03644,S130,absence_or_blank_consensus,blank_or_absence_consensus,SI-UB,SI-UB,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,not_scored_no_locked_answer,,not_scored_no_locked_answer,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_not_scored
P2-TASK-03645,S130,absence_or_blank_consensus,blank_or_absence_consensus,TRA-TRU,TRA-TRU,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,not_scored_no_locked_answer,,not_scored_no_locked_answer,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_not_scored
P2-TASK-03646,S130,absence_or_blank_consensus,blank_or_absence_consensus,TRA-UB,TRA-UB,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,3,1,,codex:gpt-5.5;gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,scored,0,no reported value,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_incorrect
P2-TASK-03647,S130,absence_or_blank_consensus,blank_or_absence_consensus,TRU-UB,TRU-UB,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,3,1,,codex:gpt-5.5;gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,scored,0,no reported value,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_incorrect
P2-TASK-03648,S225,absence_or_blank_consensus,blank_or_absence_consensus,ANX-ATT,ANX-ATT,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,3,1,,codex:gpt-5.5;gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,scored,0,no reported value,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_incorrect
P2-TASK-03649,S225,absence_or_blank_consensus,blank_or_absence_consensus,ANX-AUT,ANX-AUT,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,3,1,,codex:gpt-5.5;gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,scored,0,no reported value,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_incorrect
P2-TASK-03650,S225,absence_or_blank_consensus,blank_or_absence_consensus,ANX-BI,ANX-BI,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,3,1,,codex:gpt-5.5;gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,scored,0,no reported value,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_incorrect
P2-TASK-03651,S225,absence_or_blank_consensus,blank_or_absence_consensus,ANX-EE,ANX-EE,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,3,1,,codex:gpt-5.5;gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,scored,0,no reported value,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_incorrect
P2-TASK-03652,S225,absence_or_blank_consensus,blank_or_absence_consensus,ANX-FC,ANX-FC,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,3,1,,codex:gpt-5.5;gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,scored,0,no reported value,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_incorrect
P2-TASK-03653,S225,absence_or_blank_consensus,blank_or_absence_consensus,ANX-PE,ANX-PE,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,3,1,,codex:gpt-5.5;gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,scored,0,no reported value,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_incorrect
P2-TASK-03654,S225,absence_or_blank_consensus,blank_or_absence_consensus,ANX-SE,ANX-SE,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,3,1,,codex:gpt-5.5;gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,scored,0,no reported value,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_incorrect
P2-TASK-03655,S225,absence_or_blank_consensus,blank_or_absence_consensus,ANX-SI,ANX-SI,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,3,1,,codex:gpt-5.5;gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,scored,0,no reported value,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_incorrect
P2-TASK-03656,S225,absence_or_blank_consensus,blank_or_absence_consensus,ANX-TRA,ANX-TRA,blank_or_no_reported_value,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,not_scored_no_locked_answer,,not_scored_no_locked_answer,P2_blank_behavior_audit,blank_behavior_family;cross_model_behavior_disagreement;primary_not_scored
