comparison_scope,analysis_role,model_id,denominator_family,task_stratum,source_condition,error_class,error_consequence,row_n,scored_n,incorrect_n,correct_n,incorrect_rate_within_group
overlap_codex_gpt55_claude_sonnet_gemini3flash,primary_prespecified_workflow,codex:gpt-5.5,metadata_extraction,metadata_ai_tool_name,source_evidence_and_locator_present,metadata_mismatch,moderate_metadata_or_mapping,5,5,5,0,1.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,primary_prespecified_workflow,codex:gpt-5.5,metadata_extraction,metadata_ai_tool_name,source_evidence_and_locator_present,metadata_relaxed_match_only,moderate_metadata_or_mapping,1,1,1,0,1.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,primary_prespecified_workflow,codex:gpt-5.5,metadata_extraction,metadata_ai_tool_name,source_evidence_and_locator_present,metadata_strict_match,moderate_metadata_or_mapping,2,2,0,2,0.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,primary_prespecified_workflow,codex:gpt-5.5,metadata_extraction,metadata_ai_tool_name,source_evidence_and_locator_present,not_scored_no_locked_answer,moderate_metadata_or_mapping,2,0,0,0,
overlap_codex_gpt55_claude_sonnet_gemini3flash,primary_prespecified_workflow,codex:gpt-5.5,metadata_extraction,metadata_ai_type,source_evidence_and_locator_present,abstention_on_scorable_row,moderate_metadata_or_mapping,54,54,54,0,1.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,primary_prespecified_workflow,codex:gpt-5.5,metadata_extraction,metadata_ai_type,source_evidence_and_locator_present,metadata_mismatch,moderate_metadata_or_mapping,4,4,4,0,1.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,primary_prespecified_workflow,codex:gpt-5.5,metadata_extraction,metadata_common_method_bias,source_evidence_and_locator_present,abstention_on_scorable_row,moderate_metadata_or_mapping,53,53,53,0,1.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,primary_prespecified_workflow,codex:gpt-5.5,metadata_extraction,metadata_common_method_bias,source_evidence_and_locator_present,metadata_mismatch,moderate_metadata_or_mapping,2,2,2,0,1.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,primary_prespecified_workflow,codex:gpt-5.5,metadata_extraction,metadata_construct_count,source_evidence_and_locator_present,abstention_on_scorable_row,moderate_metadata_or_mapping,1,1,1,0,1.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,primary_prespecified_workflow,codex:gpt-5.5,metadata_extraction,metadata_construct_count,source_evidence_and_locator_present,metadata_strict_match,moderate_metadata_or_mapping,2,2,0,2,0.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,primary_prespecified_workflow,codex:gpt-5.5,metadata_extraction,metadata_construct_count,source_evidence_and_locator_present,not_scored_no_locked_answer,moderate_metadata_or_mapping,1,0,0,0,
overlap_codex_gpt55_claude_sonnet_gemini3flash,primary_prespecified_workflow,codex:gpt-5.5,metadata_extraction,metadata_country,source_evidence_and_locator_present,abstention_on_scorable_row,moderate_metadata_or_mapping,19,19,19,0,1.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,primary_prespecified_workflow,codex:gpt-5.5,metadata_extraction,metadata_country,source_evidence_and_locator_present,metadata_mismatch,moderate_metadata_or_mapping,2,2,2,0,1.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,primary_prespecified_workflow,codex:gpt-5.5,metadata_extraction,metadata_data_collection,source_evidence_and_locator_present,abstention_on_scorable_row,moderate_metadata_or_mapping,4,4,4,0,1.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,primary_prespecified_workflow,codex:gpt-5.5,metadata_extraction,metadata_data_collection,source_evidence_and_locator_present,metadata_mismatch,moderate_metadata_or_mapping,1,1,1,0,1.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,primary_prespecified_workflow,codex:gpt-5.5,metadata_extraction,metadata_data_collection,source_evidence_and_locator_present,metadata_relaxed_match_only,moderate_metadata_or_mapping,1,1,1,0,1.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,primary_prespecified_workflow,codex:gpt-5.5,metadata_extraction,metadata_education_level,source_evidence_and_locator_present,abstention_on_scorable_row,moderate_metadata_or_mapping,30,30,30,0,1.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,primary_prespecified_workflow,codex:gpt-5.5,metadata_extraction,metadata_education_level,source_evidence_and_locator_present,metadata_mismatch,moderate_metadata_or_mapping,5,5,5,0,1.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,primary_prespecified_workflow,codex:gpt-5.5,metadata_extraction,metadata_education_level,source_evidence_and_locator_present,metadata_relaxed_match_only,moderate_metadata_or_mapping,1,1,1,0,1.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,primary_prespecified_workflow,codex:gpt-5.5,metadata_extraction,metadata_education_level,source_evidence_and_locator_present,metadata_strict_match,moderate_metadata_or_mapping,3,3,0,3,0.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,primary_prespecified_workflow,codex:gpt-5.5,metadata_extraction,metadata_education_level,source_evidence_and_locator_present,not_scored_no_locked_answer,moderate_metadata_or_mapping,1,0,0,0,
overlap_codex_gpt55_claude_sonnet_gemini3flash,primary_prespecified_workflow,codex:gpt-5.5,metadata_extraction,metadata_first_author,source_evidence_and_locator_present,abstention_on_scorable_row,moderate_metadata_or_mapping,55,55,55,0,1.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,primary_prespecified_workflow,codex:gpt-5.5,metadata_extraction,metadata_flag,source_evidence_and_locator_present,abstention_on_scorable_row,moderate_metadata_or_mapping,24,24,24,0,1.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,primary_prespecified_workflow,codex:gpt-5.5,metadata_extraction,metadata_flag,source_evidence_and_locator_present,metadata_mismatch,moderate_metadata_or_mapping,1,1,1,0,1.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,primary_prespecified_workflow,codex:gpt-5.5,metadata_extraction,metadata_matrix_completeness,source_evidence_and_locator_present,abstention_on_scorable_row,moderate_metadata_or_mapping,15,15,15,0,1.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,primary_prespecified_workflow,codex:gpt-5.5,metadata_extraction,metadata_matrix_completeness,source_evidence_and_locator_present,metadata_mismatch,moderate_metadata_or_mapping,3,3,3,0,1.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,primary_prespecified_workflow,codex:gpt-5.5,metadata_extraction,metadata_matrix_completeness,source_evidence_and_locator_present,not_scored_no_locked_answer,moderate_metadata_or_mapping,1,0,0,0,
overlap_codex_gpt55_claude_sonnet_gemini3flash,primary_prespecified_workflow,codex:gpt-5.5,metadata_extraction,metadata_notes,source_evidence_and_locator_present,abstention_on_scorable_row,moderate_metadata_or_mapping,9,9,9,0,1.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,primary_prespecified_workflow,codex:gpt-5.5,metadata_extraction,metadata_notes,source_evidence_and_locator_present,metadata_mismatch,moderate_metadata_or_mapping,1,1,1,0,1.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,primary_prespecified_workflow,codex:gpt-5.5,metadata_extraction,metadata_sample_size,source_evidence_and_locator_present,abstention_on_scorable_row,moderate_metadata_or_mapping,6,6,6,0,1.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,primary_prespecified_workflow,codex:gpt-5.5,metadata_extraction,metadata_sample_size,source_evidence_and_locator_present,metadata_strict_match,moderate_metadata_or_mapping,1,1,0,1,0.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,primary_prespecified_workflow,codex:gpt-5.5,metadata_extraction,metadata_sample_type,source_evidence_and_locator_present,abstention_on_scorable_row,moderate_metadata_or_mapping,5,5,5,0,1.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,primary_prespecified_workflow,codex:gpt-5.5,metadata_extraction,metadata_source_type,source_evidence_and_locator_present,metadata_strict_match,moderate_metadata_or_mapping,18,18,0,18,0.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,primary_prespecified_workflow,codex:gpt-5.5,metadata_extraction,metadata_statistic_count,source_evidence_and_locator_present,metadata_strict_match,moderate_metadata_or_mapping,4,4,0,4,0.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,primary_prespecified_workflow,codex:gpt-5.5,metadata_extraction,metadata_statistic_count,source_evidence_and_locator_present,not_scored_no_locked_answer,moderate_metadata_or_mapping,1,0,0,0,
overlap_codex_gpt55_claude_sonnet_gemini3flash,primary_prespecified_workflow,codex:gpt-5.5,metadata_extraction,metadata_study_design,source_evidence_and_locator_present,metadata_mismatch,moderate_metadata_or_mapping,3,3,3,0,1.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,primary_prespecified_workflow,codex:gpt-5.5,metadata_extraction,metadata_study_design,source_evidence_and_locator_present,metadata_strict_match,moderate_metadata_or_mapping,16,16,0,16,0.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,primary_prespecified_workflow,codex:gpt-5.5,metadata_extraction,metadata_theoretical_framework,source_evidence_and_locator_present,abstention_on_scorable_row,moderate_metadata_or_mapping,6,6,6,0,1.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,primary_prespecified_workflow,codex:gpt-5.5,metadata_extraction,metadata_theoretical_framework,source_evidence_and_locator_present,metadata_mismatch,moderate_metadata_or_mapping,1,1,1,0,1.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,primary_prespecified_workflow,codex:gpt-5.5,metadata_extraction,metadata_theoretical_framework,source_evidence_and_locator_present,metadata_relaxed_match_only,moderate_metadata_or_mapping,2,2,2,0,1.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,primary_prespecified_workflow,codex:gpt-5.5,metadata_extraction,metadata_user_role,source_evidence_and_locator_present,abstention_on_scorable_row,moderate_metadata_or_mapping,54,54,54,0,1.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,primary_prespecified_workflow,codex:gpt-5.5,metadata_extraction,metadata_user_role,source_evidence_and_locator_present,metadata_mismatch,moderate_metadata_or_mapping,1,1,1,0,1.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,primary_prespecified_workflow,codex:gpt-5.5,metadata_extraction,metadata_user_role,source_evidence_and_locator_present,metadata_strict_match,moderate_metadata_or_mapping,1,1,0,1,0.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,primary_prespecified_workflow,codex:gpt-5.5,source_absence_decision,source_absence_decision,source_absence_decision,trace_response_behavior,high_masem_related,3,3,3,0,1.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,primary_prespecified_workflow,codex:gpt-5.5,statistic_type_policy_decision,source_evidence_and_locator_present,source_evidence_and_locator_present,abstention_on_scorable_row,high_masem_related,4,4,4,0,1.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,primary_prespecified_workflow,codex:gpt-5.5,statistic_type_policy_decision,source_evidence_and_locator_present,source_evidence_and_locator_present,policy_or_label_mismatch,high_masem_related,3,3,3,0,1.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,primary_prespecified_workflow,codex:gpt-5.5,structured_human_review_decision,source_evidence_and_locator_present,source_evidence_and_locator_present,abstention_on_scorable_row,high_masem_related,34,34,34,0,1.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,primary_prespecified_workflow,codex:gpt-5.5,structured_human_review_decision,source_evidence_and_locator_present,source_evidence_and_locator_present,policy_or_label_mismatch,high_masem_related,7,7,7,0,1.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,supplementary_cross_model_sensitivity,gemini:gemini-3-flash-preview,absence_or_blank_consensus,blank_or_absence_consensus,blank_or_absence_consensus,blank_consensus_abstention,high_masem_related,5532,5532,5532,0,1.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,supplementary_cross_model_sensitivity,gemini:gemini-3-flash-preview,absence_or_blank_consensus,blank_or_absence_consensus,blank_or_absence_consensus,blank_consensus_nonblank_answer,high_masem_related,399,399,399,0,1.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,supplementary_cross_model_sensitivity,gemini:gemini-3-flash-preview,absence_or_blank_consensus,blank_or_absence_consensus,blank_or_absence_consensus,not_scored_no_locked_answer,high_masem_related,481,0,0,0,
overlap_codex_gpt55_claude_sonnet_gemini3flash,supplementary_cross_model_sensitivity,gemini:gemini-3-flash-preview,construct_or_sample_mapping_decision,source_evidence_and_locator_present,source_evidence_and_locator_present,policy_or_label_mismatch,high_masem_related,2,2,2,0,1.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,supplementary_cross_model_sensitivity,gemini:gemini-3-flash-preview,converted_or_model_derived_effect_size,converted_or_source_statistic_beta,converted_or_source_statistic_beta,abstention_on_scorable_row,high_numeric_or_masem_input,30,30,30,0,1.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,supplementary_cross_model_sensitivity,gemini:gemini-3-flash-preview,converted_or_model_derived_effect_size,converted_or_source_statistic_beta_path_converted_by_human_consensus,converted_or_source_statistic_beta_path_converted_by_human_consensus,abstention_on_scorable_row,high_numeric_or_masem_input,53,53,53,0,1.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,supplementary_cross_model_sensitivity,gemini:gemini-3-flash-preview,converted_or_model_derived_effect_size,converted_or_source_statistic_numeric_source_statistic_converted_by_human_consensus,converted_or_source_statistic_numeric_source_statistic_converted_by_human_consensus,abstention_on_scorable_row,high_numeric_or_masem_input,5,5,5,0,1.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,supplementary_cross_model_sensitivity,gemini:gemini-3-flash-preview,direct_r_effect_size_extraction,source_blank_direct_r,source_blank_direct_r,abstention_on_scorable_row,high_numeric_or_masem_input,43,43,43,0,1.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,supplementary_cross_model_sensitivity,gemini:gemini-3-flash-preview,direct_r_effect_size_extraction,source_reported_direct_r,source_reported_direct_r,abstention_on_scorable_row,high_numeric_or_masem_input,320,320,320,0,1.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,supplementary_cross_model_sensitivity,gemini:gemini-3-flash-preview,direct_r_effect_size_extraction,source_reported_direct_r,source_reported_direct_r,numeric_within_0_005,high_numeric_or_masem_input,3,3,0,3,0.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,supplementary_cross_model_sensitivity,gemini:gemini-3-flash-preview,eligibility_or_exclusion_decision,source_evidence_and_locator_present,source_evidence_and_locator_present,policy_or_label_mismatch,review_decision,5,5,5,0,1.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,supplementary_cross_model_sensitivity,gemini:gemini-3-flash-preview,human_disagreement_trace,human_disagreement_trace,human_disagreement_trace,abstention_on_scorable_row,high_masem_related,8,8,8,0,1.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,supplementary_cross_model_sensitivity,gemini:gemini-3-flash-preview,human_disagreement_trace,human_disagreement_trace,human_disagreement_trace,trace_response_behavior,high_masem_related,459,459,459,0,1.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,supplementary_cross_model_sensitivity,gemini:gemini-3-flash-preview,metadata_extraction,metadata_ai_tool_name,source_evidence_and_locator_present,abstention_on_scorable_row,moderate_metadata_or_mapping,46,46,46,0,1.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,supplementary_cross_model_sensitivity,gemini:gemini-3-flash-preview,metadata_extraction,metadata_ai_tool_name,source_evidence_and_locator_present,metadata_mismatch,moderate_metadata_or_mapping,7,7,7,0,1.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,supplementary_cross_model_sensitivity,gemini:gemini-3-flash-preview,metadata_extraction,metadata_ai_tool_name,source_evidence_and_locator_present,metadata_relaxed_match_only,moderate_metadata_or_mapping,1,1,1,0,1.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,supplementary_cross_model_sensitivity,gemini:gemini-3-flash-preview,metadata_extraction,metadata_ai_tool_name,source_evidence_and_locator_present,metadata_strict_match,moderate_metadata_or_mapping,1,1,0,1,0.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,supplementary_cross_model_sensitivity,gemini:gemini-3-flash-preview,metadata_extraction,metadata_ai_tool_name,source_evidence_and_locator_present,not_scored_no_locked_answer,moderate_metadata_or_mapping,1,0,0,0,
overlap_codex_gpt55_claude_sonnet_gemini3flash,supplementary_cross_model_sensitivity,gemini:gemini-3-flash-preview,metadata_extraction,metadata_ai_type,source_evidence_and_locator_present,abstention_on_scorable_row,moderate_metadata_or_mapping,55,55,55,0,1.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,supplementary_cross_model_sensitivity,gemini:gemini-3-flash-preview,metadata_extraction,metadata_ai_type,source_evidence_and_locator_present,metadata_mismatch,moderate_metadata_or_mapping,3,3,3,0,1.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,supplementary_cross_model_sensitivity,gemini:gemini-3-flash-preview,metadata_extraction,metadata_common_method_bias,source_evidence_and_locator_present,abstention_on_scorable_row,moderate_metadata_or_mapping,54,54,54,0,1.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,supplementary_cross_model_sensitivity,gemini:gemini-3-flash-preview,metadata_extraction,metadata_common_method_bias,source_evidence_and_locator_present,metadata_mismatch,moderate_metadata_or_mapping,1,1,1,0,1.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,supplementary_cross_model_sensitivity,gemini:gemini-3-flash-preview,metadata_extraction,metadata_construct_count,source_evidence_and_locator_present,abstention_on_scorable_row,moderate_metadata_or_mapping,2,2,2,0,1.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,supplementary_cross_model_sensitivity,gemini:gemini-3-flash-preview,metadata_extraction,metadata_construct_count,source_evidence_and_locator_present,metadata_mismatch,moderate_metadata_or_mapping,1,1,1,0,1.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,supplementary_cross_model_sensitivity,gemini:gemini-3-flash-preview,metadata_extraction,metadata_construct_count,source_evidence_and_locator_present,metadata_strict_match,moderate_metadata_or_mapping,1,1,0,1,0.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,supplementary_cross_model_sensitivity,gemini:gemini-3-flash-preview,metadata_extraction,metadata_country,source_evidence_and_locator_present,abstention_on_scorable_row,moderate_metadata_or_mapping,19,19,19,0,1.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,supplementary_cross_model_sensitivity,gemini:gemini-3-flash-preview,metadata_extraction,metadata_country,source_evidence_and_locator_present,metadata_mismatch,moderate_metadata_or_mapping,2,2,2,0,1.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,supplementary_cross_model_sensitivity,gemini:gemini-3-flash-preview,metadata_extraction,metadata_data_collection,source_evidence_and_locator_present,abstention_on_scorable_row,moderate_metadata_or_mapping,3,3,3,0,1.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,supplementary_cross_model_sensitivity,gemini:gemini-3-flash-preview,metadata_extraction,metadata_data_collection,source_evidence_and_locator_present,metadata_mismatch,moderate_metadata_or_mapping,2,2,2,0,1.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,supplementary_cross_model_sensitivity,gemini:gemini-3-flash-preview,metadata_extraction,metadata_data_collection,source_evidence_and_locator_present,metadata_strict_match,moderate_metadata_or_mapping,1,1,0,1,0.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,supplementary_cross_model_sensitivity,gemini:gemini-3-flash-preview,metadata_extraction,metadata_education_level,source_evidence_and_locator_present,abstention_on_scorable_row,moderate_metadata_or_mapping,31,31,31,0,1.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,supplementary_cross_model_sensitivity,gemini:gemini-3-flash-preview,metadata_extraction,metadata_education_level,source_evidence_and_locator_present,metadata_mismatch,moderate_metadata_or_mapping,7,7,7,0,1.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,supplementary_cross_model_sensitivity,gemini:gemini-3-flash-preview,metadata_extraction,metadata_education_level,source_evidence_and_locator_present,metadata_relaxed_match_only,moderate_metadata_or_mapping,1,1,1,0,1.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,supplementary_cross_model_sensitivity,gemini:gemini-3-flash-preview,metadata_extraction,metadata_education_level,source_evidence_and_locator_present,metadata_strict_match,moderate_metadata_or_mapping,1,1,0,1,0.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,supplementary_cross_model_sensitivity,gemini:gemini-3-flash-preview,metadata_extraction,metadata_first_author,source_evidence_and_locator_present,abstention_on_scorable_row,moderate_metadata_or_mapping,55,55,55,0,1.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,supplementary_cross_model_sensitivity,gemini:gemini-3-flash-preview,metadata_extraction,metadata_flag,source_evidence_and_locator_present,abstention_on_scorable_row,moderate_metadata_or_mapping,23,23,23,0,1.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,supplementary_cross_model_sensitivity,gemini:gemini-3-flash-preview,metadata_extraction,metadata_flag,source_evidence_and_locator_present,metadata_mismatch,moderate_metadata_or_mapping,2,2,2,0,1.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,supplementary_cross_model_sensitivity,gemini:gemini-3-flash-preview,metadata_extraction,metadata_matrix_completeness,source_evidence_and_locator_present,abstention_on_scorable_row,moderate_metadata_or_mapping,16,16,16,0,1.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,supplementary_cross_model_sensitivity,gemini:gemini-3-flash-preview,metadata_extraction,metadata_matrix_completeness,source_evidence_and_locator_present,metadata_mismatch,moderate_metadata_or_mapping,3,3,3,0,1.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,supplementary_cross_model_sensitivity,gemini:gemini-3-flash-preview,metadata_extraction,metadata_notes,source_evidence_and_locator_present,abstention_on_scorable_row,moderate_metadata_or_mapping,10,10,10,0,1.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,supplementary_cross_model_sensitivity,gemini:gemini-3-flash-preview,metadata_extraction,metadata_sample_size,source_evidence_and_locator_present,abstention_on_scorable_row,moderate_metadata_or_mapping,6,6,6,0,1.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,supplementary_cross_model_sensitivity,gemini:gemini-3-flash-preview,metadata_extraction,metadata_sample_size,source_evidence_and_locator_present,metadata_strict_match,moderate_metadata_or_mapping,1,1,0,1,0.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,supplementary_cross_model_sensitivity,gemini:gemini-3-flash-preview,metadata_extraction,metadata_sample_type,source_evidence_and_locator_present,abstention_on_scorable_row,moderate_metadata_or_mapping,5,5,5,0,1.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,supplementary_cross_model_sensitivity,gemini:gemini-3-flash-preview,metadata_extraction,metadata_source_type,source_evidence_and_locator_present,metadata_strict_match,moderate_metadata_or_mapping,18,18,0,18,0.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,supplementary_cross_model_sensitivity,gemini:gemini-3-flash-preview,metadata_extraction,metadata_statistic_count,source_evidence_and_locator_present,abstention_on_scorable_row,moderate_metadata_or_mapping,1,1,1,0,1.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,supplementary_cross_model_sensitivity,gemini:gemini-3-flash-preview,metadata_extraction,metadata_statistic_count,source_evidence_and_locator_present,metadata_mismatch,moderate_metadata_or_mapping,2,2,2,0,1.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,supplementary_cross_model_sensitivity,gemini:gemini-3-flash-preview,metadata_extraction,metadata_statistic_count,source_evidence_and_locator_present,metadata_strict_match,moderate_metadata_or_mapping,2,2,0,2,0.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,supplementary_cross_model_sensitivity,gemini:gemini-3-flash-preview,metadata_extraction,metadata_study_design,source_evidence_and_locator_present,metadata_mismatch,moderate_metadata_or_mapping,1,1,1,0,1.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,supplementary_cross_model_sensitivity,gemini:gemini-3-flash-preview,metadata_extraction,metadata_study_design,source_evidence_and_locator_present,metadata_strict_match,moderate_metadata_or_mapping,18,18,0,18,0.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,supplementary_cross_model_sensitivity,gemini:gemini-3-flash-preview,metadata_extraction,metadata_theoretical_framework,source_evidence_and_locator_present,abstention_on_scorable_row,moderate_metadata_or_mapping,6,6,6,0,1.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,supplementary_cross_model_sensitivity,gemini:gemini-3-flash-preview,metadata_extraction,metadata_theoretical_framework,source_evidence_and_locator_present,metadata_mismatch,moderate_metadata_or_mapping,1,1,1,0,1.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,supplementary_cross_model_sensitivity,gemini:gemini-3-flash-preview,metadata_extraction,metadata_theoretical_framework,source_evidence_and_locator_present,metadata_relaxed_match_only,moderate_metadata_or_mapping,2,2,2,0,1.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,supplementary_cross_model_sensitivity,gemini:gemini-3-flash-preview,metadata_extraction,metadata_user_role,source_evidence_and_locator_present,abstention_on_scorable_row,moderate_metadata_or_mapping,54,54,54,0,1.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,supplementary_cross_model_sensitivity,gemini:gemini-3-flash-preview,metadata_extraction,metadata_user_role,source_evidence_and_locator_present,metadata_mismatch,moderate_metadata_or_mapping,1,1,1,0,1.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,supplementary_cross_model_sensitivity,gemini:gemini-3-flash-preview,metadata_extraction,metadata_user_role,source_evidence_and_locator_present,metadata_strict_match,moderate_metadata_or_mapping,1,1,0,1,0.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,supplementary_cross_model_sensitivity,gemini:gemini-3-flash-preview,source_absence_decision,source_absence_decision,source_absence_decision,trace_response_behavior,high_masem_related,3,3,3,0,1.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,supplementary_cross_model_sensitivity,gemini:gemini-3-flash-preview,statistic_type_policy_decision,source_evidence_and_locator_present,source_evidence_and_locator_present,abstention_on_scorable_row,high_masem_related,2,2,2,0,1.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,supplementary_cross_model_sensitivity,gemini:gemini-3-flash-preview,statistic_type_policy_decision,source_evidence_and_locator_present,source_evidence_and_locator_present,policy_or_label_mismatch,high_masem_related,5,5,5,0,1.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,supplementary_cross_model_sensitivity,gemini:gemini-3-flash-preview,structured_human_review_decision,source_evidence_and_locator_present,source_evidence_and_locator_present,abstention_on_scorable_row,high_masem_related,13,13,13,0,1.000000
overlap_codex_gpt55_claude_sonnet_gemini3flash,supplementary_cross_model_sensitivity,gemini:gemini-3-flash-preview,structured_human_review_decision,source_evidence_and_locator_present,source_evidence_and_locator_present,policy_or_label_mismatch,high_masem_related,28,28,28,0,1.000000
