review_priority,study_id,pair,construct_1,construct_2,r_numeric,sample_size_numeric,source_file,source_location_present,source_packet_exists,value_found_in_source_packet_text,pdf_exists,pdf_text_status,value_found_in_pdf_text,pdf_path_local_only
p2_source_or_pdf_presence_gap,S145,ATT-BI,ATT,BI,0.17,374.0,latest_human_R3_(합의) CORRELATIONS,true,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S145.pdf
p1_review_value_not_found_in_any_text,S145,ATT-EE,ATT,EE,0.4,374.0,latest_human_R3_(합의) CORRELATIONS,true,false,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S145.pdf
p2_source_or_pdf_presence_gap,S145,ATT-UB,ATT,UB,0.15,374.0,latest_human_R3_(합의) CORRELATIONS,true,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S145.pdf
p2_source_or_pdf_presence_gap,S145,BI-EE,BI,EE,0.2,374.0,latest_human_R3_(합의) CORRELATIONS,true,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S145.pdf
p2_source_or_pdf_presence_gap,S145,BI-UB,BI,UB,0.33,374.0,latest_human_R3_(합의) CORRELATIONS,true,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S145.pdf
p2_source_or_pdf_presence_gap,S145,EE-UB,EE,UB,0.2,374.0,latest_human_R3_(합의) CORRELATIONS,true,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S145.pdf
p2_source_or_pdf_presence_gap,S110,BI-EE,BI,EE,0.17,353.0,latest_human_R3_(합의) CORRELATIONS,true,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S110.pdf
p2_source_or_pdf_presence_gap,S110,BI-PE,BI,PE,0.19,353.0,latest_human_R3_(합의) CORRELATIONS,true,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S110.pdf
p2_source_or_pdf_presence_gap,S110,BI-SI,BI,SI,0.05,353.0,latest_human_R3_(합의) CORRELATIONS,true,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S110.pdf
p1_review_value_not_found_in_any_text,S072,ATT-PE,ATT,PE,0.31,500.0,latest_human_R3_(합의) CORRELATIONS,false,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S072.pdf
p1_review_value_not_found_in_any_text,S219,ANX-ATT,ANX,ATT,-0.08,432.0,latest_human_R3_(합의) CORRELATIONS,false,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S219.pdf
p1_review_value_not_found_in_any_text,S219,ANX-BI,ANX,BI,-0.12,432.0,latest_human_R3_(합의) CORRELATIONS,false,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S219.pdf
p1_review_value_not_found_in_any_text,S219,ANX-EE,ANX,EE,-0.1,432.0,latest_human_R3_(합의) CORRELATIONS,false,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S219.pdf
p1_review_value_not_found_in_any_text,S219,ANX-PE,ANX,PE,-0.07,432.0,latest_human_R3_(합의) CORRELATIONS,false,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S219.pdf
p1_review_value_not_found_in_any_text,S052,BI-SI,BI,SI,0.61,524.0,latest_human_R3_(합의) CORRELATIONS,false,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S052.pdf
p1_review_value_not_found_in_any_text,S052,EE-FC,EE,FC,0.55,524.0,latest_human_R3_(합의) CORRELATIONS,false,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S052.pdf
p1_review_value_not_found_in_any_text,S052,EE-PE,EE,PE,0.79,524.0,latest_human_R3_(합의) CORRELATIONS,false,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S052.pdf
p1_review_value_not_found_in_any_text,S052,FC-SI,FC,SI,0.41,524.0,latest_human_R3_(합의) CORRELATIONS,false,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S052.pdf
p1_review_value_not_found_in_any_text,S052,PE-SI,PE,SI,0.65,524.0,latest_human_R3_(합의) CORRELATIONS,false,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S052.pdf
p1_review_value_not_found_in_any_text,S111,BI-SI,BI,SI,0.8,224.0,latest_human_R3_(합의) CORRELATIONS,false,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S111.pdf
p1_review_value_not_found_in_any_text,S212,ATT-BI,ATT,BI,0.52,465.0,latest_human_R3_(합의) CORRELATIONS,false,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S212.pdf
p1_review_value_not_found_in_any_text,S212,ATT-PE,ATT,PE,0.19,465.0,latest_human_R3_(합의) CORRELATIONS,false,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S212.pdf
p1_review_value_not_found_in_any_text,S212,BI-PE,BI,PE,0.25,465.0,latest_human_R3_(합의) CORRELATIONS,false,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S212.pdf
p1_review_value_not_found_in_any_text,S212,EE-PE,EE,PE,0.17,465.0,latest_human_R3_(합의) CORRELATIONS,false,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S212.pdf
p1_review_value_not_found_in_any_text,S186,BI-EE,BI,EE,0.32,657.0,latest_human_R3_(합의) CORRELATIONS,false,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S186.pdf
p1_review_value_not_found_in_any_text,S186,BI-UB,BI,UB,0.23,657.0,latest_human_R3_(합의) CORRELATIONS,false,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S186.pdf
p1_review_value_not_found_in_any_text,S198,BI-FC,BI,FC,-0.171,520.0,latest_human_R3_(합의) CORRELATIONS,false,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S198.pdf
p1_review_value_not_found_in_any_text,S198,EE-SI,EE,SI,-0.136,520.0,latest_human_R3_(합의) CORRELATIONS,false,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S198.pdf
p1_review_value_not_found_in_any_text,S198,FC-PE,FC,PE,-0.027,520.0,latest_human_R3_(합의) CORRELATIONS,false,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S198.pdf
p1_review_value_not_found_in_any_text,S198,FC-SI,FC,SI,-0.046,520.0,latest_human_R3_(합의) CORRELATIONS,false,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S198.pdf
p1_review_value_not_found_in_any_text,S198,FC-UB,FC,UB,-0.16,520.0,latest_human_R3_(합의) CORRELATIONS,false,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S198.pdf
p1_review_value_not_found_in_any_text,S198,PE-SI,PE,SI,-0.293,520.0,latest_human_R3_(합의) CORRELATIONS,false,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S198.pdf
p1_review_value_not_found_in_any_text,S025,BI-SI,BI,SI,-0.187,361.0,latest_human_R3_(합의) CORRELATIONS,false,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S025.pdf
p1_review_value_not_found_in_any_text,S078,ATT-SI,ATT,SI,0.608,668.0,latest_human_R3_(합의) CORRELATIONS,false,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S078.pdf
p1_review_value_not_found_in_any_text,S078,BI-SE,BI,SE,0.491,668.0,latest_human_R3_(합의) CORRELATIONS,false,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S078.pdf
p1_review_value_not_found_in_any_text,S078,BI-SI,BI,SI,0.542,668.0,latest_human_R3_(합의) CORRELATIONS,false,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S078.pdf
p1_review_value_not_found_in_any_text,S078,SE-SI,SE,SI,0.486,668.0,latest_human_R3_(합의) CORRELATIONS,false,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S078.pdf
p1_review_value_not_found_in_any_text,S121-1,BI-EE,BI,EE,0.67,,latest_human_R3_(합의) CORRELATIONS,true,false,false,false,missing_pdf,false,
p1_review_value_not_found_in_any_text,S121-1,BI-FC,BI,FC,0.59,,latest_human_R3_(합의) CORRELATIONS,false,false,false,false,missing_pdf,false,
p1_review_value_not_found_in_any_text,S121-1,BI-PE,BI,PE,0.84,,latest_human_R3_(합의) CORRELATIONS,false,false,false,false,missing_pdf,false,
p1_review_value_not_found_in_any_text,S121-1,BI-SI,BI,SI,0.66,,latest_human_R3_(합의) CORRELATIONS,false,false,false,false,missing_pdf,false,
p1_review_value_not_found_in_any_text,S121-1,BI-TRU,BI,TRU,0.34,,latest_human_R3_(합의) CORRELATIONS,false,false,false,false,missing_pdf,false,
p1_review_value_not_found_in_any_text,S121-1,BI-UB,BI,UB,0.58,,latest_human_R3_(합의) CORRELATIONS,false,false,false,false,missing_pdf,false,
p1_review_value_not_found_in_any_text,S121-1,EE-FC,EE,FC,0.72,,latest_human_R3_(합의) CORRELATIONS,false,false,false,false,missing_pdf,false,
p1_review_value_not_found_in_any_text,S121-1,EE-PE,EE,PE,0.62,,latest_human_R3_(합의) CORRELATIONS,false,false,false,false,missing_pdf,false,
p1_review_value_not_found_in_any_text,S121-1,EE-SI,EE,SI,0.53,,latest_human_R3_(합의) CORRELATIONS,false,false,false,false,missing_pdf,false,
p1_review_value_not_found_in_any_text,S121-1,EE-TRU,EE,TRU,0.22,,latest_human_R3_(합의) CORRELATIONS,false,false,false,false,missing_pdf,false,
p1_review_value_not_found_in_any_text,S121-1,EE-UB,EE,UB,0.39,,latest_human_R3_(합의) CORRELATIONS,false,false,false,false,missing_pdf,false,
p1_review_value_not_found_in_any_text,S121-1,FC-PE,FC,PE,0.53,,latest_human_R3_(합의) CORRELATIONS,false,false,false,false,missing_pdf,false,
p1_review_value_not_found_in_any_text,S121-1,FC-SI,FC,SI,0.49,,latest_human_R3_(합의) CORRELATIONS,false,false,false,false,missing_pdf,false,
p1_review_value_not_found_in_any_text,S121-1,FC-TRU,FC,TRU,0.16,,latest_human_R3_(합의) CORRELATIONS,false,false,false,false,missing_pdf,false,
p1_review_value_not_found_in_any_text,S121-1,FC-UB,FC,UB,0.29,,latest_human_R3_(합의) CORRELATIONS,false,false,false,false,missing_pdf,false,
p1_review_value_not_found_in_any_text,S121-1,PE-SI,PE,SI,0.64,,latest_human_R3_(합의) CORRELATIONS,false,false,false,false,missing_pdf,false,
p1_review_value_not_found_in_any_text,S121-1,PE-TRU,PE,TRU,0.36,,latest_human_R3_(합의) CORRELATIONS,false,false,false,false,missing_pdf,false,
p1_review_value_not_found_in_any_text,S121-1,PE-UB,PE,UB,0.47,,latest_human_R3_(합의) CORRELATIONS,false,false,false,false,missing_pdf,false,
p1_review_value_not_found_in_any_text,S121-1,SI-TRU,SI,TRU,0.23,,latest_human_R3_(합의) CORRELATIONS,false,false,false,false,missing_pdf,false,
p1_review_value_not_found_in_any_text,S121-1,SI-UB,SI,UB,0.32,,latest_human_R3_(합의) CORRELATIONS,false,false,false,false,missing_pdf,false,
p1_review_value_not_found_in_any_text,S121-1,TRU-UB,TRU,UB,0.36,,latest_human_R3_(합의) CORRELATIONS,false,false,false,false,missing_pdf,false,
p1_review_value_not_found_in_any_text,S121-2,BI-EE,BI,EE,0.69,,latest_human_R3_(합의) CORRELATIONS,true,false,false,false,missing_pdf,false,
p1_review_value_not_found_in_any_text,S121-2,BI-FC,BI,FC,0.58,,latest_human_R3_(합의) CORRELATIONS,false,false,false,false,missing_pdf,false,
p1_review_value_not_found_in_any_text,S121-2,BI-PE,BI,PE,0.81,,latest_human_R3_(합의) CORRELATIONS,false,false,false,false,missing_pdf,false,
p1_review_value_not_found_in_any_text,S121-2,BI-SI,BI,SI,0.58,,latest_human_R3_(합의) CORRELATIONS,false,false,false,false,missing_pdf,false,
p1_review_value_not_found_in_any_text,S121-2,BI-TRU,BI,TRU,0.27,,latest_human_R3_(합의) CORRELATIONS,false,false,false,false,missing_pdf,false,
p1_review_value_not_found_in_any_text,S121-2,BI-UB,BI,UB,0.48,,latest_human_R3_(합의) CORRELATIONS,false,false,false,false,missing_pdf,false,
p1_review_value_not_found_in_any_text,S121-2,EE-FC,EE,FC,0.7,,latest_human_R3_(합의) CORRELATIONS,false,false,false,false,missing_pdf,false,
p1_review_value_not_found_in_any_text,S121-2,EE-PE,EE,PE,0.57,,latest_human_R3_(합의) CORRELATIONS,false,false,false,false,missing_pdf,false,
p1_review_value_not_found_in_any_text,S121-2,EE-SI,EE,SI,0.45,,latest_human_R3_(합의) CORRELATIONS,false,false,false,false,missing_pdf,false,
p1_review_value_not_found_in_any_text,S121-2,EE-TRU,EE,TRU,0.19,,latest_human_R3_(합의) CORRELATIONS,false,false,false,false,missing_pdf,false,
p1_review_value_not_found_in_any_text,S121-2,EE-UB,EE,UB,0.44,,latest_human_R3_(합의) CORRELATIONS,false,false,false,false,missing_pdf,false,
p1_review_value_not_found_in_any_text,S121-2,FC-PE,FC,PE,0.47,,latest_human_R3_(합의) CORRELATIONS,false,false,false,false,missing_pdf,false,
p1_review_value_not_found_in_any_text,S121-2,FC-SI,FC,SI,0.44,,latest_human_R3_(합의) CORRELATIONS,false,false,false,false,missing_pdf,false,
p1_review_value_not_found_in_any_text,S121-2,FC-TRU,FC,TRU,0.13,,latest_human_R3_(합의) CORRELATIONS,false,false,false,false,missing_pdf,false,
p1_review_value_not_found_in_any_text,S121-2,FC-UB,FC,UB,0.34,,latest_human_R3_(합의) CORRELATIONS,false,false,false,false,missing_pdf,false,
p1_review_value_not_found_in_any_text,S121-2,PE-SI,PE,SI,0.59,,latest_human_R3_(합의) CORRELATIONS,false,false,false,false,missing_pdf,false,
p1_review_value_not_found_in_any_text,S121-2,PE-TRU,PE,TRU,0.31,,latest_human_R3_(합의) CORRELATIONS,false,false,false,false,missing_pdf,false,
p1_review_value_not_found_in_any_text,S121-2,PE-UB,PE,UB,0.35,,latest_human_R3_(합의) CORRELATIONS,false,false,false,false,missing_pdf,false,
p1_review_value_not_found_in_any_text,S121-2,SI-TRU,SI,TRU,0.16,,latest_human_R3_(합의) CORRELATIONS,false,false,false,false,missing_pdf,false,
p1_review_value_not_found_in_any_text,S121-2,SI-UB,SI,UB,0.21,,latest_human_R3_(합의) CORRELATIONS,false,false,false,false,missing_pdf,false,
p1_review_value_not_found_in_any_text,S121-2,TRU-UB,TRU,UB,0.31,,latest_human_R3_(합의) CORRELATIONS,false,false,false,false,missing_pdf,false,
p1_review_value_not_found_in_any_text,S077,ATT-EE,ATT,EE,0.62,308.0,latest_human_R3_(합의) CORRELATIONS,false,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S077.pdf
p1_review_value_not_found_in_any_text,S077,ATT-PE,ATT,PE,0.75,308.0,latest_human_R3_(합의) CORRELATIONS,false,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S077.pdf
p1_review_value_not_found_in_any_text,S077,ATT-SI,ATT,SI,0.6,308.0,latest_human_R3_(합의) CORRELATIONS,false,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S077.pdf
p1_review_value_not_found_in_any_text,S077,BI-EE,BI,EE,0.62,308.0,latest_human_R3_(합의) CORRELATIONS,false,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S077.pdf
p1_review_value_not_found_in_any_text,S077,BI-PE,BI,PE,0.63,308.0,latest_human_R3_(합의) CORRELATIONS,false,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S077.pdf
p1_review_value_not_found_in_any_text,S077,BI-SI,BI,SI,0.63,308.0,latest_human_R3_(합의) CORRELATIONS,false,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S077.pdf
p2_source_or_pdf_presence_gap,S222,BI-EE,BI,EE,0.45,50.0,latest_human_R3_CORRELATIONS,true,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S222.pdf
p1_review_value_not_found_in_any_text,S222,BI-PE,BI,PE,0.58,50.0,latest_human_R3_CORRELATIONS,true,false,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S222.pdf
p1_review_value_not_found_in_any_text,S218,ATT-BI,ATT,BI,0.78,242.0,latest_human_R3_CORRELATIONS,true,false,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S218.pdf
p1_review_value_not_found_in_any_text,S218,ATT-EE,ATT,EE,0.68,242.0,latest_human_R3_CORRELATIONS,true,false,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S218.pdf
p1_review_value_not_found_in_any_text,S218,ATT-PE,ATT,PE,0.7,242.0,latest_human_R3_CORRELATIONS,true,false,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S218.pdf
p2_source_or_pdf_presence_gap,S218,BI-EE,BI,EE,0.59,242.0,latest_human_R3_CORRELATIONS,true,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S218.pdf
p1_review_value_not_found_in_any_text,S218,BI-PE,BI,PE,0.63,242.0,latest_human_R3_CORRELATIONS,true,false,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S218.pdf
p2_source_or_pdf_presence_gap,S218,EE-PE,EE,PE,0.66,242.0,latest_human_R3_CORRELATIONS,true,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S218.pdf
p2_source_or_pdf_presence_gap,S185,ANX-ATT,ANX,ATT,0.46,298.0,latest_human_R3_CORRELATIONS,true,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S185.pdf
p2_source_or_pdf_presence_gap,S185,ANX-EE,ANX,EE,0.473,298.0,latest_human_R3_CORRELATIONS,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S185.pdf
p2_source_or_pdf_presence_gap,S185,ANX-PE,ANX,PE,0.435,298.0,latest_human_R3_CORRELATIONS,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S185.pdf
p2_source_or_pdf_presence_gap,S185,ANX-SI,ANX,SI,0.216,298.0,latest_human_R3_CORRELATIONS,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S185.pdf
p2_source_or_pdf_presence_gap,S185,ATT-BI,ATT,BI,0.453,298.0,latest_human_R3_CORRELATIONS,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S185.pdf
p2_source_or_pdf_presence_gap,S185,ATT-EE,ATT,EE,0.473,298.0,latest_human_R3_CORRELATIONS,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S185.pdf
p2_source_or_pdf_presence_gap,S185,ATT-PE,ATT,PE,0.504,298.0,latest_human_R3_CORRELATIONS,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S185.pdf
p2_source_or_pdf_presence_gap,S185,ATT-SI,ATT,SI,0.207,298.0,latest_human_R3_CORRELATIONS,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S185.pdf
p2_source_or_pdf_presence_gap,S185,BI-EE,BI,EE,0.524,298.0,latest_human_R3_CORRELATIONS,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S185.pdf
p2_source_or_pdf_presence_gap,S185,BI-PE,BI,PE,0.459,298.0,latest_human_R3_CORRELATIONS,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S185.pdf
p2_source_or_pdf_presence_gap,S185,BI-SI,BI,SI,0.433,298.0,latest_human_R3_CORRELATIONS,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S185.pdf
p2_source_or_pdf_presence_gap,S185,EE-PE,EE,PE,0.482,298.0,latest_human_R3_CORRELATIONS,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S185.pdf
p2_source_or_pdf_presence_gap,S185,EE-SI,EE,SI,0.279,298.0,latest_human_R3_CORRELATIONS,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S185.pdf
