study_id,pair,construct_1,construct_2,r_numeric,sample_size_numeric,source_file,source_location_present,flag_present,notes_present,source_packet_exists,value_found_in_source_packet_text,pdf_exists,pdf_text_status,value_found_in_pdf_text,pdf_path_local_only
S052,PE-SI,PE,SI,0.65,524.0,latest_human_R3_CORRELATIONS,false,false,false,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S052.pdf
S146,BI-EE,BI,EE,0.566,346.0,latest_human_R3_CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S146.pdf
S146,BI-PE,BI,PE,0.459,346.0,latest_human_R3_CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S146.pdf
S146,BI-SE,BI,SE,0.33,346.0,latest_human_R3_CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S146.pdf
S146,BI-SI,BI,SI,0.379,346.0,latest_human_R3_CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S146.pdf
S146,EE-PE,EE,PE,0.587,346.0,latest_human_R3_CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S146.pdf
S146,EE-SE,EE,SE,0.268,346.0,latest_human_R3_CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S146.pdf
S146,EE-SI,EE,SI,0.468,346.0,latest_human_R3_CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S146.pdf
S146,PE-SE,PE,SE,0.529,346.0,latest_human_R3_CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S146.pdf
S146,PE-SI,PE,SI,0.487,346.0,latest_human_R3_CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S146.pdf
S146,SE-SI,SE,SI,0.438,346.0,latest_human_R3_CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S146.pdf
S111,BI-PE,BI,PE,0.7,224.0,latest_human_R3_CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S111.pdf
S111,BI-SI,BI,SI,0.8,224.0,latest_human_R3_CORRELATIONS,false,false,false,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S111.pdf
S111,PE-SI,PE,SI,0.66,224.0,latest_human_R3_CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S111.pdf
S045,ATT-BI,ATT,BI,0.71,184.0,latest_human_R3_CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S045.pdf
S045,ATT-EE,ATT,EE,0.56,184.0,latest_human_R3_CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S045.pdf
S045,ATT-PE,ATT,PE,0.74,184.0,latest_human_R3_CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S045.pdf
S045,ATT-UB,ATT,UB,0.68,184.0,latest_human_R3_CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S045.pdf
S045,BI-EE,BI,EE,0.39,184.0,latest_human_R3_CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S045.pdf
S045,BI-PE,BI,PE,0.74,184.0,latest_human_R3_CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S045.pdf
S045,BI-UB,BI,UB,0.61,184.0,latest_human_R3_CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S045.pdf
S045,EE-PE,EE,PE,0.57,184.0,latest_human_R3_CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S045.pdf
S045,EE-UB,EE,UB,0.38,184.0,latest_human_R3_CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S045.pdf
S045,PE-UB,PE,UB,0.68,184.0,latest_human_R3_CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S045.pdf
S212,ATT-BI,ATT,BI,0.52,465.0,latest_human_R3_CORRELATIONS,false,false,false,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S212.pdf
S212,ATT-EE,ATT,EE,0.57,465.0,latest_human_R3_CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S212.pdf
S212,ATT-PE,ATT,PE,0.19,465.0,latest_human_R3_CORRELATIONS,false,false,false,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S212.pdf
S212,BI-PE,BI,PE,0.25,465.0,latest_human_R3_CORRELATIONS,false,false,false,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S212.pdf
S212,EE-PE,EE,PE,0.17,465.0,latest_human_R3_CORRELATIONS,false,false,false,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S212.pdf
S186,BI-EE,BI,EE,0.32,657.0,latest_human_R3_CORRELATIONS,false,false,false,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S186.pdf
S186,BI-FC,BI,FC,0.56,657.0,latest_human_R3_CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S186.pdf
S186,BI-PE,BI,PE,0.59,657.0,latest_human_R3_CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S186.pdf
S186,BI-UB,BI,UB,0.23,657.0,latest_human_R3_CORRELATIONS,false,false,false,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S186.pdf
S186,EE-FC,EE,FC,0.5,657.0,latest_human_R3_CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S186.pdf
S186,EE-PE,EE,PE,0.38,657.0,latest_human_R3_CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S186.pdf
S186,EE-UB,EE,UB,0.16,657.0,latest_human_R3_CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S186.pdf
S186,FC-PE,FC,PE,0.62,657.0,latest_human_R3_CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S186.pdf
S186,FC-UB,FC,UB,0.12,657.0,latest_human_R3_CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S186.pdf
S186,PE-UB,PE,UB,0.16,657.0,latest_human_R3_CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S186.pdf
S163,ATT-BI,ATT,BI,0.87,300.0,latest_human_R3_CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S163.pdf
S163,ATT-SI,ATT,SI,0.87,300.0,latest_human_R3_CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S163.pdf
S163,ATT-TRU,ATT,TRU,0.89,300.0,latest_human_R3_CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S163.pdf
S163,ATT-UB,ATT,UB,0.82,300.0,latest_human_R3_CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S163.pdf
S163,BI-PE,BI,PE,0.69,300.0,latest_human_R3_CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S163.pdf
S163,BI-SI,BI,SI,0.76,300.0,latest_human_R3_CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S163.pdf
S163,BI-TRU,BI,TRU,0.75,300.0,latest_human_R3_CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S163.pdf
S163,PE-SI,PE,SI,0.75,300.0,latest_human_R3_CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S163.pdf
S163,PE-TRU,PE,TRU,0.77,300.0,latest_human_R3_CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S163.pdf
S163,SI-TRU,SI,TRU,0.78,300.0,latest_human_R3_CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S163.pdf
S007,ATT-BI,ATT,BI,0.776,363.0,latest_human_R3_CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S007.pdf
S007,ATT-FC,ATT,FC,0.664,363.0,latest_human_R3_CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S007.pdf
S007,ATT-PE,ATT,PE,0.664,363.0,latest_human_R3_CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S007.pdf
S007,ATT-SE,ATT,SE,0.513,363.0,latest_human_R3_CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S007.pdf
S007,BI-FC,BI,FC,0.586,363.0,latest_human_R3_CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S007.pdf
S007,BI-PE,BI,PE,0.742,363.0,latest_human_R3_CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S007.pdf
S007,BI-SE,BI,SE,0.463,363.0,latest_human_R3_CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S007.pdf
S007,FC-PE,FC,PE,0.681,363.0,latest_human_R3_CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S007.pdf
S007,FC-SE,FC,SE,0.499,363.0,latest_human_R3_CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S007.pdf
S007,PE-SE,PE,SE,0.51,363.0,latest_human_R3_CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S007.pdf
S017,BI-EE,BI,EE,0.583,249.0,latest_human_R3_CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S017.pdf
S017,BI-PE,BI,PE,0.832,249.0,latest_human_R3_CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S017.pdf
S017,BI-UB,BI,UB,0.793,249.0,latest_human_R3_CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S017.pdf
S017,EE-PE,EE,PE,0.536,249.0,latest_human_R3_CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S017.pdf
S017,EE-UB,EE,UB,0.507,249.0,latest_human_R3_CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S017.pdf
S017,PE-UB,PE,UB,0.633,249.0,latest_human_R3_CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S017.pdf
S142,ANX-ATT,ANX,ATT,0.683,368.0,latest_human_R3_CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S142.pdf
S142,ANX-FC,ANX,FC,0.621,368.0,latest_human_R3_CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S142.pdf
S142,ANX-UB,ANX,UB,0.575,368.0,latest_human_R3_CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S142.pdf
S142,ATT-FC,ATT,FC,0.622,368.0,latest_human_R3_CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S142.pdf
S142,ATT-UB,ATT,UB,0.667,368.0,latest_human_R3_CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S142.pdf
S142,FC-UB,FC,UB,0.649,368.0,latest_human_R3_CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S142.pdf
S012,BI-EE,BI,EE,0.602,1190.0,latest_human_R3_CORRELATIONS,true,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S012.pdf
S012,BI-FC,BI,FC,0.586,1190.0,latest_human_R3_CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S012.pdf
S012,BI-PE,BI,PE,0.619,1190.0,latest_human_R3_CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S012.pdf
S012,BI-SI,BI,SI,0.241,1190.0,latest_human_R3_CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S012.pdf
S012,EE-FC,EE,FC,0.624,1190.0,latest_human_R3_CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S012.pdf
S012,EE-PE,EE,PE,0.62,1190.0,latest_human_R3_CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S012.pdf
S012,EE-SI,EE,SI,0.112,1190.0,latest_human_R3_CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S012.pdf
S012,FC-PE,FC,PE,0.549,1190.0,latest_human_R3_CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S012.pdf
S012,FC-SI,FC,SI,0.134,1190.0,latest_human_R3_CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S012.pdf
S012,PE-SI,PE,SI,0.147,1190.0,latest_human_R3_CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S012.pdf
S184,BI-FC,BI,FC,0.48,907.0,latest_human_R3_CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S184.pdf
S184,BI-SE,BI,SE,0.37,907.0,latest_human_R3_CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S184.pdf
S184,BI-SI,BI,SI,0.58,907.0,latest_human_R3_CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S184.pdf
S184,BI-UB,BI,UB,0.36,907.0,latest_human_R3_CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S184.pdf
S184,FC-SE,FC,SE,0.49,907.0,latest_human_R3_CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S184.pdf
S184,FC-SI,FC,SI,0.56,907.0,latest_human_R3_CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S184.pdf
S184,FC-UB,FC,UB,0.33,907.0,latest_human_R3_CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S184.pdf
S184,SE-SI,SE,SI,0.47,907.0,latest_human_R3_CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S184.pdf
S184,SE-UB,SE,UB,0.23,907.0,latest_human_R3_CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S184.pdf
S184,SI-UB,SI,UB,0.28,907.0,latest_human_R3_CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S184.pdf
S214,ATT-BI,ATT,BI,0.444,1117.0,latest_human_R3_CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S214.pdf
S214,ATT-EE,ATT,EE,0.484,1117.0,latest_human_R3_CORRELATIONS,false,false,false,true,true,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S214.pdf
