run_id,model_provider,model_id,model_version,procedure_id,prompt_version,run_timestamp_utc,temperature,seed,task_unit_id,study_id,llm_task_family,denominator_family,scoring_eligibility,expected_answer_type,evaluation_unit_text,model_input_text,model_answer,model_answer_normalized,model_source_locator,model_source_quote,model_confidence,abstained,error_code,raw_output_ref,locked_answer_status,lock_timestamp_utc,locked_by,notes
,,,,,,,,,FC-S5-TASK-00001,S002,latent_or_construct_correlation,primary_latent_or_construct_correlation_with_source_type_flag,eligible_after_locked_llm_output_with_source_type_denominator,numeric_correlation_with_source_type,Study: S002 | Reference record: S002_full_sample_BI_EE | Sample/stratum: full_sample | N: 300 | Construct pair: BI-EE | Human reference r: 0.696 | Reference source type: source_reported_pearson_or_latent_correlation | Evidence type: source_reported_direct_correlation_or_latent_correlation | Source location: S002.pdf Table 9 | Caveats: none | Notes: Use R2 source-located Table 9 direct row set; R3 mostly duplicates values but lacks source-location strings and differs for FC-PE/FC-SI. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_residual_batch5_source_checked.,Study: S002 | Sample/stratum: full_sample | Construct pair: BI-EE | Expected answer type: numeric_correlation_with_source_type | Evidence family to recover: latent_or_construct_correlation | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,,,,,,,,,template_unlocked,,,Generated from full-corpus post-freeze task shell; model run not authorized.
,,,,,,,,,FC-S5-TASK-00909,S089,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,numeric_effect_size_with_source_type,Study: S089 | Reference record: S089_full_sample_BI_UB | Sample/stratum: full_sample | N: 322 | Construct pair: BI-UB | Human reference r: 0.72 | Reference source type: beta_converted_peterson_brown | Evidence type: standardized_path_beta_converted | Source location: S089.pdf Table 8 | Caveats: CAV005 | Notes: Use R1 source-located Table 8 beta-converted rows; R4 raw beta rows are not drafted. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_residual_batch4_phase2_pairC_source_checked.,Study: S089 | Sample/stratum: full_sample | Construct pair: BI-UB | Expected answer type: numeric_effect_size_with_source_type | Evidence family to recover: beta_or_path_converted_effect_size | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,,,,,,,,,template_unlocked,,,Generated from full-corpus post-freeze task shell; model run not authorized.
,,,,,,,,,FC-S5-TASK-00910,S089,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,numeric_effect_size_with_source_type,Study: S089 | Reference record: S089_full_sample_EE_UB | Sample/stratum: full_sample | N: 322 | Construct pair: EE-UB | Human reference r: 0.33 | Reference source type: beta_converted_peterson_brown | Evidence type: standardized_path_beta_converted | Source location: S089.pdf Table 8 | Caveats: CAV005 | Notes: Use R1 source-located Table 8 beta-converted rows; R4 raw beta rows are not drafted. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_residual_batch4_phase2_pairC_source_checked.,Study: S089 | Sample/stratum: full_sample | Construct pair: EE-UB | Expected answer type: numeric_effect_size_with_source_type | Evidence family to recover: beta_or_path_converted_effect_size | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,,,,,,,,,template_unlocked,,,Generated from full-corpus post-freeze task shell; model run not authorized.
,,,,,,,,,FC-S5-TASK-00911,S089,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,numeric_effect_size_with_source_type,Study: S089 | Reference record: S089_full_sample_PE_UB | Sample/stratum: full_sample | N: 322 | Construct pair: PE-UB | Human reference r: 0.26 | Reference source type: beta_converted_peterson_brown | Evidence type: standardized_path_beta_converted | Source location: S089.pdf Table 8 | Caveats: CAV005 | Notes: Use R1 source-located Table 8 beta-converted rows; R4 raw beta rows are not drafted. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_residual_batch4_phase2_pairC_source_checked.,Study: S089 | Sample/stratum: full_sample | Construct pair: PE-UB | Expected answer type: numeric_effect_size_with_source_type | Evidence family to recover: beta_or_path_converted_effect_size | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,,,,,,,,,template_unlocked,,,Generated from full-corpus post-freeze task shell; model run not authorized.
,,,,,,,,,FC-S5-TASK-00912,S090,direct_r_effect_size_extraction,primary_direct_r_or_source_reported_correlation,eligible_after_locked_llm_output,numeric_r_effect_size,Study: S090 | Reference record: S090_full_sample_EE_PE | Sample/stratum: full_sample | N: 681 | Construct pair: EE-PE | Human reference r: 0.46 | Reference source type: coder_agreed_direct_correlation | Evidence type: coder_agreed_direct_correlation | Source location: Table 3 | Caveats: none | Notes: Coder-agreed lightweight carry-forward; no new source-value adjudication record was created. Lightweight audit note: Metadata/status differences only; 3 of 3 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_coder_agreed_correlation_rows_application_draft.,Study: S090 | Sample/stratum: full_sample | Construct pair: EE-PE | Expected answer type: numeric_r_effect_size | Evidence family to recover: direct_r_effect_size_extraction | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,,,,,,,,,template_unlocked,,,Generated from full-corpus post-freeze task shell; model run not authorized.
,,,,,,,,,FC-S5-TASK-00913,S090,direct_r_effect_size_extraction,primary_direct_r_or_source_reported_correlation,eligible_after_locked_llm_output,numeric_r_effect_size,Study: S090 | Reference record: S090_full_sample_EE_UB | Sample/stratum: full_sample | N: 681 | Construct pair: EE-UB | Human reference r: 0.47 | Reference source type: coder_agreed_direct_correlation | Evidence type: coder_agreed_direct_correlation | Source location: Table 3 | Caveats: none | Notes: Coder-agreed lightweight carry-forward; no new source-value adjudication record was created. Lightweight audit note: Metadata/status differences only; 3 of 3 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_coder_agreed_correlation_rows_application_draft.,Study: S090 | Sample/stratum: full_sample | Construct pair: EE-UB | Expected answer type: numeric_r_effect_size | Evidence family to recover: direct_r_effect_size_extraction | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,,,,,,,,,template_unlocked,,,Generated from full-corpus post-freeze task shell; model run not authorized.
,,,,,,,,,FC-S5-TASK-00914,S090,direct_r_effect_size_extraction,primary_direct_r_or_source_reported_correlation,eligible_after_locked_llm_output,numeric_r_effect_size,Study: S090 | Reference record: S090_full_sample_PE_UB | Sample/stratum: full_sample | N: 681 | Construct pair: PE-UB | Human reference r: 0.74 | Reference source type: coder_agreed_direct_correlation | Evidence type: coder_agreed_direct_correlation | Source location: Table 3 | Caveats: none | Notes: Coder-agreed lightweight carry-forward; no new source-value adjudication record was created. Lightweight audit note: Metadata/status differences only; 3 of 3 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_coder_agreed_correlation_rows_application_draft.,Study: S090 | Sample/stratum: full_sample | Construct pair: PE-UB | Expected answer type: numeric_r_effect_size | Evidence family to recover: direct_r_effect_size_extraction | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,,,,,,,,,template_unlocked,,,Generated from full-corpus post-freeze task shell; model run not authorized.
,,,,,,,,,FC-S5-TASK-00915,S091,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,numeric_effect_size_with_source_type,Study: S091 | Reference record: S091_full_sample_ATT_BI | Sample/stratum: full_sample | N: 382 | Construct pair: ATT-BI | Human reference r: 0.478 | Reference source type: source_reported_latent_correlation | Evidence type: fornell_larcker_off_diagonal_latent_correlation | Source location: S091.pdf Table 7 Fornell-Larcker criteria | Caveats: CAV005 | Notes: N=382 and ChatGPT-specific metadata applied; R2 beta column stores the same correlation values as source Table 7. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_metadata_rule_applied.,Study: S091 | Sample/stratum: full_sample | Construct pair: ATT-BI | Expected answer type: numeric_effect_size_with_source_type | Evidence family to recover: beta_or_path_converted_effect_size | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,,,,,,,,,template_unlocked,,,Generated from full-corpus post-freeze task shell; model run not authorized.
,,,,,,,,,FC-S5-TASK-00916,S091,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,numeric_effect_size_with_source_type,Study: S091 | Reference record: S091_full_sample_ATT_FC | Sample/stratum: full_sample | N: 382 | Construct pair: ATT-FC | Human reference r: 0.687 | Reference source type: source_reported_latent_correlation | Evidence type: fornell_larcker_off_diagonal_latent_correlation | Source location: S091.pdf Table 7 Fornell-Larcker criteria | Caveats: CAV005 | Notes: N=382 and ChatGPT-specific metadata applied; R2 beta column stores the same correlation values as source Table 7. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_metadata_rule_applied.,Study: S091 | Sample/stratum: full_sample | Construct pair: ATT-FC | Expected answer type: numeric_effect_size_with_source_type | Evidence family to recover: beta_or_path_converted_effect_size | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,,,,,,,,,template_unlocked,,,Generated from full-corpus post-freeze task shell; model run not authorized.
,,,,,,,,,FC-S5-TASK-00917,S091,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,numeric_effect_size_with_source_type,Study: S091 | Reference record: S091_full_sample_ATT_PE | Sample/stratum: full_sample | N: 382 | Construct pair: ATT-PE | Human reference r: 0.748 | Reference source type: source_reported_latent_correlation | Evidence type: fornell_larcker_off_diagonal_latent_correlation | Source location: S091.pdf Table 7 Fornell-Larcker criteria | Caveats: CAV005 | Notes: N=382 and ChatGPT-specific metadata applied; R2 beta column stores the same correlation values as source Table 7. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_metadata_rule_applied.,Study: S091 | Sample/stratum: full_sample | Construct pair: ATT-PE | Expected answer type: numeric_effect_size_with_source_type | Evidence family to recover: beta_or_path_converted_effect_size | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,,,,,,,,,template_unlocked,,,Generated from full-corpus post-freeze task shell; model run not authorized.
,,,,,,,,,FC-S5-TASK-00918,S091,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,numeric_effect_size_with_source_type,Study: S091 | Reference record: S091_full_sample_BI_FC | Sample/stratum: full_sample | N: 382 | Construct pair: BI-FC | Human reference r: 0.516 | Reference source type: source_reported_latent_correlation | Evidence type: fornell_larcker_off_diagonal_latent_correlation | Source location: S091.pdf Table 7 Fornell-Larcker criteria | Caveats: CAV005 | Notes: N=382 and ChatGPT-specific metadata applied; R2 beta column stores the same correlation values as source Table 7. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_metadata_rule_applied.,Study: S091 | Sample/stratum: full_sample | Construct pair: BI-FC | Expected answer type: numeric_effect_size_with_source_type | Evidence family to recover: beta_or_path_converted_effect_size | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,,,,,,,,,template_unlocked,,,Generated from full-corpus post-freeze task shell; model run not authorized.
,,,,,,,,,FC-S5-TASK-00919,S091,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,numeric_effect_size_with_source_type,Study: S091 | Reference record: S091_full_sample_BI_PE | Sample/stratum: full_sample | N: 382 | Construct pair: BI-PE | Human reference r: 0.523 | Reference source type: source_reported_latent_correlation | Evidence type: fornell_larcker_off_diagonal_latent_correlation | Source location: S091.pdf Table 7 Fornell-Larcker criteria | Caveats: CAV005 | Notes: N=382 and ChatGPT-specific metadata applied; R2 beta column stores the same correlation values as source Table 7. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_metadata_rule_applied.,Study: S091 | Sample/stratum: full_sample | Construct pair: BI-PE | Expected answer type: numeric_effect_size_with_source_type | Evidence family to recover: beta_or_path_converted_effect_size | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,,,,,,,,,template_unlocked,,,Generated from full-corpus post-freeze task shell; model run not authorized.
,,,,,,,,,FC-S5-TASK-00920,S091,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,numeric_effect_size_with_source_type,Study: S091 | Reference record: S091_full_sample_FC_PE | Sample/stratum: full_sample | N: 382 | Construct pair: FC-PE | Human reference r: 0.684 | Reference source type: source_reported_latent_correlation | Evidence type: fornell_larcker_off_diagonal_latent_correlation | Source location: S091.pdf Table 7 Fornell-Larcker criteria | Caveats: CAV005 | Notes: N=382 and ChatGPT-specific metadata applied; R2 beta column stores the same correlation values as source Table 7. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_metadata_rule_applied.,Study: S091 | Sample/stratum: full_sample | Construct pair: FC-PE | Expected answer type: numeric_effect_size_with_source_type | Evidence family to recover: beta_or_path_converted_effect_size | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,,,,,,,,,template_unlocked,,,Generated from full-corpus post-freeze task shell; model run not authorized.
,,,,,,,,,FC-S5-TASK-00921,S092,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,numeric_effect_size_with_source_type,Study: S092 | Reference record: S092_BI_EE | Sample/stratum: full_sample | N: 526 | Construct pair: BI-EE | Human reference r: 0.224 | Reference source type: beta_converted_peterson_brown | Evidence type: standardized_sem_path | Source location: S092.pdf Table 3 perceived ease of participation to intention to use ChatGPT | Caveats: CAV005 | Notes: Freeze-audit correction: source beta 0.174 converted with r = beta + 0.05. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_frozen_reference.,Study: S092 | Sample/stratum: full_sample | Construct pair: BI-EE | Expected answer type: numeric_effect_size_with_source_type | Evidence family to recover: beta_or_path_converted_effect_size | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,,,,,,,,,template_unlocked,,,Generated from full-corpus post-freeze task shell; model run not authorized.
,,,,,,,,,FC-S5-TASK-00922,S092,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,numeric_effect_size_with_source_type,Study: S092 | Reference record: S092_BI_PE | Sample/stratum: full_sample | N: 526 | Construct pair: BI-PE | Human reference r: 0.284 | Reference source type: beta_converted_peterson_brown | Evidence type: standardized_sem_path | Source location: S092.pdf Table 3 perceived usefulness to intention to use ChatGPT | Caveats: CAV005 | Notes: Freeze-audit correction: source beta 0.234 converted with r = beta + 0.05. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_frozen_reference.,Study: S092 | Sample/stratum: full_sample | Construct pair: BI-PE | Expected answer type: numeric_effect_size_with_source_type | Evidence family to recover: beta_or_path_converted_effect_size | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,,,,,,,,,template_unlocked,,,Generated from full-corpus post-freeze task shell; model run not authorized.
,,,,,,,,,FC-S5-TASK-00923,S092,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,numeric_effect_size_with_source_type,Study: S092 | Reference record: S092_EE_PE | Sample/stratum: full_sample | N: 526 | Construct pair: EE-PE | Human reference r: 0.404 | Reference source type: beta_converted_peterson_brown | Evidence type: standardized_sem_path | Source location: S092.pdf Table 3 perceived ease of participation to perceived usefulness | Caveats: CAV005 | Notes: Freeze-audit correction: source beta 0.354 converted with r = beta + 0.05. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_frozen_reference.,Study: S092 | Sample/stratum: full_sample | Construct pair: EE-PE | Expected answer type: numeric_effect_size_with_source_type | Evidence family to recover: beta_or_path_converted_effect_size | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,,,,,,,,,template_unlocked,,,Generated from full-corpus post-freeze task shell; model run not authorized.
,,,,,,,,,FC-S5-TASK-00924,S093,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,numeric_effect_size_with_source_type,Study: S093 | Reference record: S093_full_sample_ATT_BI | Sample/stratum: full_sample | N: 127 | Construct pair: ATT-BI | Human reference r: 0.89 | Reference source type: beta_converted_peterson_brown | Evidence type: standardized_path_beta_converted | Source location: S093.pdf Table 3 | Caveats: CAV005 | Notes: Use R1 source-located Table 3 beta-converted rows; R4 path-coefficient rows are not drafted. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_residual_batch4_phase2_pairC_source_checked.,Study: S093 | Sample/stratum: full_sample | Construct pair: ATT-BI | Expected answer type: numeric_effect_size_with_source_type | Evidence family to recover: beta_or_path_converted_effect_size | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,,,,,,,,,template_unlocked,,,Generated from full-corpus post-freeze task shell; model run not authorized.
,,,,,,,,,FC-S5-TASK-00925,S093,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,numeric_effect_size_with_source_type,Study: S093 | Reference record: S093_full_sample_ATT_EE | Sample/stratum: full_sample | N: 127 | Construct pair: ATT-EE | Human reference r: 0.48 | Reference source type: beta_converted_peterson_brown | Evidence type: standardized_path_beta_converted | Source location: S093.pdf Table 3 | Caveats: CAV005 | Notes: Use R1 source-located Table 3 beta-converted rows; R4 path-coefficient rows are not drafted. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_residual_batch4_phase2_pairC_source_checked.,Study: S093 | Sample/stratum: full_sample | Construct pair: ATT-EE | Expected answer type: numeric_effect_size_with_source_type | Evidence family to recover: beta_or_path_converted_effect_size | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,,,,,,,,,template_unlocked,,,Generated from full-corpus post-freeze task shell; model run not authorized.
,,,,,,,,,FC-S5-TASK-00926,S093,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,numeric_effect_size_with_source_type,Study: S093 | Reference record: S093_full_sample_ATT_PE | Sample/stratum: full_sample | N: 127 | Construct pair: ATT-PE | Human reference r: 0.39 | Reference source type: beta_converted_peterson_brown | Evidence type: standardized_path_beta_converted | Source location: S093.pdf Table 3 | Caveats: CAV005 | Notes: Use R1 source-located Table 3 beta-converted rows; R4 path-coefficient rows are not drafted. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_residual_batch4_phase2_pairC_source_checked.,Study: S093 | Sample/stratum: full_sample | Construct pair: ATT-PE | Expected answer type: numeric_effect_size_with_source_type | Evidence family to recover: beta_or_path_converted_effect_size | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,,,,,,,,,template_unlocked,,,Generated from full-corpus post-freeze task shell; model run not authorized.
,,,,,,,,,FC-S5-TASK-00927,S093,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,numeric_effect_size_with_source_type,Study: S093 | Reference record: S093_full_sample_BI_FC | Sample/stratum: full_sample | N: 127 | Construct pair: BI-FC | Human reference r: -0.08 | Reference source type: beta_converted_peterson_brown | Evidence type: standardized_path_beta_converted | Source location: S093.pdf Table 3 | Caveats: CAV005 | Notes: Use R1 source-located Table 3 beta-converted rows; R4 path-coefficient rows are not drafted. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_residual_batch4_phase2_pairC_source_checked.,Study: S093 | Sample/stratum: full_sample | Construct pair: BI-FC | Expected answer type: numeric_effect_size_with_source_type | Evidence family to recover: beta_or_path_converted_effect_size | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,,,,,,,,,template_unlocked,,,Generated from full-corpus post-freeze task shell; model run not authorized.
,,,,,,,,,FC-S5-TASK-00928,S093,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,numeric_effect_size_with_source_type,Study: S093 | Reference record: S093_full_sample_BI_UB | Sample/stratum: full_sample | N: 127 | Construct pair: BI-UB | Human reference r: 0.62 | Reference source type: beta_converted_peterson_brown | Evidence type: standardized_path_beta_converted | Source location: S093.pdf Table 3 | Caveats: CAV005 | Notes: Use R1 source-located Table 3 beta-converted rows; R4 path-coefficient rows are not drafted. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_residual_batch4_phase2_pairC_source_checked.,Study: S093 | Sample/stratum: full_sample | Construct pair: BI-UB | Expected answer type: numeric_effect_size_with_source_type | Evidence family to recover: beta_or_path_converted_effect_size | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,,,,,,,,,template_unlocked,,,Generated from full-corpus post-freeze task shell; model run not authorized.
,,,,,,,,,FC-S5-TASK-00929,S093,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,numeric_effect_size_with_source_type,Study: S093 | Reference record: S093_full_sample_EE_FC | Sample/stratum: full_sample | N: 127 | Construct pair: EE-FC | Human reference r: 0.15 | Reference source type: beta_converted_peterson_brown | Evidence type: standardized_path_beta_converted | Source location: S093.pdf Table 3 | Caveats: CAV005 | Notes: Use R1 source-located Table 3 beta-converted rows; R4 path-coefficient rows are not drafted. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_residual_batch4_phase2_pairC_source_checked.,Study: S093 | Sample/stratum: full_sample | Construct pair: EE-FC | Expected answer type: numeric_effect_size_with_source_type | Evidence family to recover: beta_or_path_converted_effect_size | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,,,,,,,,,template_unlocked,,,Generated from full-corpus post-freeze task shell; model run not authorized.
,,,,,,,,,FC-S5-TASK-00930,S094,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,numeric_effect_size_with_source_type,Study: S094 | Reference record: S094_full_sample_PE_TRU | Sample/stratum: full_sample | N: 517 | Construct pair: PE-TRU | Human reference r: 0.579 | Reference source type: beta_converted_peterson_brown | Evidence type: standardized_path_beta_converted | Source location: S094.pdf Table 3 | Caveats: CAV005 | Notes: Use R3 source-located Table 3 beta-converted PE-TRU row; R2 records the same value as direct but lacks source-location. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_residual_batch5_source_checked.,Study: S094 | Sample/stratum: full_sample | Construct pair: PE-TRU | Expected answer type: numeric_effect_size_with_source_type | Evidence family to recover: beta_or_path_converted_effect_size | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,,,,,,,,,template_unlocked,,,Generated from full-corpus post-freeze task shell; model run not authorized.
,,,,,,,,,FC-S5-TASK-00931,S095,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,numeric_effect_size_with_source_type,"Study: S095 | Reference record: S095_full_sample_ANX_BI | Sample/stratum: full_sample | N: 1055 | Construct pair: ANX-BI | Human reference r: 0.602 | Reference source type: beta_converted_peterson_brown | Evidence type: standardized_path_beta_converted_from_original_path_or_beta | Source location: S095.pdf Table 6, p.15 | Caveats: CAV005 | Notes: Use R1 mixed row set: Table 6 path rows for BI/ANX relations plus text-reported bivariate Pearson correlations among EE/FC/PE/SI. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_residual_batch4_phase1_pairA_source_checked.",Study: S095 | Sample/stratum: full_sample | Construct pair: ANX-BI | Expected answer type: numeric_effect_size_with_source_type | Evidence family to recover: beta_or_path_converted_effect_size | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,,,,,,,,,template_unlocked,,,Generated from full-corpus post-freeze task shell; model run not authorized.
,,,,,,,,,FC-S5-TASK-00932,S095,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,numeric_effect_size_with_source_type,"Study: S095 | Reference record: S095_full_sample_BI_EE | Sample/stratum: full_sample | N: 1055 | Construct pair: BI-EE | Human reference r: 0.343 | Reference source type: beta_converted_peterson_brown | Evidence type: standardized_path_beta_converted_from_original_path_or_beta | Source location: S095.pdf Table 6, p.15 | Caveats: CAV005 | Notes: Use R1 mixed row set: Table 6 path rows for BI/ANX relations plus text-reported bivariate Pearson correlations among EE/FC/PE/SI. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_residual_batch4_phase1_pairA_source_checked.",Study: S095 | Sample/stratum: full_sample | Construct pair: BI-EE | Expected answer type: numeric_effect_size_with_source_type | Evidence family to recover: beta_or_path_converted_effect_size | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,,,,,,,,,template_unlocked,,,Generated from full-corpus post-freeze task shell; model run not authorized.
,,,,,,,,,FC-S5-TASK-00933,S095,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,numeric_effect_size_with_source_type,"Study: S095 | Reference record: S095_full_sample_BI_FC | Sample/stratum: full_sample | N: 1055 | Construct pair: BI-FC | Human reference r: 0.239 | Reference source type: beta_converted_peterson_brown | Evidence type: standardized_path_beta_converted_from_original_path_or_beta | Source location: S095.pdf Table 6, p.15 | Caveats: CAV005 | Notes: Use R1 mixed row set: Table 6 path rows for BI/ANX relations plus text-reported bivariate Pearson correlations among EE/FC/PE/SI. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_residual_batch4_phase1_pairA_source_checked.",Study: S095 | Sample/stratum: full_sample | Construct pair: BI-FC | Expected answer type: numeric_effect_size_with_source_type | Evidence family to recover: beta_or_path_converted_effect_size | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,,,,,,,,,template_unlocked,,,Generated from full-corpus post-freeze task shell; model run not authorized.
