pair,study_id,construct_1,construct_2,coder_a,coder_a_value,coder_a_source,coder_a_notes,coder_b,coder_b_value,coder_b_source,coder_b_notes,abs_difference,mismatch_type
Pair D,S150,SI,UB,R2,,,,R3,0.221,beta_converted,,,one_coder_only
Pair D,S157,AUT,BI,R2,0.27,direct,,R3,,,,,one_coder_only
Pair D,S157,AUT,EE,R2,0.14,direct,,R3,,,,,one_coder_only
Pair D,S157,AUT,FC,R2,0.25,direct,,R3,,,,,one_coder_only
Pair D,S157,AUT,PE,R2,0.19,direct,,R3,,,,,one_coder_only
Pair D,S157,AUT,SE,R2,0.48,direct,,R3,,,,,one_coder_only
Pair D,S157,AUT,SI,R2,0.19,direct,,R3,,,,,one_coder_only
Pair D,S157,AUT,UB,R2,0.39,direct,,R3,,,,,one_coder_only
Pair D,S157,BI,SE,R2,0.27,direct,,R3,,,,,one_coder_only
Pair D,S157,EE,SE,R2,0.17,direct,,R3,,,,,one_coder_only
Pair D,S157,FC,SE,R2,0.2,direct,,R3,,,,,one_coder_only
Pair D,S157,PE,SE,R2,0.16,direct,,R3,,,,,one_coder_only
Pair D,S157,PE,UB,R2,0.23,direct,,R3,0.37,direct,,0.13999999999999999,numeric_or_source_diff
Pair D,S157,SE,SI,R2,0.12,direct,,R3,,,,,one_coder_only
Pair D,S157,SE,UB,R2,0.61,direct,,R3,,,,,one_coder_only
Pair D,S161,ATT,FC,R2,0.463,direct,,R3,,,,,one_coder_only
Pair D,S161,BI,FC,R2,0.578,direct,,R3,,,,,one_coder_only
Pair D,S161,EE,FC,R2,0.455,direct,,R3,FC확인,,,,numeric_or_source_diff
Pair D,S161,EE,PE,R2,0.302,direct,,R3,,,,,one_coder_only
Pair D,S161,FC,PE,R2,0.407,direct,,R3,0.302,direct,,0.10499999999999998,numeric_or_source_diff
Pair D,S171,ATT,UB,R2,0.737,direct,,R3,,,,,one_coder_only
Pair D,S171,BI,UB,R2,0.341,direct,,R3,0.341,,,0.0,numeric_or_source_diff
Pair D,S171,EE,UB,R2,0.504,direct,,R3,0.504,,,0.0,numeric_or_source_diff
Pair D,S171,FC,UB,R2,0.417,direct,,R3,0.417,,,0.0,numeric_or_source_diff
Pair D,S171,PE,UB,R2,0.616,direct,,R3,0.616,,,0.0,numeric_or_source_diff
Pair D,S173,EE,FC,R2,0.666,direct,,R3,0.666,,,0.0,numeric_or_source_diff
Pair D,S173,EE,PE,R2,0.8,direct,,R3,0.8,,,0.0,numeric_or_source_diff
Pair D,S173,EE,SI,R2,0.55,direct,,R3,0.55,,,0.0,numeric_or_source_diff
Pair D,S173,EE,TRU,R2,0.631,direct,,R3,0.631,,,0.0,numeric_or_source_diff
Pair D,S173,EE,UB,R2,0.764,direct,,R3,0.764,,,0.0,numeric_or_source_diff
Pair D,S181,ANX,ATT,R2,0.01,direct,,R3,0.01,,,0.0,numeric_or_source_diff
Pair D,S181,ANX,BI,R2,0.048,direct,,R3,0.048,,,0.0,numeric_or_source_diff
Pair D,S181,ANX,SI,R2,0.044,direct,,R3,0.044,,,0.0,numeric_or_source_diff
Pair D,S181,ATT,BI,R2,0.824,direct,,R3,0.824,,,0.0,numeric_or_source_diff
Pair D,S181,ATT,SI,R2,0.782,direct,,R3,0.782,,,0.0,numeric_or_source_diff
Pair D,S181,BI,SI,R2,0.724,direct,,R3,0.724,,,0.0,numeric_or_source_diff
Pair D,S183,BI,EE,R2,0.283,direct,,R3,0.12,beta_converted,,0.16299999999999998,numeric_or_source_diff
Pair D,S183,BI,FC,R2,0.025,direct,,R3,0.17,beta_converted,,0.14500000000000002,numeric_or_source_diff
Pair D,S183,BI,PE,R2,0.049,direct,,R3,0.15,beta_converted,,0.10099999999999999,numeric_or_source_diff
Pair D,S183,BI,SI,R2,0.132,direct,,R3,-0.045,beta_converted,,0.177,numeric_or_source_diff
Pair D,S183,BI,TRU,R2,0.021,direct,,R3,,,,,one_coder_only
Pair D,S183,EE,FC,R2,0.394,direct,,R3,0.395,direct,,0.0010000000000000009,numeric_or_source_diff
Pair D,S183,EE,PE,R2,0.154,direct,,R3,0.137,direct,,0.016999999999999987,numeric_or_source_diff
Pair D,S183,EE,SI,R2,0.342,direct,,R3,0.347,direct,,0.004999999999999949,numeric_or_source_diff
Pair D,S183,EE,TRU,R2,0.356,direct,,R3,,,,,one_coder_only
Pair D,S183,FC,SI,R2,0.228,direct,,R3,0.279,direct,,0.05100000000000002,numeric_or_source_diff
Pair D,S183,FC,UB,R2,0.345,direct,,R3,,,,,one_coder_only
Pair D,S183,PE,SI,R2,0.06,direct,,R3,0.057,direct,,0.0029999999999999957,numeric_or_source_diff
Pair D,S183,PE,TRU,R2,0.148,direct,,R3,,,,,one_coder_only
Pair D,S183,SI,TRU,R2,0.309,direct,,R3,,,,,one_coder_only
Pair D,S197,ATT,EE,R2,0.24,direct,,R3,,,,,one_coder_only
Pair D,S197,ATT,PE,R2,0.48,direct,,R3,,,,,one_coder_only
Pair D,S197,ATT,UB,R2,0.34,direct,,R3,,,,,one_coder_only
Pair D,S197,BI,EE,R2,,,,R3,0.69,direct,,,one_coder_only
Pair D,S197,BI,PE,R2,,,,R3,0.47,direct,,,one_coder_only
Pair D,S197,BI,TRU,R2,,,,R3,0.34,direct,,,one_coder_only
Pair D,S197,EE,TRU,R2,,,,R3,0.24,direct,,,one_coder_only
Pair D,S197,EE,UB,R2,0.69,direct,,R3,,,,,one_coder_only
Pair D,S197,PE,TRU,R2,,,,R3,0.48,direct,,,one_coder_only
Pair D,S197,PE,UB,R2,0.47,,,R3,,,,,one_coder_only
Pair D,S204,ATT,BI,R2,0.368,beta_converted,,R3,0.405,beta_converted,,0.03700000000000003,numeric_or_source_diff
Pair D,S204,ATT,PE,R2,0.37,beta_converted,,R3,0.405,beta_converted,,0.03500000000000003,numeric_or_source_diff
Pair D,S204,BI,EE,R2,,,,R3,0.405,beta_converted,,,one_coder_only
Pair D,S204,BI,PE,R2,0.405,beta_converted,,R3,,,,,one_coder_only
Pair D,S204,PE,SE,R2,0.031,beta_converted,,R3,,,,,one_coder_only
Pair D,S204,PE,SI,R2,,,,R3,0.031,beta_converted,,,one_coder_only
Pair D,S207,ATT,BI,R2,0.527,,,R3,0.527,direct,,0.0,numeric_or_source_diff
Pair D,S207,ATT,EE,R2,0.428,,,R3,0.428,direct,,0.0,numeric_or_source_diff
Pair D,S207,ATT,PE,R2,0.502,,,R3,0.502,direct,,0.0,numeric_or_source_diff
Pair D,S207,BI,EE,R2,0.514,,,R3,0.514,direct,,0.0,numeric_or_source_diff
Pair D,S207,BI,PE,R2,520,,,R3,0.52,direct,,519.48,numeric_or_source_diff
Pair D,S207,EE,PE,R2,0.545,,,R3,0.545,direct,,0.0,numeric_or_source_diff
Pair D,S210,BI,PE,R2,0.443,direct,,R3,0.177,direct,,0.266,numeric_or_source_diff
Pair D,S210,EE,PE,R2,0.317,direct,,R3,0.137,direct,,0.18,numeric_or_source_diff
Pair D,S210,PE,SE,R2,0.212,direct,,R3,0.198,direct,,0.013999999999999985,numeric_or_source_diff
Pair D,S221,FC,UB,R2,,,,R3,0.592,direct,,,one_coder_only
Pair D,S221,PE,SE,R2,0.592,direct,,R3,,,,,one_coder_only
Pair D,S221,PE,UB,R2,0.681,direct,,R3,0.681,,,0.0,numeric_or_source_diff
Pair D,S221,SI,UB,R2,0.644,direct,,R3,0.644,,,0.0,numeric_or_source_diff
